Name,Team,P,G,A
Alejandro Moreno,Philadelphia Union,26,2,3
Amobi Okugo,Philadelphia Union,11,0,1
Andrew Jacobson,Philadelphia Union,24,0,0
Brad Knighton,Philadelphia Union,8,0,0
Chris Seitz,Philadelphia Union,23,0,0
Cristian Arrieta,Philadelphia Union,16,0,0
Danny Califf,Philadelphia Union,28,0,0
Danny Mwanga,Philadelphia Union,24,7,4
Dave Myrie,Philadelphia Union,1,0,0
Eduardo Coudet,Philadelphia Union,9,0,0
Fred Da Silva,Philadelphia Union,25,4,1
Jack McInerney,Philadelphia Union,16,3,0
Jordan Harvey,Philadelphia Union,30,1,1
Juan Diego González,Philadelphia Union,7,0,0
Justin Mapp,Philadelphia Union,25,1,2
Kyle Nakazawa,Philadelphia Union,13,0,1
Michael Orozco,Philadelphia Union,29,2,0
Nick Zimmerman,Philadelphia Union,8,0,0
Róger Torres,Philadelphia Union,21,0,4
Shavar Thomas,Philadelphia Union,1,0,0
Shea Salinas,Philadelphia Union,17,1,0
Sheanon Williams,Philadelphia Union,8,0,0
Stefani Miglioranzi,Philadelphia Union,26,0,1
Sébastien Le Toux,Philadelphia Union,29,14,10
Toni Ståhl,Philadelphia Union,1,0,0
