Name,Team,P,G,A
Bouna Coundoul,Red Bull New York,29,0,0
Brian Nielsen,Red Bull New York,2,0,0
Carl Robinson,Red Bull New York,11,1,0
Carlos Mendes,Red Bull New York,23,0,0
Chris Albright,Red Bull New York,21,0,1
Conor Chinn,Red Bull New York,5,0,0
Dane Richards,Red Bull New York,27,5,2
Danleigh Borman,Red Bull New York,18,1,1
Greg Sutton,Red Bull New York,3,0,0
Ibriahim Salou,Red Bull New York,20,3,2
Jeremy Hall,Red Bull New York,15,0,1
Joel Lindpere,Red Bull New York,31,4,5
John Wolyniec,Red Bull New York,4,0,0
Juan Agudelo,Red Bull New York,4,0,1
Juan Pablo Angel,Red Bull New York,33,14,2
Mehdi Ballouchy,Red Bull New York,29,4,6
Mike Petke,Red Bull New York,16,0,0
Rafael Márquez,Red Bull New York,12,1,0
Roy Miller,Red Bull New York,27,0,1
Seth Stammler,Red Bull New York,21,2,3
Sinisa Ubiparipovic,Red Bull New York,18,1,1
Thierry Henry,Red Bull New York,12,2,2
Tim Ream,Red Bull New York,32,1,0
Tony Tchani,Red Bull New York,27,1,3
