Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Bobby Smith,MNS,C,45,5,7,12,-9,10,,3,1,0,0,0,53,0.09433,2,8,,1992-1993
Brad Berry,MNS,D,63,0,3,3,2,109,,0,0,0,0,0,49,0.0,0,3,,1992-1993
Brent Gilchrist,MNS,L,68,10,11,21,-12,49,,2,2,0,0,0,106,0.09433,8,15,,1992-1993
Brian Propp,MNS,L,17,3,3,6,-10,0,,1,2,0,0,1,35,0.08571,2,3,,1992-1993
Craig Ludwig,MNS,D,78,1,10,11,1,153,,0,0,0,0,0,66,0.01515,1,10,,1992-1993
Dan Quinn,MNS,C,11,0,4,4,-4,6,,0,3,0,0,0,20,0.0,0,1,,1992-1993
Dave Gagner,MNS,C,84,33,43,76,-13,143,,17,21,0,0,5,230,0.14347,16,38,,1992-1993
Derian Hatcher,MNS,D,67,4,15,19,-27,178,,0,7,0,0,1,73,0.05479,4,12,,1992-1993
Derrick Smith,MNS,L,9,0,1,1,-2,2,,0,0,0,0,0,3,0.0,0,1,,1992-1993
Douglas Barrault,MNS,R,2,0,0,0,-1,2,,0,0,0,0,0,0,,0,0,,1992-1993
Enrico Ciccone,MNS,D,31,0,1,1,2,115,,0,0,0,0,0,13,0.0,0,1,,1992-1993
Gaetan Duchesne,MNS,L,84,16,13,29,6,30,,0,0,2,0,3,134,0.1194,14,26,,1992-1993
James Black,MNS,L,10,2,1,3,0,4,,0,0,0,0,0,10,0.2,2,3,,1992-1993
Jim Johnson,MNS,D,79,3,20,23,9,105,,1,2,0,0,0,67,0.04477,2,20,,1992-1993
Mark Osiecki,MNS,D,43,1,4,5,-20,19,,1,0,0,0,0,26,0.03846,0,4,,1992-1993
Mark Tinordi,MNS,D,69,15,27,42,-1,157,,7,10,0,0,2,122,0.12295,8,25,,1992-1993
Mike Craig,MNS,R,70,15,23,38,-11,106,,7,11,0,0,0,131,0.1145,8,20,,1992-1993
Mike McPhee,MNS,L,84,18,22,40,-2,44,,1,4,2,0,2,161,0.1118,15,32,,1992-1993
Mike Modano,MNS,C,82,33,60,93,-7,83,,9,27,0,0,7,307,0.10749,24,57,,1992-1993
Neal Broten,MNS,C,82,12,21,33,7,22,,0,1,3,0,3,123,0.09756,9,28,,1992-1993
Reid Simpson,MNS,L,1,0,0,0,0,5,,0,0,0,0,0,0,,0,0,,1992-1993
Roy Mitchell,MNS,D,3,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1992-1993
Russ Courtnall,MNS,R,84,36,43,79,1,49,,14,14,2,0,3,294,0.12244,20,48,,1992-1993
Shane Churla,MNS,R,73,5,16,21,-8,286,,1,3,0,0,1,61,0.08196,4,17,,1992-1993
Stew Gavin,MNS,R,63,10,8,18,-4,59,,0,0,0,0,0,114,0.08771,10,16,,1992-1993
Todd Elik,MNS,L,60,14,27,41,-4,56,,4,6,0,0,1,104,0.13461,10,31,,1992-1993
Tommy Sjodin,MNS,D,77,7,29,36,-25,30,,5,23,0,0,1,175,0.04,2,8,,1992-1993
Trent Klatt,MNS,R,47,4,19,23,2,38,,1,1,0,0,0,69,0.05797,3,21,,1992-1993
Ulf Dahlen,MNS,R,83,35,39,74,-20,6,,13,21,0,0,6,223,0.15695,22,40,,1992-1993
