Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alan Kerr,WIN,R,7,0,1,1,-4,2,,0,0,0,0,0,1,0.0,0,1,,1992-1993
Alexei Zhamnov,WIN,C,74,25,49,74,3,60,,6,17,1,0,4,176,0.14204,18,50,,1992-1993
Anatoli Fedotov,WIN,D,1,0,2,2,1,0,,0,0,0,0,0,1,0.0,0,2,,1992-1993
Andy Brickley,WIN,L,13,1,3,4,2,2,,0,0,0,0,0,6,0.16666,1,4,,1992-1993
Bob Joyce,WIN,L,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1992-1993
Bryan Erickson,WIN,C,44,4,12,16,1,14,,2,3,0,0,1,45,0.08888,2,11,,1992-1993
Dallas Eakins,WIN,D,14,0,2,2,2,38,,0,0,0,0,0,9,0.0,0,2,,1992-1993
Darrin Shannon,WIN,L,90,22,44,66,-7,97,,13,12,0,0,2,129,0.17054,9,40,,1992-1993
Dean Kennedy,WIN,D,84,1,7,8,-2,107,,0,0,0,0,1,52,0.01923,1,7,,1992-1993
Eddie Olczyk,WIN,R,71,21,28,49,-2,52,,2,12,0,0,1,190,0.11052,19,35,,1992-1993
Evgeny Davydov,WIN,R,83,28,21,49,-3,66,,7,6,0,0,2,179,0.15642,21,36,,1992-1993
Fredrik Olausson,WIN,D,74,16,43,59,-4,24,,11,28,0,0,3,170,0.09411,5,20,,1992-1993
Igor Ulanov,WIN,D,60,2,14,16,5,128,,0,0,0,0,0,27,0.07407,2,15,,1992-1993
John Druce,WIN,R,52,6,14,20,-4,37,,0,0,0,0,0,61,0.09836,6,20,,1992-1993
John Leblanc,WIN,R,3,0,0,0,0,2,,0,0,0,0,0,5,0.0,0,0,,1992-1993
Keith Tkachuk,WIN,L,89,32,23,55,-18,215,,13,6,0,0,2,216,0.14814,19,36,,1992-1993
Kris Draper,WIN,C,7,0,0,0,-6,2,,0,0,0,0,0,5,0.0,0,0,,1992-1993
Kris King,WIN,L,6,1,1,2,-1,4,,0,0,0,0,0,12,0.08333,1,2,,1992-1993
Kris King,WIN,L,78,8,11,19,4,203,,0,0,0,0,1,74,0.1081,8,19,,1992-1993
Kris King,WIN,L,78,8,11,19,4,203,,0,0,0,0,1,74,0.1081,8,19,,1992-1993
Luciano Borsato,WIN,C,73,16,20,36,-3,42,,1,0,2,0,3,108,0.14814,13,32,,1992-1993
Mark Osiecki,WIN,D,43,1,4,5,-20,19,,1,0,0,0,0,26,0.03846,0,4,,1992-1993
Mike Eagles,WIN,L,89,8,19,27,-3,137,,1,0,0,0,1,73,0.10958,7,26,,1992-1993
Mike Lalor,WIN,D,68,1,10,11,-12,80,,0,1,0,0,0,82,0.01219,1,10,,1992-1993
Phil Housley,WIN,D,86,18,86,104,-17,54,,6,55,0,0,2,259,0.06949,12,43,,1992-1993
Randy Carlyle,WIN,D,22,1,1,2,-6,14,,0,0,0,0,0,21,0.04761,1,2,,1992-1993
Russ Romaniuk,WIN,L,29,3,1,4,1,22,,0,0,0,1,1,20,0.15,3,4,,1992-1993
Sergei Bautin,WIN,D,77,5,18,23,-4,98,,0,1,0,0,0,87,0.05747,5,22,,1992-1993
Stu Barnes,WIN,C,44,13,13,26,-2,12,,3,1,0,0,3,76,0.17105,10,22,,1992-1993
Teemu Selanne,WIN,R,90,80,58,138,5,47,,26,27,0,1,9,414,0.19323,54,85,,1992-1993
Teppo Numminen,WIN,D,72,8,31,39,0,35,,4,7,1,0,0,112,0.07142,3,27,,1992-1993
Thomas Steen,WIN,C,86,23,53,76,-12,77,,7,25,0,1,6,157,0.14649,16,43,,1992-1993
Tie Domi,WIN,R,6,1,0,1,1,23,,0,0,0,0,0,5,0.2,1,1,,1992-1993
Tie Domi,WIN,R,6,1,0,1,1,23,,0,0,0,0,0,5,0.2,1,1,,1992-1993
Tie Domi,WIN,R,61,5,10,15,1,344,,0,0,0,0,0,40,0.125,5,15,,1992-1993
Troy Murray,WIN,C,51,4,7,11,-15,59,,2,0,0,0,0,77,0.05194,2,9,,1992-1993
