Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Bob Probert,DET,L,87,14,32,46,-10,302,,6,10,0,0,3,142,0.09859,8,30,,1992-1993
Bobby Dollas,DET,D,6,0,0,0,-1,2,,0,0,0,0,0,5,0.0,0,0,,1992-1993
Brad McCrimmon,DET,D,60,1,14,15,21,71,,1,5,0,0,0,53,0.01886,0,9,,1992-1993
Dennis Vial,DET,L,9,0,1,1,1,20,,0,0,0,0,0,5,0.0,0,1,,1992-1993
Dino Ciccarelli,DET,R,89,45,58,103,6,97,,24,23,0,0,8,217,0.20737,21,56,,1992-1993
Gerard Gallant,DET,L,73,11,22,33,16,192,,0,1,0,0,0,88,0.125,11,32,,1992-1993
Gordon Kruppke,DET,D,10,0,0,0,1,20,,0,0,0,0,0,7,0.0,0,0,,1992-1993
Jason York,DET,D,2,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1992-1993
Jim Cummins,DET,R,7,1,1,2,0,58,,0,0,0,0,0,5,0.2,1,2,,1992-1993
Jim Hiller,DET,R,2,0,0,0,0,4,,0,0,0,0,0,1,0.0,0,0,,1992-1993
Jim Hiller,DET,R,61,8,12,20,7,109,,1,1,0,0,2,83,0.09638,7,18,,1992-1993
Jimmy Carson,DET,C,86,37,36,73,-2,32,,17,13,0,0,5,189,0.19576,20,43,,1992-1993
John Ogrodnick,DET,L,20,6,6,12,-3,2,,4,3,0,0,0,26,0.23076,2,5,,1992-1993
Keith Primeau,DET,C,80,15,19,34,-5,178,,4,4,1,0,2,82,0.18292,10,25,,1992-1993
Mark Howe,DET,D,67,4,34,38,28,24,,3,17,0,0,0,80,0.05,1,17,,1992-1993
Martin Lapointe,DET,R,3,0,0,0,-2,0,,0,0,0,0,0,2,0.0,0,0,,1992-1993
Mike Sillinger,DET,C,51,4,17,21,0,16,,0,0,0,0,0,47,0.0851,4,21,,1992-1993
Nicklas Lidstrom,DET,D,91,8,34,42,5,28,,4,17,0,0,2,164,0.04878,4,17,,1992-1993
Paul Coffey,DET,D,7,2,9,11,-3,2,,0,8,0,0,0,24,0.08333,2,3,,1992-1993
Paul Coffey,DET,D,80,12,75,87,16,77,,5,46,0,0,0,254,0.04724,7,36,,1992-1993
Paul Ysebaert,DET,L,87,37,29,66,21,44,,3,5,4,0,9,197,0.18781,30,53,,1992-1993
Ray Sheppard,DET,R,77,34,37,71,9,29,,12,20,0,0,1,191,0.17801,22,39,,1992-1993
Sergei Fedorov,DET,C,80,37,59,96,37,95,,14,20,5,1,3,243,0.15226,18,51,,1992-1993
Shawn Burr,DET,L,87,12,26,38,16,76,,1,0,2,0,2,107,0.11214,9,28,,1992-1993
Sheldon Kennedy,DET,R,75,20,12,32,0,48,,1,0,0,1,2,120,0.16666,19,31,,1992-1993
Steve Chiasson,DET,D,86,14,52,66,11,174,,7,29,0,0,2,248,0.05645,7,28,,1992-1993
Steve Konroyd,DET,D,1,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1992-1993
Steve Konroyd,DET,D,65,3,12,15,-15,67,,0,2,0,0,0,66,0.04545,3,12,,1992-1993
Steve Yzerman,DET,C,91,62,82,144,29,48,,14,30,8,0,7,331,0.18731,40,90,,1992-1993
Vladimir Konstantinov,DET,D,89,5,18,23,21,145,,0,1,0,0,0,90,0.05555,5,22,,1992-1993
Vyacheslav Kozlov,DET,L,21,4,3,7,0,16,,0,0,0,0,0,31,0.12903,4,7,,1992-1993
Yves Racine,DET,D,87,10,34,44,14,107,,5,10,0,0,0,169,0.05917,5,28,,1992-1993
