Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
35,Aiden Hansen-Bukata,COL,26,D,2,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
1,Alex Barre-Boulet,COL,28,F,59,22,40,62,26,21.0,7,1,2,0.373,0.678,1.051,173.0,12.7%
15,Alex Gagne,COL,23,D,57,1,12,13,51,15.0,0,0,0,0.018,0.211,0.228,65.0,1.5%
23,Bryan Yoon,COL,27,D,37,3,4,7,4,5.0,0,0,0,0.081,0.108,0.189,40.0,7.5%
18,Chase Bradley,COL,23,F,38,8,3,11,42,9.0,0,0,0,0.211,0.079,0.289,68.0,11.8%
34,Chris Hedden,COL,23,D,1,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
29,Cooper Gay,COL,23,F,7,1,0,1,2,0.0,0,0,0,0.143,0.0,0.143,10.0,10.0%
7,Daniil Gushchin,COL,23,F,40,16,7,23,22,7.0,6,0,5,0.4,0.175,0.575,133.0,12.0%
31,Hank Kempf,COL,23,D,6,0,1,1,2,1.0,0,0,0,0.0,0.167,0.167,5.0,0.0%
36,Ilya Solovyov,COL,25,D,3,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,4.0,0.0%
33,Isak Posch,COL,23,G,27,0,1,1,0,,0,0,0,0.0,0.037,0.037,,
11,Ivan Ivan,COL,23,F,55,7,12,19,38,4.0,0,0,1,0.127,0.218,0.345,107.0,6.5%
3,Jack Ahcan,COL,28,D,50,9,36,45,40,27.0,2,0,2,0.18,0.72,0.9,119.0,7.6%
24,Jacob MacDonald,COL,32,D,8,2,4,6,2,-3.0,1,0,0,0.25,0.5,0.75,23.0,8.7%
21,Jake Wise,COL,25,F,43,2,9,11,12,5.0,0,0,0,0.047,0.209,0.256,49.0,4.1%
9,Jason Polin,COL,26,F,41,10,11,21,10,4.0,3,0,3,0.244,0.268,0.512,92.0,10.9%
2,Jayson Megna,COL,35,F,59,23,22,45,30,21.0,6,1,1,0.39,0.373,0.763,111.0,20.7%
16,Keaton Middleton,COL,27,D,56,4,8,12,58,22.0,0,0,1,0.071,0.143,0.214,71.0,5.6%
37,Kyle Keyser,COL,26,G,13,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
13,Luke Toporowski,COL,24,F,28,7,7,14,36,4.0,2,0,3,0.25,0.25,0.5,52.0,13.5%
20,Mark Senden,COL,27,F,43,4,7,11,18,8.0,0,0,1,0.093,0.163,0.256,55.0,7.3%
22,Maros Jedlicka,COL,23,F,35,2,6,8,21,5.0,0,0,0,0.057,0.171,0.229,22.0,9.1%
25,Matt Stienburg,COL,25,F,8,2,1,3,11,-2.0,0,0,0,0.25,0.125,0.375,12.0,16.7%
30,Neil Shea,COL,26,F,1,0,1,1,0,-1.0,0,0,0,0.0,1.0,1.0,1.0,0.0%
17,Nikita Prishchepov,COL,21,F,22,3,9,12,28,3.0,0,0,0,0.136,0.409,0.545,23.0,13.0%
26,Reilly Connors,COL,25,F,8,2,0,2,11,0.0,0,0,0,0.25,0.0,0.25,7.0,28.6%
14,Ronnie Attard,COL,26,D,40,2,12,14,32,4.0,1,0,1,0.05,0.3,0.35,84.0,2.4%
28,Saige Weinstein,COL,20,D,3,1,0,1,2,0.0,0,0,1,0.333,0.0,0.333,2.0,50.0%
12,Sean Behrens,COL,22,D,44,4,15,19,18,8.0,0,0,1,0.091,0.341,0.432,37.0,10.8%
4,T.J. Tynan,COL,33,F,56,3,40,43,38,9.0,0,0,0,0.054,0.714,0.768,75.0,4.0%
10,Taylor Makar,COL,24,F,44,11,9,20,50,14.0,0,0,2,0.25,0.205,0.455,70.0,15.7%
32,Trent Miner,COL,24,G,22,0,1,1,0,,0,0,0,0.0,0.045,0.045,,
5,Tristen Nielsen,COL,25,F,56,23,15,38,46,9.0,6,1,4,0.411,0.268,0.679,132.0,17.4%
6,Tye Felhaber,COL,27,F,52,14,14,28,32,11.0,1,3,5,0.269,0.269,0.538,154.0,9.1%
19,Valtteri Puustinen,COL,26,F,19,5,6,11,10,-2.0,3,0,0,0.263,0.316,0.579,34.0,14.7%
8,Wyatt Aamodt,COL,28,D,58,4,19,23,34,26.0,0,0,0,0.069,0.328,0.397,89.0,4.5%
27,Zakhar Bardakov,COL,24,F,1,1,0,1,0,1.0,0,0,0,1.0,0.0,1.0,3.0,33.3%
