Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
28,Alex Stalock,SD,36,G,15,0,1,1,2,,0,0,0,0.0,0.067,0.067,,
1,Andrew Agozzino,SD,32,F,72,26,38,64,44,4.0,13,0,4,0.361,0.528,0.889,182.0,14.3%
22,Andrew Lucas,SD,24,D,6,0,3,3,0,-2.0,0,0,0,0.0,0.5,0.5,8.0,0.0%
24,Anthony Costantini,SD,21,D,8,0,2,2,0,-1.0,0,0,0,0.0,0.25,0.25,4.0,0.0%
8,Ben King,SD,21,F,61,15,15,30,20,-5.0,3,0,1,0.246,0.246,0.492,81.0,18.5%
25,Blake McLaughlin,SD,23,F,29,0,2,2,15,-6.0,0,0,0,0.0,0.069,0.069,18.0,0.0%
11,Brayden Tracey,SD,22,F,55,9,16,25,32,1.0,2,0,2,0.164,0.291,0.455,64.0,14.1%
36,Calle Clang,SD,21,G,32,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
3,Chase de Leo,SD,28,F,52,15,33,48,16,-11.0,4,0,2,0.288,0.635,0.923,116.0,12.9%
18,Colton White,SD,26,D,53,1,7,8,28,-17.0,0,0,1,0.019,0.132,0.151,53.0,1.9%
15,Drew Helleson,SD,22,D,59,4,14,18,44,-7.0,0,0,0,0.068,0.237,0.305,77.0,5.2%
32,Eddie Matsushima,SD,29,F,2,0,0,0,0,-1.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
2,Glenn Gawdin,SD,26,F,70,22,33,55,53,-11.0,7,2,3,0.314,0.471,0.786,174.0,12.6%
14,Jacob Perreault,SD,21,F,31,7,11,18,44,-3.0,1,0,0,0.226,0.355,0.581,48.0,14.6%
27,Jan Mysak,SD,21,F,14,1,0,1,4,-6.0,0,0,0,0.071,0.0,0.071,18.0,5.6%
20,Jaxsen Wiebe,SD,21,F,24,4,1,5,24,-1.0,0,0,0,0.167,0.042,0.208,14.0,28.6%
12,Josh Lopina,SD,22,F,69,14,9,23,25,-16.0,4,0,0,0.203,0.13,0.333,82.0,17.1%
9,Judd Caulfield,SD,22,F,61,10,16,26,20,1.0,0,2,0,0.164,0.262,0.426,59.0,17.0%
26,Konnor Smith,SD,19,D,6,1,0,1,10,-6.0,0,0,0,0.167,0.0,0.167,4.0,25.0%
33,Kyle Crnkovic,SD,21,F,6,0,0,0,2,-1.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
29,Luka Profaca,SD,21,D,27,0,1,1,16,3.0,0,0,0,0.0,0.037,0.037,16.0,0.0%
31,Michal Stinil,SD,24,F,2,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
10,Nathan Gaucher,SD,20,F,72,10,15,25,68,1.0,0,0,0,0.139,0.208,0.347,83.0,12.1%
19,Nick Wolff,SD,27,D,46,0,8,8,80,-4.0,0,0,0,0.0,0.174,0.174,32.0,0.0%
34,Nico Myatovic,SD,19,F,12,0,0,0,2,-8.0,0,0,0,0.0,0.0,0.0,9.0,0.0%
5,Nikita Nesterenko,SD,22,F,70,16,21,37,38,6.0,2,0,0,0.229,0.3,0.529,123.0,13.0%
6,Olen Zellweger,SD,20,D,44,12,25,37,16,-1.0,6,0,1,0.273,0.568,0.841,129.0,9.3%
7,Pavol Regenda,SD,24,F,54,19,15,34,57,2.0,5,2,2,0.352,0.278,0.63,135.0,14.1%
16,Robert H�gg,SD,28,D,47,3,9,12,38,7.0,0,0,2,0.064,0.191,0.255,64.0,4.7%
21,Sam Colangelo,SD,22,F,4,1,3,4,0,0.0,0,0,0,0.25,0.75,1.0,15.0,6.7%
13,Sasha Pastujov,SD,20,F,46,10,13,23,14,-6.0,2,0,2,0.217,0.283,0.5,73.0,13.7%
35,Tomas Suchanek,SD,20,G,29,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
30,Travis Howe,SD,29,D,44,0,1,1,87,-11.0,0,0,0,0.0,0.023,0.023,12.0,0.0%
4,Trevor Carrick,SD,29,D,72,9,35,44,64,-9.0,3,0,1,0.125,0.486,0.611,166.0,5.4%
23,Tristan Luneau,SD,19,D,6,0,2,2,2,0.0,0,0,0,0.0,0.333,0.333,12.0,0.0%
17,Tyson Hinds,SD,20,D,71,2,8,10,42,-8.0,0,0,0,0.028,0.113,0.141,55.0,3.6%
