Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
3,Alexander Steeves,TOR,24,F,65,27,30,57,26,0.0,5,0,3,0.415,0.462,0.877,199.0,13.6%
27,Bobby McMann,TOR,27,F,6,2,1,3,6,-3.0,1,0,0,0.333,0.167,0.5,18.0,11.1%
23,Cameron Gaunce,TOR,33,D,40,1,7,8,44,-1.0,0,0,0,0.025,0.175,0.2,42.0,2.4%
42,Chas Sharpe,TOR,20,D,1,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0%
47,David Farrance,TOR,24,D,3,0,0,0,0,-4.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
36,Dennis Hildeby,TOR,22,G,41,0,1,1,2,,0,0,0,0.0,0.024,0.024,,
20,Dmitri Ovchinnikov,TOR,21,F,21,7,3,10,4,-2.0,3,0,0,0.333,0.143,0.476,19.0,36.8%
7,Dylan Gambrell,TOR,27,F,66,14,22,36,16,-5.0,4,0,0,0.212,0.333,0.545,121.0,11.6%
26,Grant Cruikshank,TOR,25,F,19,1,3,4,4,1.0,0,0,0,0.053,0.158,0.211,30.0,3.3%
30,Isaac Johnson,TOR,24,F,8,1,1,2,2,-2.0,0,0,0,0.125,0.125,0.25,14.0,7.1%
40,Jackson Berezowski,TOR,21,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
33,Jake Quillan,TOR,21,F,7,0,1,1,2,-6.0,0,0,0,0.0,0.143,0.143,14.0,0.0%
28,Jonny Tychonick,TOR,23,D,4,1,2,3,0,1.0,0,0,0,0.25,0.5,0.75,7.0,14.3%
1,Joseph Blandisi,TOR,29,F,70,25,34,59,110,17.0,7,0,3,0.357,0.486,0.843,138.0,18.1%
37,Joseph Woll,TOR,25,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
12,Josiah Slavin,TOR,25,F,70,10,14,24,45,4.0,1,1,0,0.143,0.2,0.343,67.0,14.9%
32,Keenan Suthers,TOR,25,F,6,0,1,1,2,0.0,0,0,0,0.0,0.167,0.167,5.0,0.0%
35,Keith Petruzzelli,TOR,24,G,17,0,1,1,0,,0,0,0,0.0,0.059,0.059,,
5,Kieffer Bellows,TOR,25,F,52,27,22,49,40,13.0,1,0,2,0.519,0.423,0.942,187.0,14.4%
9,Kyle Clifford,TOR,32,F,53,10,18,28,140,7.0,1,0,0,0.189,0.34,0.528,96.0,10.4%
2,Logan Shaw,TOR,31,F,68,30,28,58,28,8.0,8,1,5,0.441,0.412,0.853,189.0,15.9%
49,Luke Cavallin,TOR,22,G,9,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
15,Marshall Rifai,TOR,25,D,57,2,17,19,71,14.0,0,0,1,0.035,0.298,0.333,69.0,2.9%
48,Martin Jones,TOR,33,G,5,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
29,Matt Anderson,TOR,24,D,3,0,3,3,0,3.0,0,0,0,0.0,1.0,1.0,2.0,0.0%
34,Matt Barbolini,TOR,23,F,9,0,1,1,2,-4.0,0,0,0,0.0,0.111,0.111,6.0,0.0%
46,Matt Murray,TOR,29,G,3,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
22,Matteo Pietroniro,TOR,25,D,40,2,7,9,66,4.0,0,0,0,0.05,0.175,0.225,37.0,5.4%
17,Max Ellis,TOR,23,F,36,4,10,14,16,-2.0,1,0,0,0.111,0.278,0.389,58.0,6.9%
13,Maxime Lajoie,TOR,26,D,51,4,20,24,31,2.0,0,0,1,0.078,0.392,0.471,87.0,4.6%
14,Mikko Kokkonen,TOR,22,D,65,5,14,19,28,9.0,0,0,0,0.077,0.215,0.292,94.0,5.3%
38,Neil Shea,TOR,24,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2.0,0.0%
4,Nick Abruzzese,TOR,24,F,71,16,36,52,24,7.0,6,0,4,0.225,0.507,0.732,132.0,12.1%
19,Nick Robertson,TOR,22,F,9,5,6,11,0,-1.0,1,0,1,0.556,0.667,1.222,37.0,13.5%
44,Noah Chadwick,TOR,18,D,1,0,0,0,2,-2.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
41,Nolan Dillingham,TOR,21,D,1,0,0,0,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
21,Pontus Holmberg,TOR,24,F,11,6,4,10,4,0.0,2,0,1,0.545,0.364,0.909,27.0,22.2%
16,Robert Mastrosimone,TOR,22,F,45,4,11,15,41,2.0,0,0,0,0.089,0.244,0.333,80.0,5.0%
18,Roni Hirvonen,TOR,21,F,37,7,6,13,8,-5.0,4,0,0,0.189,0.162,0.351,58.0,12.1%
8,Ryan Tverberg,TOR,21,F,46,9,23,32,18,6.0,6,0,2,0.196,0.5,0.696,64.0,14.1%
39,Sam Stevens,TOR,23,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
45,Simon Benoit,TOR,25,D,2,0,0,0,0,-2.0,0,0,0,0.0,0.0,0.0,6.0,0.0%
24,Tate Singleton,TOR,25,F,12,1,5,6,23,5.0,0,0,0,0.083,0.417,0.5,18.0,5.6%
25,Tommy Miller,TOR,24,D,44,1,4,5,12,18.0,0,0,0,0.023,0.091,0.114,45.0,2.2%
6,Topi Niemel�,TOR,21,D,68,8,31,39,43,3.0,1,0,2,0.118,0.456,0.574,90.0,8.9%
43,Ty Voit,TOR,20,F,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
31,William Lagesson,TOR,27,D,5,0,1,1,0,-2.0,0,0,0,0.0,0.2,0.2,4.0,0.0%
11,William Villeneuve,TOR,21,D,54,2,23,25,43,3.0,0,0,1,0.037,0.426,0.463,54.0,3.7%
10,Zach Solow,TOR,25,F,66,11,15,26,132,0.0,1,0,2,0.167,0.227,0.394,88.0,12.5%
