Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Leyshon,Calgary Roughnecks,G,14,0,1,1,0,0,0,0,12,0,0,0,0,0/0,-
Andrew McBride,Calgary Roughnecks,D,16,1,5,6,22,0,0,0,48,0,0,0,0,0/0,-
Andy Ogilvie,Calgary Roughnecks,D,8,0,5,5,25,0,0,0,40,0,0,0,0,0/0,-
Callum Crawford,Calgary Roughnecks,F,5,4,4,8,2,0,0,0,13,0,0,0,0,0/0,-
Craig Gelsvik,Calgary Roughnecks,D,13,0,4,4,14,0,0,0,56,0,0,0,0,0/0,-
Curtis Palidwor,Calgary Roughnecks,G,16,0,4,4,0,0,0,0,28,0,0,0,0,0/0,-
Devan Wray,Calgary Roughnecks,D,16,1,6,7,12,0,0,0,86,0,0,0,0,239/408,59%
Grant Hamilton,Calgary Roughnecks,D,14,4,10,14,12,0,0,0,74,0,0,0,0,0/0,-
Jason Wulder,Calgary Roughnecks,F,16,24,24,48,13,0,0,0,87,0,0,0,0,0/0,-
Jeff Moleski,Calgary Roughnecks,D,16,3,6,9,22,0,0,0,93,0,0,0,0,0/0,-
Jeremy Cheyne,Calgary Roughnecks,F,1,2,0,2,0,0,0,0,5,0,0,0,0,0/0,-
Jesse Phillips,Calgary Roughnecks,D,8,2,5,7,16,0,0,0,33,0,0,0,0,0/0,-
Kaleb Toth,Calgary Roughnecks,F,16,22,33,55,27,0,0,0,69,0,0,0,0,0/0,-
Kevin Dostie,Calgary Roughnecks,F,14,18,20,38,13,0,0,0,72,0,0,0,0,2/8,25%
Kyle Goundrey,Calgary Roughnecks,F,16,14,34,48,6,0,0,0,59,0,0,0,0,0/0,-
Lewis Ratcliff,Calgary Roughnecks,F,16,37,54,91,4,0,0,0,94,0,0,0,0,0/0,-
Matt Green,Calgary Roughnecks,F,2,0,2,2,5,0,0,0,5,0,0,0,0,0/0,-
Rob Kirkby,Calgary Roughnecks,D,13,1,2,3,40,0,0,0,52,0,0,0,0,1/4,25%
Ryan Avery,Calgary Roughnecks,G,8,0,1,1,0,0,0,0,0,0,0,0,0,0/0,-
Ryan McNish,Calgary Roughnecks,D,15,3,5,8,40,0,0,0,34,0,0,0,0,0/0,-
Taylor Wray,Calgary Roughnecks,D,14,6,16,22,33,0,0,0,102,0,0,0,0,0/0,-
Tracey Kelusky,Calgary Roughnecks,F,16,35,34,69,17,0,0,0,75,0,0,0,0,0/0,-
Travis Gillespie,Calgary Roughnecks,D,9,4,7,11,13,0,0,0,48,0,0,0,0,0/0,-
