Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Biers,Minnesota Swarm,F,12,4,8,12,6,0,0,0,50,0,0,0,0,14/25,56%
Brock Boyle,Minnesota Swarm,D,16,13,11,24,23,0,0,0,48,0,0,0,0,0/0,-
Chad Culp,Minnesota Swarm,F,15,20,35,55,25,0,0,0,69,0,0,0,0,0/0,-
D'Arcy Berthiaume,Minnesota Swarm,F,8,4,10,14,12,0,0,0,52,0,0,0,0,49/129,38%
Darryl Gibson,Minnesota Swarm,F,12,0,4,4,16,0,0,0,52,0,0,0,0,0/0,-
Dean Hill,Minnesota Swarm,F,2,6,1,7,0,0,0,0,5,0,0,0,0,0/0,-
Eric Pacey,Minnesota Swarm,D,13,2,3,5,20,0,0,0,45,0,0,0,0,0/0,-
Jamie Taylor,Minnesota Swarm,F,15,8,24,32,12,0,0,0,26,0,0,0,0,0/1,-
Jon Sullivan,Minnesota Swarm,D,16,2,5,7,16,0,0,0,61,0,0,0,0,0/0,-
Kasey Beirnes,Minnesota Swarm,F,15,24,28,52,12,0,0,0,60,0,0,0,0,0/0,-
Kelly Hall,Minnesota Swarm,F,8,16,9,25,16,0,0,0,21,0,0,0,0,0/0,-
Mark Miyashita,Minnesota Swarm,D,10,4,10,14,4,0,0,0,87,0,0,0,0,80/183,44%
Matt Disher,Minnesota Swarm,G,16,0,4,4,0,0,0,0,5,0,0,0,0,0/0,-
Mike Kilby,Minnesota Swarm,D,15,2,2,4,18,0,0,0,45,0,0,0,0,0/0,-
Nick Patterson,Minnesota Swarm,G,16,0,5,5,0,0,0,0,9,0,0,0,0,0/0,-
Noah Talbot,Minnesota Swarm,F,15,0,8,8,0,0,0,0,78,0,0,0,0,0/0,-
Nolan Heavenor,Minnesota Swarm,D,5,3,1,4,2,0,0,0,14,0,0,0,0,4/16,25%
Riley Kemp,Minnesota Swarm,D,16,3,7,10,17,0,0,0,70,0,0,0,0,0/0,-
Rory McDade,Minnesota Swarm,F,5,1,4,5,0,0,0,0,5,0,0,0,0,0/0,-
Ryan Cousins,Minnesota Swarm,D,14,2,6,8,22,0,0,0,65,0,0,0,0,2/5,40%
Ryan Ward,Minnesota Swarm,F,16,19,47,66,16,0,0,0,37,0,0,0,0,0/1,-
Sean Pollock,Minnesota Swarm,F,15,16,24,40,20,0,0,0,62,0,0,0,0,0/0,-
Shawn Summerfield,Minnesota Swarm,D,6,0,1,1,10,0,0,0,3,0,0,0,0,0/0,-
Spencer Martin,Minnesota Swarm,F,13,8,7,15,13,0,0,0,32,0,0,0,0,0/0,-
Tony Henderson,Minnesota Swarm,F,5,3,3,6,4,0,0,0,15,0,0,0,0,0/0,-
Travis Hill,Minnesota Swarm,F,3,0,0,0,7,0,0,0,6,0,0,0,0,7/14,50%
