Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Wilson,Toronto Rock,F,16,39,21,60,15,0,0,0,98,0,0,0,0,0/0,-
Blaine Manning,Toronto Rock,F,16,28,52,80,19,0,0,0,79,0,0,0,0,0/1,-
Bob Watson,Toronto Rock,G,16,0,1,1,0,0,0,0,17,0,0,0,0,0/0,-
Brad MacDonald,Toronto Rock,D,13,0,5,5,27,0,0,0,31,0,0,0,0,0/0,-
Brian Beisel,Toronto Rock,D,15,3,12,15,6,0,0,0,64,0,0,0,0,0/0,-
Chris Driscoll,Toronto Rock,F,13,5,10,15,10,0,0,0,40,0,0,0,0,0/0,-
Colin Doyle,Toronto Rock,F,16,43,53,96,4,0,0,0,67,0,0,0,0,0/0,-
Dan Ladouceur,Toronto Rock,D,14,0,0,0,45,0,0,0,13,0,0,0,0,0/0,-
Derek Suddons,Toronto Rock,D,16,0,10,10,10,0,0,0,84,0,0,0,0,0/0,-
Ian Rubel,Toronto Rock,D,12,0,2,2,12,0,0,0,21,0,0,0,0,0/0,-
Jason Henhawk,Toronto Rock,,1,0,0,0,2,0,0,0,4,0,0,0,0,0/0,-
Jim Veltman,Toronto Rock,F,16,6,36,42,32,0,0,0,226,0,0,0,0,0/0,-
JJ Dickie,Toronto Rock,F,5,0,0,0,18,0,0,0,29,0,0,0,0,0/0,-
Josh Sanderson,Toronto Rock,F,16,29,69,98,6,0,0,0,92,0,0,0,0,0/1,-
Matt Shearer,Toronto Rock,F,9,11,10,21,0,0,0,0,24,0,0,0,0,0/0,-
Matt Taylor,Toronto Rock,F,2,1,3,4,2,0,0,0,3,0,0,0,0,0/0,-
Patrick Merrill,Toronto Rock,D,16,2,9,11,45,0,0,0,93,0,0,0,0,179/364,49%
Phil Sanderson,Toronto Rock,D,16,4,8,12,14,0,0,0,113,0,0,0,0,21/49,43%
Phil Wetherup,Toronto Rock,G,16,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Rob Marshall,Toronto Rock,D,7,0,0,0,6,0,0,0,30,0,0,0,0,0/0,-
Rusty Kruger,Toronto Rock,F,11,7,13,20,28,0,0,0,38,0,0,0,0,0/0,-
Scott Campbell,Toronto Rock,D,10,1,0,1,24,0,0,0,13,0,0,0,0,0/0,-
Stephen Evans,Toronto Rock,F,5,2,4,6,11,0,0,0,22,0,0,0,0,0/0,-
Tim O'Brien,Toronto Rock,D,5,0,0,0,20,0,0,0,4,0,0,0,0,0/0,-
