Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Turner,Edmonton Rush,D,16,1,5,6,32,0,0,0,95,0,0,0,0,0/0,-
Brad Dairon,Edmonton Rush,F,16,15,21,36,21,0,0,0,62,0,0,0,0,113/233,48%
Buck Stobart,Edmonton Rush,D,11,1,4,5,12,0,0,0,16,0,0,0,0,6/14,43%
Cam Bergman,Edmonton Rush,D,11,4,14,18,4,0,0,0,86,0,0,0,0,0/0,-
Chris McElroy,Edmonton Rush,D,14,3,9,12,29,0,0,0,48,0,0,0,0,0/0,-
Chris Stachniak,Edmonton Rush,D,11,2,1,3,26,0,0,0,54,0,0,0,0,0/14,-
Colin Sherbanuk,Edmonton Rush,F,6,4,6,10,2,0,0,0,7,0,0,0,0,0/0,-
Darren Hillier,Edmonton Rush,F,14,5,4,9,8,0,0,0,37,0,0,0,0,0/0,-
Dwight Maetche,Edmonton Rush,G,14,0,2,2,4,0,0,0,29,0,0,0,0,0/0,-
Greg Whitenect,Edmonton Rush,,1,0,0,0,2,0,0,0,1,0,0,0,0,0/0,-
Jamey Bowen,Edmonton Rush,F,14,19,24,43,6,0,0,0,44,0,0,0,0,0/0,-
Jason Clark,Edmonton Rush,F,10,7,20,27,2,0,0,0,26,0,0,0,0,0/0,-
Jim Quinlan,Edmonton Rush,F,16,20,19,39,22,0,0,0,86,0,0,0,0,0/0,-
Jordan Cornfield,Edmonton Rush,F,6,2,1,3,2,0,0,0,15,0,0,0,0,0/0,-
Jordan Sundher,Edmonton Rush,D,5,1,0,1,8,0,0,0,12,0,0,0,0,42/90,47%
Kerry Susheski,Edmonton Rush,F,15,11,17,28,25,0,0,0,56,0,0,0,0,0/0,-
Kevin Howard,Edmonton Rush,F,16,21,19,40,15,0,0,0,52,0,0,0,0,0/0,-
Mat Giles,Edmonton Rush,F,15,9,15,24,33,0,0,0,53,0,0,0,0,6/17,35%
Pat Campbell,Edmonton Rush,G,16,0,12,12,2,0,0,0,36,0,0,0,0,0/0,-
Peter Gut,Edmonton Rush,D,4,1,1,2,2,0,0,0,14,0,0,0,0,0/0,-
Randy Daly,Edmonton Rush,F,12,11,13,24,4,0,0,0,51,0,0,0,0,0/0,-
Rob Williams,Edmonton Rush,D,8,0,2,2,6,0,0,0,24,0,0,0,0,40/76,53%
Rory Glaves,Edmonton Rush,D,14,1,3,4,8,0,0,0,49,0,0,0,0,0/0,-
Teddy Jenner,Edmonton Rush,D,15,2,5,7,17,0,0,0,44,0,0,0,0,0/0,-
Trent Smalley,Edmonton Rush,F,10,5,1,6,54,0,0,0,13,0,0,0,0,0/0,-
Tyler Heavenor,Edmonton Rush,F,8,6,8,14,0,0,0,0,24,0,0,0,0,0/0,-
