Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Martin,San Jose Stealth,D,1,0,0,0,4,0,0,0,1,0,0,0,0,0/0,-
Anthony Cosmo,San Jose Stealth,G,14,0,4,4,4,0,0,0,27,0,0,0,0,0/0,-
Brandon Miller,San Jose Stealth,G,14,0,0,0,0,0,0,0,9,0,0,0,0,0/0,-
Cam Sedgwick,San Jose Stealth,F,16,13,23,36,14,0,0,0,50,0,0,0,0,0/0,-
Cam Woods,San Jose Stealth,D,16,2,10,12,20,0,0,0,94,0,0,0,0,0/0,-
Chad Thompson,San Jose Stealth,D,15,7,10,17,4,0,0,0,50,0,0,0,0,0/0,-
Curtis Hodgson,San Jose Stealth,F,16,3,5,8,0,0,0,0,68,0,0,0,0,0/0,-
Darren Reisig,San Jose Stealth,D,16,5,5,10,12,0,0,0,47,0,0,0,0,135/258,52%
Derek Malawsky,San Jose Stealth,F,16,20,30,50,28,0,0,0,73,0,0,0,0,0/2,-
Eric Martin,San Jose Stealth,D,15,1,11,12,37,0,0,0,112,0,0,0,0,0/0,-
Gary Rosyski,San Jose Stealth,F,15,14,29,43,15,0,0,0,48,0,0,0,0,0/0,-
Ian Hawksbee,San Jose Stealth,D,16,3,5,8,22,0,0,0,93,0,0,0,0,0/0,-
Jarett Park,San Jose Stealth,D,10,6,6,12,2,0,0,0,41,0,0,0,0,0/0,-
Jeff Zywicki,San Jose Stealth,F,16,27,21,48,4,0,0,0,77,0,0,0,0,0/0,-
Jim Moss,San Jose Stealth,D,12,1,1,2,35,0,0,0,57,0,0,0,0,0/0,-
Kevin Fines,San Jose Stealth,F,15,15,12,27,19,0,0,0,31,0,0,0,0,22/56,39%
Kyle Neufeld,San Jose Stealth,F,5,1,0,1,2,0,0,0,15,0,0,0,0,0/0,-
Luke Wiles,San Jose Stealth,F,17,23,26,49,15,0,0,0,68,0,0,0,0,0/0,-
Matt Alrich,San Jose Stealth,F,10,3,4,7,4,0,0,0,21,0,0,0,0,0/0,-
Matt Vinc,San Jose Stealth,G,4,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
Ryan Boyle,San Jose Stealth,F,16,16,28,44,4,0,0,0,46,0,0,0,0,0/0,-
Shaydon Santos,San Jose Stealth,D,16,1,2,3,34,0,0,0,45,0,0,0,0,34/73,47%
Tony Frick,San Jose Stealth,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
