Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Guindon,Philadelphia Wings,,13,5,9,14,38,0,0,0,62,0,0,0,0,0/0,-
Andrew Martin,Philadelphia Wings,,16,1,6,7,31,0,0,0,109,0,0,0,0,0/0,-
Andrew Wasik,Philadelphia Wings,,1,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
Brian Tower,Philadelphia Wings,,8,8,3,11,7,0,0,0,28,0,0,0,0,0/0,-
Bryan Barrett,Philadelphia Wings,,13,1,2,3,34,0,0,0,27,0,0,0,0,0/0,-
Dallas Eliuk,Philadelphia Wings,G,16,0,9,9,4,0,0,0,128,0,0,0,0,0/0,-
Drew Candy,Philadelphia Wings,,12,1,3,4,49,0,0,0,40,0,0,0,0,0/0,-
Hugh Donovan,Philadelphia Wings,,15,0,2,2,36,0,0,0,48,0,0,0,0,0/1,-
Jeff Ratcliffe,Philadelphia Wings,,16,35,32,67,22,0,0,0,66,0,0,0,0,0/0,-
Jeff Spano,Philadelphia Wings,,16,8,20,28,19,0,0,0,124,0,0,0,0,0/0,-
Keith Cromwell,Philadelphia Wings,,16,23,34,57,2,0,0,0,31,0,0,0,0,0/1,-
Matt Striebel,Philadelphia Wings,,4,0,0,0,2,0,0,0,4,0,0,0,0,0/0,-
Nick Schroeder,Philadelphia Wings,G,15,0,0,0,0,0,0,0,9,0,0,0,0,0/0,-
Paul Cantabene,Philadelphia Wings,,12,16,23,39,23,0,0,0,111,0,0,0,0,133/235,57%
Peter Jacobs,Philadelphia Wings,,12,1,1,2,4,0,0,0,81,0,0,0,0,121/222,55%
Richard Brzeski,Philadelphia Wings,,15,1,0,1,30,0,0,0,24,0,0,0,0,1/2,50%
Ryan Traynor,Philadelphia Wings,,13,7,8,15,17,0,0,0,38,0,0,0,0,4/13,31%
Tom Marechek,Philadelphia Wings,,15,42,45,87,8,0,0,0,58,0,0,0,0,1/1,100%
Tom Ryan,Philadelphia Wings,,8,7,7,14,2,0,0,0,35,0,0,0,0,0/0,-
Tom Slate,Philadelphia Wings,,7,0,3,3,0,0,0,0,11,0,0,0,0,0/0,-
Tony Henderson,Philadelphia Wings,,16,31,20,51,42,0,0,0,67,0,0,0,0,0/0,-
Zach Burke,Philadelphia Wings,,3,0,0,0,4,0,0,0,8,0,0,0,0,0/0,-
