Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bill Santamaria,New Jersey Storm,,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Billy LeFeuvre,New Jersey Storm,,3,1,2,3,4,0,0,0,13,0,0,0,0,4/14,29%
Blake Miller,New Jersey Storm,,14,13,4,17,18,0,0,0,93,0,0,0,0,0/1,-
Bobby Horsey,New Jersey Storm,,13,9,5,14,6,0,0,0,43,0,0,0,0,0/1,-
Brian O'Keefe,New Jersey Storm,,5,3,4,7,0,0,0,0,22,0,0,0,0,0/0,-
Bryan Bendig,New Jersey Storm,,14,21,27,48,21,0,0,0,69,0,0,0,0,0/0,-
Cam Bomberry,New Jersey Storm,,13,14,16,30,4,0,0,0,50,0,0,0,0,0/0,-
Chris Sanderson,New Jersey Storm,G,5,0,1,1,0,0,0,0,7,0,0,0,0,0/0,-
Cory Leigh,New Jersey Storm,,13,3,8,11,8,0,0,0,72,0,0,0,0,0/0,-
Dallas Squire,New Jersey Storm,,4,2,0,2,2,0,0,0,6,0,0,0,0,0/0,-
Dan Chemotti,New Jersey Storm,,7,6,5,11,2,0,0,0,39,0,0,0,0,0/0,-
Dan Leidl,New Jersey Storm,,8,0,1,1,8,0,0,0,25,0,0,0,0,0/0,-
Derek General,New Jersey Storm,G,16,0,6,6,4,0,0,0,108,0,0,0,0,0/0,-
Don Little,New Jersey Storm,,3,1,2,3,0,0,0,0,9,0,0,0,0,0/0,-
Doug Noganosh,New Jersey Storm,,9,2,1,3,36,0,0,0,30,0,0,0,0,1/3,33%
Ginny Capicchioni,New Jersey Storm,G,3,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Gordon Purdie,New Jersey Storm,,16,1,3,4,2,0,0,0,104,0,0,0,0,233/445,52%
Hanley Holcomb,New Jersey Storm,,3,1,1,2,0,0,0,0,7,0,0,0,0,0/0,-
Marc Morley,New Jersey Storm,,11,20,9,29,4,0,0,0,35,0,0,0,0,0/0,-
Matt Roik,New Jersey Storm,G,8,0,3,3,4,0,0,0,48,0,0,0,0,0/0,-
Mike Benedict,New Jersey Storm,,6,5,13,18,2,0,0,0,10,0,0,0,0,0/0,-
Mike Ladouceur,New Jersey Storm,,11,14,9,23,20,0,0,0,42,0,0,0,0,0/0,-
Mike Laurano,New Jersey Storm,,14,1,1,2,22,0,0,0,30,0,0,0,0,0/1,-
Mike McGovern,New Jersey Storm,,2,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Neal Powless,New Jersey Storm,,5,7,4,11,2,0,0,0,17,0,0,0,0,0/0,-
Paul Talmo,New Jersey Storm,,13,1,3,4,18,0,0,0,75,0,0,0,0,0/1,-
Roy Colsey,New Jersey Storm,,16,34,30,64,13,0,0,0,71,0,0,0,0,1/1,100%
Scott Stewart,New Jersey Storm,,15,29,19,48,0,0,0,0,96,0,0,0,0,3/7,43%
Shawn Nadelen,New Jersey Storm,,12,2,7,9,8,0,0,0,67,0,0,0,0,0/0,-
Spencer Wright,New Jersey Storm,,3,1,0,1,7,0,0,0,13,0,0,0,0,0/0,-
Steve Sombrotto,New Jersey Storm,,16,12,10,22,8,0,0,0,81,0,0,0,0,0/0,-
Tim Bomberry,New Jersey Storm,,6,0,0,0,16,0,0,0,5,0,0,0,0,0/0,-
