Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Barrett Church,Columbus Landsharks,,2,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Bill Greer,Columbus Landsharks,,16,10,14,24,35,0,0,0,174,0,0,0,0,2/2,100%
Dan Dawson,Columbus Landsharks,,16,28,24,52,12,0,0,0,55,0,0,0,0,0/0,-
David Robinson,Columbus Landsharks,,1,0,0,0,2,0,0,0,1,0,0,0,0,0/0,-
Derek Suddons,Columbus Landsharks,,16,2,3,5,11,0,0,0,87,0,0,0,0,0/0,-
Gewas Schindler,Columbus Landsharks,,13,16,23,39,8,0,0,0,38,0,0,0,0,0/0,-
Greg Judge,Columbus Landsharks,,16,2,0,2,4,0,0,0,45,0,0,0,0,18/43,42%
Jamie Taylor,Columbus Landsharks,,14,16,12,28,22,0,0,0,44,0,0,0,0,0/0,-
Jon Harasym,Columbus Landsharks,,15,13,14,27,40,0,0,0,50,0,0,0,0,0/0,-
Kasey Beirnes,Columbus Landsharks,,16,25,35,60,6,0,0,0,75,0,0,0,0,0/0,-
Ken Montour,Columbus Landsharks,G,16,0,0,0,0,0,0,0,31,0,0,0,0,0/0,-
Kyle Arbuckle,Columbus Landsharks,,14,19,26,45,6,0,0,0,44,0,0,0,0,0/0,-
Kyle Jamieson,Columbus Landsharks,,5,0,1,1,0,0,0,0,22,0,0,0,0,0/0,-
Mike Miron,Columbus Landsharks,G,16,0,3,3,12,0,0,0,95,0,0,0,0,0/0,-
Pat Maddalena,Columbus Landsharks,,16,40,31,71,6,0,0,0,93,0,0,0,0,1/1,100%
Peter Lough,Columbus Landsharks,,16,4,11,15,23,0,0,0,133,0,0,0,0,26/57,46%
Rodney Tapp,Columbus Landsharks,,11,0,5,5,6,0,0,0,40,0,0,0,0,168/297,57%
Ryan Cousins,Columbus Landsharks,,12,0,2,2,13,0,0,0,27,0,0,0,0,0/0,-
Spencer Martin,Columbus Landsharks,,6,1,4,5,6,0,0,0,19,0,0,0,0,0/0,-
Travis Gillespie,Columbus Landsharks,,16,4,8,12,14,0,0,0,131,0,0,0,0,0/0,-
Troy Bonterre,Columbus Landsharks,,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tyler Francey,Columbus Landsharks,,12,4,5,9,33,0,0,0,67,0,0,0,0,0/0,-
Wes Suddons,Columbus Landsharks,,7,0,0,0,2,0,0,0,7,0,0,0,0,0/0,-
