Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brandon Miller,Albany Attack,G,15,0,2,2,2,0,0,0,30,0,0,0,0,0/0,-
Brian Beisel,Albany Attack,,16,6,13,19,11,0,0,0,68,0,0,0,0,0/0,-
Brock Boyle,Albany Attack,,1,0,0,0,14,0,0,0,0,0,0,0,0,0/0,-
Brock Robertson,Albany Attack,,9,1,0,1,20,0,0,0,14,0,0,0,0,0/0,-
Bryan Kazarian,Albany Attack,,5,2,4,6,0,0,0,0,16,0,0,0,0,0/0,-
Cam Woods,Albany Attack,,16,4,10,14,26,0,0,0,119,0,0,0,0,0/0,-
Chris Parkin,Albany Attack,,7,6,10,16,7,0,0,0,18,0,0,0,0,0/0,-
Chris White,Albany Attack,,13,1,1,2,18,0,0,0,27,0,0,0,0,0/1,-
Dan Teat,Albany Attack,,16,29,19,48,16,0,0,0,43,0,0,0,0,0/0,-
Gary Rosyski,Albany Attack,,16,36,38,74,49,0,0,0,84,0,0,0,0,0/0,-
Jamie Grimoldby,Albany Attack,,6,2,5,7,0,0,0,0,22,0,0,0,0,0/0,-
Jason Henhawk,Albany Attack,,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Jim Moss,Albany Attack,,16,11,5,16,42,0,0,0,113,0,0,0,0,67/137,49%
Josh Coffman,Albany Attack,,2,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Josh Sanderson,Albany Attack,,15,25,51,76,7,0,0,0,61,0,0,0,0,1/1,100%
Mark Cochrane,Albany Attack,,16,1,12,13,8,0,0,0,62,0,0,0,0,0/1,-
Mike Regan,Albany Attack,,16,33,10,43,22,0,0,0,50,0,0,0,0,0/0,-
Nick Trudeau,Albany Attack,,15,16,31,47,27,0,0,0,49,0,0,0,0,0/1,-
Phil Sanderson,Albany Attack,,16,4,14,18,48,0,0,0,97,0,0,0,0,11/39,28%
Rob Blasdell,Albany Attack,G,16,1,10,11,7,0,0,0,107,0,0,0,0,0/0,-
Rusty Kruger,Albany Attack,,15,24,14,38,29,0,0,0,65,0,0,0,0,0/0,-
Ryan Sanderson,Albany Attack,,9,2,0,2,6,0,0,0,14,0,0,0,0,0/8,-
Scott MacDonnell,Albany Attack,,4,0,0,0,2,0,0,0,15,0,0,0,0,0/0,-
Shaydon Santos,Albany Attack,,16,5,8,13,33,0,0,0,86,0,0,0,0,124/250,50%
Tim O'Brien,Albany Attack,,3,0,0,0,11,0,0,0,1,0,0,0,0,0/0,-
