Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Staats,San Diego Seals,F,15,37,42,79,35,0,0,0,53,30,4,0,0,0/0,-
Brandon Clelland,San Diego Seals,T,11,0,0,0,11,0,0,0,22,4,7,0,0,110/238,46%
Brett Hickey,San Diego Seals,F,19,23,27,50,24,0,0,0,60,37,2,1,0,0/0,-
Brodie Merrill,San Diego Seals,D,17,3,7,10,23,0,0,0,134,7,21,9,0,0/0,-
Cam Holding,San Diego Seals,D,16,4,11,15,2,0,0,0,119,10,11,10,0,0/0,-
Casey Jackson,San Diego Seals,F,10,22,11,33,9,0,0,0,28,9,2,0,0,0/0,-
Christopher Origlieri,San Diego Seals,G,17,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Dane Dobbie,San Diego Seals,F,16,34,40,74,4,0,0,0,44,39,1,0,0,0/0,-
Devyn Mayea,San Diego Seals,D,3,0,0,0,5,0,0,0,8,0,1,0,0,0/0,-
Drew Belgrave,San Diego Seals,D,16,2,0,2,14,0,0,0,46,2,15,6,0,0/0,-
Eli Gobrecht,San Diego Seals,D,18,0,1,1,28,0,0,0,94,9,20,7,0,16/51,31%
Frank Scigliano,San Diego Seals,G,16,0,3,3,4,0,0,0,19,4,1,0,0,0/0,-
Graydon Bradley,San Diego Seals,D,17,1,2,3,16,0,0,0,73,9,12,11,0,0/0,-
Jacob Dunbar,San Diego Seals,F,2,0,2,2,0,0,0,0,4,3,0,0,0,0/0,-
Jeremy Noble,San Diego Seals,F,17,16,54,70,6,0,0,0,79,23,2,1,0,5/16,31%
Justin Geddie,San Diego Seals,G,1,0,1,1,0,0,0,0,0,0,0,0,0,0/0,-
Mac O'Keefe,San Diego Seals,F,15,11,15,26,0,0,0,0,40,13,3,0,0,0/0,-
Mark Glicini,San Diego Seals,D,10,0,0,0,2,0,0,0,28,2,6,4,0,0/0,-
Mathieu Boissonneault,San Diego Seals,D,4,0,0,0,4,0,0,0,23,2,4,3,0,15/35,43%
Matt Sykes,San Diego Seals,D,16,1,2,3,10,0,0,0,45,4,11,3,0,0/0,-
Mikie Schlosser,San Diego Seals,T,2,0,1,1,0,0,0,0,4,1,0,0,0,0/0,-
Oliver Bolsterli,San Diego Seals,D,1,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Patrick Shoemay,San Diego Seals,D,17,0,5,5,14,0,0,0,93,13,18,5,0,0/0,-
Skylar Whinery,San Diego Seals,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tor Reinholdt,San Diego Seals,D,16,1,11,12,21,0,0,0,67,6,8,6,0,0/0,-
Tre Leclaire,San Diego Seals,T,18,15,32,47,4,0,0,0,75,26,9,2,0,0/0,-
Tyler Garrison,San Diego Seals,T,3,0,1,1,0,0,0,0,6,1,3,0,0,9/32,28%
Tyson Bomberry,San Diego Seals,D,6,0,1,1,2,0,0,0,29,2,4,2,0,28/82,34%
Wesley Berg,San Diego Seals,F,17,34,50,84,12,0,0,0,79,25,5,1,0,0/0,-
Zack Greer,San Diego Seals,F,16,13,24,37,12,0,0,0,46,21,1,0,0,0/0,-
