Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bomberry,Oshawa Fire Wolves,D,11,1,3,4,16,0,0,0,56,4,25,5,0,0/0,-
Adrian Sorichetti,Oshawa Fire Wolves,D,18,4,5,9,15,0,0,0,58,13,12,11,0,0/0,-
Andrew Kew,Oshawa Fire Wolves,F,15,33,26,59,0,0,0,0,55,40,4,0,0,0/0,-
Brad Smith,Oshawa Fire Wolves,F,1,0,0,0,0,0,0,0,2,1,0,0,0,0/0,-
Brett Manney,Oshawa Fire Wolves,D,16,1,1,2,8,0,0,0,30,5,9,4,0,0/0,-
Charlie Kitchen,Oshawa Fire Wolves,F,15,14,8,22,0,0,0,0,18,16,0,3,0,0/0,-
Colton Watkinson,Oshawa Fire Wolves,T,18,4,13,17,15,0,0,0,60,7,12,7,0,0/0,-
Curtis Conley,Oshawa Fire Wolves,D,8,0,2,2,8,0,0,0,13,4,6,2,0,0/0,-
Curtis Romanchych,Oshawa Fire Wolves,D,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Doug Jamieson,Oshawa Fire Wolves,G,18,0,5,5,2,0,0,0,10,5,2,0,0,0/0,-
Ethan Woods,Oshawa Fire Wolves,G,18,0,0,0,17,0,0,0,0,0,0,0,0,0/0,-
Greg Downing,Oshawa Fire Wolves,D,14,0,9,9,12,0,0,0,77,5,18,11,0,0/0,-
Jackson Nishimura,Oshawa Fire Wolves,D,18,5,6,11,2,0,0,0,123,5,8,2,0,0/0,-
Jacob Ruest,Oshawa Fire Wolves,F,18,21,16,37,2,0,0,0,70,30,1,0,0,0/0,-
Joe Nardella,Oshawa Fire Wolves,D,18,1,6,7,22,0,0,0,135,19,11,1,0,295/439,67%
Joe Resetarits,Oshawa Fire Wolves,F,18,47,64,111,0,0,0,0,58,59,1,0,0,0/0,-
John LaFontaine,Oshawa Fire Wolves,T,18,1,7,8,4,0,0,0,74,6,13,5,0,0/0,-
Jordan Durston,Oshawa Fire Wolves,F,11,2,7,9,6,0,0,0,29,13,2,1,0,0/0,-
Mike Byrne,Oshawa Fire Wolves,D,15,1,3,4,41,0,0,0,68,5,14,1,0,3/10,30%
Nick Chaykowsky,Oshawa Fire Wolves,D,16,2,5,7,15,0,0,0,85,13,10,5,0,0/0,-
Reilly O'Connor,Oshawa Fire Wolves,F,17,15,39,54,4,0,0,0,65,41,1,1,0,0/0,-
Ryan Benesch,Oshawa Fire Wolves,F,19,29,52,81,10,0,0,0,68,50,0,1,0,0/0,-
Tanner Thomson,Oshawa Fire Wolves,F,9,4,6,10,2,0,0,0,14,6,0,0,0,0/0,-
Tony Malcom,Oshawa Fire Wolves,T,15,6,11,17,10,0,0,0,121,9,19,3,0,0/0,-
