Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Shute,Saskatchewan Rush,G,18,0,6,6,0,0,0,0,8,0,0,0,0,0/0,-
Austin Murphy,Saskatchewan Rush,F,6,5,4,9,0,0,0,0,9,9,0,0,0,0/0,-
Bobby Kidd III,Saskatchewan Rush,D,17,3,10,13,0,0,0,0,60,8,17,5,0,14/29,48%
Cameron Dunkerley,Saskatchewan Rush,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Chris Corbeil,Saskatchewan Rush,T,17,1,13,14,7,0,0,0,105,15,18,4,0,0/0,-
Clark Walter,Saskatchewan Rush,F,1,0,0,0,0,0,0,0,5,3,1,0,0,0/0,-
Connor McClelland,Saskatchewan Rush,D,17,4,3,7,14,0,0,0,50,4,14,5,0,0/0,-
Dan Lintner,Saskatchewan Rush,F,18,26,16,42,18,0,0,0,51,30,3,0,0,0/0,-
Holden Garlent,Saskatchewan Rush,D,18,8,10,18,12,0,0,0,88,9,23,7,0,0/2,-
Jeff Cornwall,Saskatchewan Rush,D,17,7,4,11,6,0,0,0,65,11,19,12,0,0/0,-
Jeff Shattler,Saskatchewan Rush,F,14,19,19,38,4,0,0,0,68,27,3,0,0,0/0,-
Jordi Jones-Smith,Saskatchewan Rush,T,16,0,1,1,8,0,0,0,12,3,4,4,0,0/0,-
Josh Currier,Saskatchewan Rush,F,17,12,12,24,0,0,0,0,32,23,1,0,0,0/0,-
Kyle Rubisch,Saskatchewan Rush,D,18,2,3,5,10,0,0,0,148,7,36,5,0,0/2,-
Mark Matthews,Saskatchewan Rush,F,18,30,62,92,10,0,0,0,59,57,3,0,0,0/0,-
Marshall Powless,Saskatchewan Rush,F,7,4,9,13,4,0,0,0,20,7,0,0,0,0/0,-
Matt Beers,Saskatchewan Rush,D,18,3,9,12,50,0,0,0,82,9,19,16,0,0/0,-
Mike Mallory,Saskatchewan Rush,F,12,3,3,6,10,0,0,0,26,2,1,0,0,0/0,-
Mike Messenger,Saskatchewan Rush,T,18,9,15,24,36,0,0,0,168,17,22,6,0,219/423,52%
Peter Dubenski,Saskatchewan Rush,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Robert Church,Saskatchewan Rush,F,18,38,56,94,4,0,0,0,74,42,3,1,0,0/1,-
Ryan Dilks,Saskatchewan Rush,D,18,1,8,9,11,0,0,0,101,4,34,10,0,0/0,-
Ryan Keenan,Saskatchewan Rush,F,18,21,42,63,2,0,0,0,57,36,5,0,0,0/0,-
Tristan Rai,Saskatchewan Rush,F,3,0,0,0,2,0,0,0,5,3,1,0,0,0/2,-
