Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Crepinsek,Philadelphia Wings,D,17,0,3,3,2,0,0,0,74,9,15,7,0,0/0,-
Alex Pace,Philadelphia Wings,D,17,1,4,5,6,0,0,0,113,16,17,13,0,0/0,-
Angus Goodleaf,Philadelphia Wings,G,9,0,0,0,0,0,0,0,1,1,0,0,0,0/0,-
Anthony Joaquim,Philadelphia Wings,D,20,3,4,7,8,0,0,0,87,15,22,11,0,0/0,-
Ben McIntosh,Philadelphia Wings,F,16,31,19,50,8,0,0,0,60,19,2,0,0,0/0,-
Blake Gibson-McDonald,Philadelphia Wings,T,5,0,0,0,0,0,0,0,19,1,4,4,0,0/0,-
Blaze Riorden,Philadelphia Wings,F,18,21,22,43,2,0,0,0,65,34,2,3,0,0/0,-
Corey Small,Philadelphia Wings,F,16,30,35,65,2,0,0,0,60,20,6,0,0,0/0,-
Cory Vitarelli,Philadelphia Wings,F,10,12,11,23,4,0,0,0,25,13,2,1,0,0/0,-
Eric Penney,Philadelphia Wings,G,11,0,2,2,0,0,0,0,3,3,0,0,0,0/0,-
Eric Shewell,Philadelphia Wings,D,10,0,4,4,17,0,0,0,11,3,1,2,0,0/0,-
Ian Llord,Philadelphia Wings,D,15,2,0,2,20,0,0,0,37,4,1,13,0,0/0,-
Isaiah Davis-Allen,Philadelphia Wings,D,18,0,4,4,9,0,0,0,46,3,8,4,0,1/3,33%
Jackson Suboch,Philadelphia Wings,D,9,0,2,2,14,0,0,0,25,1,2,3,0,0/0,-
John Ranagan,Philadelphia Wings,D,18,0,2,2,12,0,0,0,58,13,10,8,0,0/0,-
Kevin Crowley,Philadelphia Wings,F,18,25,64,89,9,0,0,0,71,41,12,1,0,0/0,-
Kiel Matisz,Philadelphia Wings,T,18,12,45,57,5,0,0,0,110,22,19,7,0,0/0,-
Kyle Marr,Philadelphia Wings,F,2,0,1,1,2,0,0,0,0,2,0,0,0,0/0,-
Matt Rambo,Philadelphia Wings,F,15,21,33,54,0,0,0,0,39,27,5,0,0,0/0,-
Nolan Clayton,Philadelphia Wings,G,6,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Ryan Wagner,Philadelphia Wings,D,17,2,6,8,15,0,0,0,99,14,8,6,0,0/0,-
Sam LeClair,Philadelphia Wings,F,7,8,6,14,4,0,0,0,18,7,1,0,0,0/0,-
Steph Charbonneau,Philadelphia Wings,D,16,0,6,6,6,0,0,0,46,3,17,8,0,0/1,-
Trevor Baptiste,Philadelphia Wings,T,18,2,4,6,12,0,0,0,199,17,17,5,0,304/446,68%
Zach Higgins,Philadelphia Wings,G,17,0,1,1,0,0,0,0,14,5,1,0,0,0/0,-
