Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Cam MacLeod,Panther City Lacrosse Club,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Cam Milligan,Panther City Lacrosse Club,F,9,11,24,35,0,0,0,0,14,22,0,0,0,0/0,-
Chad Cummings,Panther City Lacrosse Club,D,17,1,4,5,13,0,0,0,78,11,9,11,0,0/0,-
Connor Sellars,Panther City Lacrosse Club,D,15,2,4,6,2,0,0,0,88,6,17,10,0,0/0,-
Dawson Theede,Panther City Lacrosse Club,F,11,17,10,27,6,0,0,0,44,32,4,1,0,0/0,-
Dean Fairall,Panther City Lacrosse Club,F,10,14,17,31,2,0,0,0,37,13,1,0,0,0/0,-
Dylan Hutchison,Panther City Lacrosse Club,D,14,2,4,6,4,0,0,0,36,8,4,8,0,0/0,-
Harrison Smith,Panther City Lacrosse Club,D,2,1,1,2,2,0,0,0,4,1,1,1,0,0/1,-
Jack Jasinski,Panther City Lacrosse Club,F,2,1,3,4,2,0,0,0,5,7,0,0,0,0/0,-
Jeremy Thompson,Panther City Lacrosse Club,T,17,4,13,17,10,0,0,0,146,30,13,0,0,199/383,52%
Johnny Pearson,Panther City Lacrosse Club,F,1,0,0,0,2,0,0,0,0,0,0,0,0,0/0,-
Jordan Trottier,Panther City Lacrosse Club,D,14,1,1,2,17,0,0,0,24,3,3,3,0,0/0,-
Josh Medeiros,Panther City Lacrosse Club,D,16,8,4,12,8,0,0,0,80,9,11,18,0,0/0,-
Kevin Orleman,Panther City Lacrosse Club,G,18,0,0,0,0,0,0,0,9,2,0,0,0,0/0,-
Liam Byrnes,Panther City Lacrosse Club,D,18,4,6,10,12,0,0,0,137,20,26,7,0,0/0,-
Liam Patten,Panther City Lacrosse Club,D,16,5,1,6,31,0,0,0,68,13,8,9,0,0/0,-
Liam Phillips,Panther City Lacrosse Club,T,3,0,0,0,0,0,0,0,3,1,0,0,0,0/0,-
Matt Hossack,Panther City Lacrosse Club,D,17,2,7,9,14,0,0,0,117,16,25,6,0,46/92,50%
Mike Triolo,Panther City Lacrosse Club,F,8,8,16,24,2,0,0,0,24,15,2,1,0,0/1,-
Nathan Grenon,Panther City Lacrosse Club,F,16,19,18,37,22,0,0,0,44,23,4,2,0,0/0,-
Nick Damude,Panther City Lacrosse Club,G,17,1,3,4,0,0,0,0,12,1,2,0,0,0/0,-
Patrick Dodds,Panther City Lacrosse Club,F,17,26,58,84,2,0,0,0,60,51,1,0,0,0/0,-
Patrick Foley,Panther City Lacrosse Club,D,18,1,5,6,6,0,0,0,82,8,23,3,0,1/5,20%
Phil Caputo,Panther City Lacrosse Club,F,17,34,17,51,17,0,0,0,67,31,0,0,0,0/0,-
Ryan McLean,Panther City Lacrosse Club,D,8,0,0,0,2,0,0,0,9,0,2,1,0,0/1,-
Taite Cattoni,Panther City Lacrosse Club,F,5,5,11,16,2,0,0,0,13,11,2,0,0,0/0,-
Taylor Stuart,Panther City Lacrosse Club,D,19,1,10,11,4,0,0,0,99,9,12,12,0,0/0,-
Travis Cornwall,Panther City Lacrosse Club,T,14,3,0,3,2,0,0,0,31,3,7,6,0,0/0,-
Will Malcom,Panther City Lacrosse Club,F,17,27,54,81,0,0,0,0,74,52,0,0,0,0/0,-
