Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brad McCulley,Buffalo Bandits,F,5,1,2,3,9,0,0,0,10,4,2,0,0,0/0,-
Bryce Sweeting,Buffalo Bandits,D,16,0,3,3,31,0,0,0,57,7,10,21,0,0/0,-
Chase Fraser,Buffalo Bandits,F,18,32,24,56,14,0,0,0,62,27,7,1,0,36/85,42%
Chris Cloutier,Buffalo Bandits,F,18,25,34,59,8,0,0,0,65,25,4,0,0,0/0,-
Connor Fields,Buffalo Bandits,F,18,32,35,67,2,0,0,0,97,22,1,0,0,0/0,-
Dalton Sulver,Buffalo Bandits,T,4,0,0,0,6,0,0,0,12,0,2,3,0,0/0,-
Devlin Shanahan,Buffalo Bandits,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dhane Smith,Buffalo Bandits,F,18,41,94,135,10,0,0,0,93,37,10,5,0,0/0,-
Doug Buchan,Buffalo Bandits,G,13,0,0,0,0,0,0,0,0,0,1,0,0,0/0,-
Ethan O'Connor,Buffalo Bandits,D,16,1,4,5,8,0,0,0,67,8,6,6,0,6/41,15%
Frank Brown,Buffalo Bandits,D,4,1,0,1,2,0,0,0,10,0,4,0,0,0/0,-
Ian MacKay,Buffalo Bandits,T,17,11,12,23,16,0,0,0,104,8,15,14,0,19/46,41%
Jordan Stouros,Buffalo Bandits,T,10,0,0,0,7,0,0,0,24,0,6,1,0,0/1,-
Josh Byrne,Buffalo Bandits,F,18,37,62,99,12,0,0,0,74,33,10,2,0,0/0,-
Justin Martin,Buffalo Bandits,D,12,0,1,1,2,0,0,0,20,1,11,7,0,0/0,-
Justin Robinson,Buffalo Bandits,D,15,1,7,8,8,0,0,0,53,3,8,2,0,0/0,-
Kevin Brownell,Buffalo Bandits,T,16,2,13,15,6,0,0,0,86,7,21,15,0,0/0,-
Kyle Buchanan,Buffalo Bandits,F,17,19,38,57,0,0,0,0,81,11,4,0,0,0/0,-
Marcus Minichiello,Buffalo Bandits,D,2,0,1,1,0,0,0,0,3,0,1,0,0,0/0,-
Matt Spanger,Buffalo Bandits,D,16,5,7,12,4,0,0,0,63,4,13,9,0,0/0,-
Matt Vinc,Buffalo Bandits,G,18,0,9,9,0,0,0,0,19,4,1,0,0,0/0,-
Max Adler,Buffalo Bandits,T,9,1,0,1,6,0,0,0,17,4,1,1,0,94/241,39%
Nick Weiss,Buffalo Bandits,T,13,3,7,10,18,0,0,0,48,5,6,12,0,15/49,31%
Sam La Roue,Buffalo Bandits,F,2,0,0,0,6,0,0,0,2,0,0,0,0,0/0,-
Steve Priolo,Buffalo Bandits,D,16,3,15,18,20,0,0,0,116,15,21,16,0,1/1,100%
Tehoka Nanticoke,Buffalo Bandits,F,18,32,19,51,47,0,0,0,53,14,3,0,0,0/0,-
