Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Mullen,Calgary Roughnecks,D,6,0,0,0,8,0,0,0,13,2,4,1,0,0/0,-
Carter McKenzie,Calgary Roughnecks,D,6,1,0,1,4,0,0,0,7,3,1,4,0,0/0,-
Christian Del Bianco,Calgary Roughnecks,G,18,0,17,17,0,0,0,0,29,12,0,0,0,0/0,-
Cole Pickup,Calgary Roughnecks,F,3,0,0,0,2,0,0,0,9,3,2,0,0,0/0,-
Curtis Dickson,Calgary Roughnecks,F,15,42,40,82,11,0,0,0,55,50,3,1,0,0/0,-
Curtis Manning,Calgary Roughnecks,D,12,1,1,2,10,0,0,0,44,3,15,4,0,0/0,-
Dan Taylor,Calgary Roughnecks,F,17,18,25,43,2,0,0,0,45,34,0,0,0,0/0,-
Eli Salama,Calgary Roughnecks,D,16,2,4,6,20,0,0,0,84,8,18,6,0,1/1,100%
Ethan Ticehurst,Calgary Roughnecks,D,17,1,1,2,4,0,0,0,41,19,8,3,0,0/1,-
Haiden Dickson,Calgary Roughnecks,F,12,12,12,24,4,0,0,0,57,23,2,0,0,0/0,-
Harrison Matsuoka,Calgary Roughnecks,D,17,2,3,5,4,0,0,0,42,7,10,2,0,1/1,100%
Jesse King,Calgary Roughnecks,F,18,29,66,95,6,0,0,0,104,48,15,2,0,0/0,-
Kellen LeClair,Calgary Roughnecks,D,3,0,0,0,2,0,0,0,8,6,2,0,0,0/0,-
Kyle Waters,Calgary Roughnecks,F,12,7,10,17,2,0,0,0,23,9,1,2,0,0/0,-
Landon Kells,Calgary Roughnecks,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Liam LeClair,Calgary Roughnecks,D,18,1,2,3,10,0,0,0,72,8,18,8,0,0/0,-
Marshal King,Calgary Roughnecks,F,2,1,2,3,2,0,0,0,6,3,1,0,0,0/0,-
Mitch Wilde,Calgary Roughnecks,T,9,1,2,3,4,0,0,0,38,7,6,4,0,0/0,-
Nate Wade,Calgary Roughnecks,D,11,0,1,1,8,0,0,0,8,2,5,3,0,0/0,-
Nick Scott,Calgary Roughnecks,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Reece Callies,Calgary Roughnecks,D,16,2,7,9,25,0,0,0,56,7,11,10,0,10/21,48%
Shane Simpson,Calgary Roughnecks,D,15,4,9,13,18,0,0,0,65,11,5,2,0,0/0,-
Tanner Cook,Calgary Roughnecks,F,18,11,30,41,10,0,0,0,38,26,3,0,0,0/0,-
Tyler Burton,Calgary Roughnecks,D,14,2,2,4,8,0,0,0,99,8,17,5,0,181/345,52%
Tyler Pace,Calgary Roughnecks,F,15,26,41,67,2,0,0,0,57,32,0,0,0,0/0,-
Zach Currier,Calgary Roughnecks,T,18,10,9,19,14,0,0,0,237,14,62,11,0,54/95,57%
Zach Herreweyers,Calgary Roughnecks,F,15,21,16,37,10,0,0,0,29,19,0,0,0,0/0,-
