Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brad Voigt,Rochester Knighthawks,F,5,1,2,3,0,0,0,0,5,4,1,0,0,0/0,-
Charlie Bertrand,Rochester Knighthawks,F,17,13,28,41,7,0,0,0,66,33,2,0,0,0/0,-
Chris Willman,Rochester Knighthawks,D,16,0,5,5,16,0,0,0,47,9,9,2,0,109/297,37%
Cory Highfield,Rochester Knighthawks,T,8,3,3,6,0,0,0,0,25,6,2,0,0,0/0,-
Curtis Knight,Rochester Knighthawks,F,18,23,38,61,4,0,0,0,83,20,2,1,0,0/0,-
Dan Coates,Rochester Knighthawks,D,18,1,13,14,4,0,0,0,109,17,23,14,0,11/33,33%
Doug Utting,Rochester Knighthawks,D,5,1,0,1,4,0,0,0,9,2,3,3,0,0/0,-
Evan Kirk,Rochester Knighthawks,G,2,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Holden Cattoni,Rochester Knighthawks,F,17,27,36,63,25,0,0,0,72,25,2,0,0,0/0,-
Jared Conners,Rochester Knighthawks,D,4,1,1,2,0,0,0,0,16,1,1,0,0,0/0,-
Jeff Wittig,Rochester Knighthawks,F,9,3,5,8,0,0,0,0,16,11,1,1,0,0/0,-
Joel Watson,Rochester Knighthawks,G,16,0,1,1,2,0,0,0,12,4,0,0,0,0/0,-
John Wagner,Rochester Knighthawks,F,12,2,7,9,8,0,0,0,69,6,7,7,0,0/0,-
Lucas Nagy,Rochester Knighthawks,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Lukas Coote,Rochester Knighthawks,G,5,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Matt Gilray,Rochester Knighthawks,T,12,6,3,9,16,0,0,0,69,7,6,4,0,0/0,-
Matthew Bennett,Rochester Knighthawks,D,16,1,4,5,13,0,0,0,60,4,11,5,0,0/0,-
Mike Burke,Rochester Knighthawks,F,6,5,7,12,6,0,0,0,18,11,0,0,0,0/0,-
Mitch Ogilvie,Rochester Knighthawks,D,8,2,0,2,4,0,0,0,40,2,8,2,0,0/0,-
Paul Dawson,Rochester Knighthawks,D,18,0,2,2,72,0,0,0,65,10,16,17,0,0/0,-
Ryan Smith,Rochester Knighthawks,F,17,35,24,59,0,0,0,0,67,42,2,0,0,0/0,-
Rylan Hartley,Rochester Knighthawks,G,10,0,2,2,17,0,0,0,13,6,0,0,0,0/0,-
Ryland Rees,Rochester Knighthawks,T,18,11,4,15,14,0,0,0,118,10,15,10,0,0/0,-
Shawn Evans,Rochester Knighthawks,F,16,13,52,65,16,0,0,0,62,34,5,0,0,0/0,-
Thomas Hoggarth,Rochester Knighthawks,F,16,25,15,40,4,0,0,0,80,28,5,0,0,0/0,-
Thomas Whitty,Rochester Knighthawks,T,16,0,3,3,17,0,0,0,84,10,11,17,0,0/0,-
Turner Evans,Rochester Knighthawks,F,15,14,32,46,2,0,0,0,49,21,0,0,0,0/0,-
Tyler Biles,Rochester Knighthawks,D,18,1,2,3,61,0,0,0,35,2,6,5,0,0/0,-
Tyler Halls,Rochester Knighthawks,D,10,1,2,3,13,0,0,0,41,4,7,2,0,56/138,41%
