Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Wiedemann,Georgia Swarm,D,18,3,11,14,12,0,0,0,104,9,19,15,0,0/0,-
Aden Walsh,Georgia Swarm,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Brendan Bomberry,Georgia Swarm,T,18,26,36,62,12,0,0,0,65,31,2,0,0,0/0,-
Bryan Cole,Georgia Swarm,T,17,11,17,28,14,0,0,0,62,18,9,10,0,0/0,-
Chad Tutton,Georgia Swarm,D,17,2,6,8,6,0,0,0,104,5,25,13,0,0/0,-
Connor Kirst,Georgia Swarm,F,18,2,7,9,4,0,0,0,83,7,13,3,0,104/263,40%
Craig Wende,Georgia Swarm,G,16,0,1,1,0,0,0,0,0,0,0,0,0,0/0,-
Ethan Riggs,Georgia Swarm,D,13,0,0,0,14,0,0,0,10,3,3,2,0,0/0,-
Ethan Walker,Georgia Swarm,F,10,8,22,30,2,0,0,0,42,16,0,0,0,0/0,-
Jeff Henrick,Georgia Swarm,D,15,3,2,5,16,0,0,0,54,5,4,5,0,0/0,-
Joel White,Georgia Swarm,D,18,1,9,10,18,0,0,0,114,9,15,8,0,0/0,-
Jordan Hall,Georgia Swarm,F,18,16,35,51,17,0,0,0,67,35,6,0,0,0/0,-
Jordan MacIntosh,Georgia Swarm,T,18,19,33,52,12,0,0,0,120,38,11,6,0,36/86,42%
Kason Tarbell,Georgia Swarm,T,17,3,9,12,12,0,0,0,59,2,17,9,0,3/18,17%
Lyle Thompson,Georgia Swarm,F,17,47,55,102,8,0,0,0,107,45,5,0,0,0/0,-
Mike Poulin,Georgia Swarm,G,18,0,6,6,0,0,0,0,4,4,0,0,0,0/0,-
Miles Thompson,Georgia Swarm,F,3,6,2,8,0,0,0,0,3,5,0,0,0,0/0,-
Robert Hudson,Georgia Swarm,T,18,0,2,2,13,0,0,0,27,6,4,5,0,0/1,-
Ryan MacSpadyen,Georgia Swarm,T,18,4,3,7,8,0,0,0,38,6,7,4,0,0/0,-
Shayne Jackson,Georgia Swarm,F,17,36,41,77,6,0,0,0,55,33,2,1,0,0/0,-
Tanner Buck,Georgia Swarm,F,2,2,1,3,0,0,0,0,2,1,0,0,0,0/0,-
TJ Comizio,Georgia Swarm,D,17,6,12,18,4,0,0,0,90,2,22,5,0,22/72,31%
Travis Longboat,Georgia Swarm,F,2,1,0,1,2,0,0,0,6,1,0,0,0,0/0,-
Vaughn Harris,Georgia Swarm,F,4,1,1,2,0,0,0,0,12,3,4,2,0,22/49,45%
