Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Pace,Philadelphia Wings,D,18,2,3,5,11,0,0,0,92,9,17,12,2,0/1,-
Ben McIntosh,Philadelphia Wings,F,18,30,39,69,2,8,4,1,54,36,1,0,144,0/0,-
Blaze Riorden,Philadelphia Wings,F,16,17,25,42,2,3,9,2,27,27,0,0,71,0/0,-
Chad Tutton,Philadelphia Wings,D,17,4,15,19,28,0,1,0,107,13,13,11,14,0/4,-
Deacan Knott,Philadelphia Wings,G,18,0,0,0,0,0,0,0,1,2,0,0,0,0/0,-
Eric Shewell,Philadelphia Wings,D,14,0,1,1,8,0,0,0,27,3,6,5,0,0/0,-
Holden Cattoni,Philadelphia Wings,F,13,25,36,61,6,11,6,1,43,27,1,1,107,0/0,-
Ian Llord,Philadelphia Wings,D,18,0,3,3,22,0,0,0,56,5,10,21,2,0/0,-
Isaiah Davis-Allen,Philadelphia Wings,D,18,2,4,6,4,0,0,0,65,7,9,3,8,42/172,24%
Jack Jasinski,Philadelphia Wings,F,3,2,2,4,2,0,0,0,7,7,0,0,9,0/0,-
Jackson Ganton,Philadelphia Wings,D,11,0,1,1,6,0,0,0,37,6,7,7,1,0/3,-
Joe Resetarits,Philadelphia Wings,F,18,37,58,95,0,9,20,0,75,45,1,0,152,0/0,-
Jordan Stouros,Philadelphia Wings,T,1,0,0,0,2,0,0,0,1,0,1,0,0,0/0,-
Kevin Lynch,Philadelphia Wings,D,3,0,0,0,4,0,0,0,5,0,0,0,0,0/2,-
Marcus Minichiello,Philadelphia Wings,D,10,2,2,4,8,0,0,0,21,2,4,1,2,0/0,-
Mike McCannell,Philadelphia Wings,T,14,1,6,7,4,0,0,0,55,4,6,4,6,0/0,-
Mitch Jones,Philadelphia Wings,F,18,36,75,111,0,11,25,0,110,71,4,0,138,0/0,-
Mitchell Armstrong,Philadelphia Wings,D,13,1,2,3,6,0,0,0,20,5,11,3,2,2/9,22%
Nicholas Rowlett,Philadelphia Wings,T,12,0,0,0,2,0,0,0,59,8,4,0,1,155/312,50%
Ryan Wagner,Philadelphia Wings,D,16,1,5,6,14,0,0,1,79,11,12,14,6,0/0,-
Sam LeClair,Philadelphia Wings,F,17,19,21,40,4,0,0,1,43,29,2,2,91,0/0,-
Scott Dominey,Philadelphia Wings,D,18,4,8,12,40,0,0,1,109,14,17,2,22,0/1,-
Taite Cattoni,Philadelphia Wings,F,11,6,15,21,6,0,3,1,18,13,1,0,42,0/0,-
Tanner Buck,Philadelphia Wings,F,2,2,1,3,0,0,0,0,4,4,0,0,6,0/0,-
Zach Higgins,Philadelphia Wings,G,18,0,2,2,0,0,0,0,11,5,0,0,0,0/0,-
