Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Hasen,Rochester Knighthawks,F,9,6,11,17,8,1,1,0,10,13,0,0,30,0/0,-
Ben MacDonnell,Rochester Knighthawks,F,4,1,0,1,0,0,0,0,15,1,3,0,1,0/1,-
Brad Gillies,Rochester Knighthawks,T,18,1,3,4,4,0,0,0,37,4,10,11,9,0/0,-
Connor Farrell,Rochester Knighthawks,T,7,0,2,2,2,0,0,0,46,10,0,0,3,111/198,56%
Connor Fields,Rochester Knighthawks,F,18,56,64,120,10,12,13,1,158,67,7,0,267,0/0,-
Cory Highfield,Rochester Knighthawks,T,8,0,1,1,2,0,0,0,17,3,3,0,9,0/0,-
Curtis Knight,Rochester Knighthawks,F,9,7,21,28,0,0,0,0,25,9,0,0,39,0/0,-
Dan Coates,Rochester Knighthawks,D,10,0,7,7,2,0,0,0,46,8,8,6,9,1/2,50%
Dan Lomas,Rochester Knighthawks,F,9,5,12,17,10,1,0,0,16,11,2,0,30,0/0,-
Doug Buchan,Rochester Knighthawks,G,11,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Dylan Sprentz,Rochester Knighthawks,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Ethan O'Connor,Rochester Knighthawks,D,18,4,3,7,16,0,0,0,48,1,10,24,11,0/0,-
Greg Harnett,Rochester Knighthawks,D,2,0,1,1,2,0,0,0,2,0,3,0,0,0/0,-
Joe Post,Rochester Knighthawks,D,17,0,2,2,0,0,0,0,152,14,2,0,4,275/470,59%
Kyle Waters,Rochester Knighthawks,F,18,21,23,44,2,3,7,0,38,22,4,0,107,0/0,-
Matt Gilray,Rochester Knighthawks,T,18,7,14,21,8,0,1,0,174,15,25,15,29,0/1,-
Mitch Ogilvie,Rochester Knighthawks,D,18,6,3,9,6,0,0,0,67,10,14,15,11,0/0,-
Pent Eistrat,Rochester Knighthawks,D,2,0,1,1,0,0,0,0,9,1,2,1,2,0/0,-
Riley Hutchcraft,Rochester Knighthawks,G,17,0,3,3,0,0,0,0,6,4,0,0,0,0/0,-
Ryan Lanchbury,Rochester Knighthawks,F,17,20,66,86,6,1,17,0,71,39,4,0,120,0/0,-
Ryan Smith,Rochester Knighthawks,F,18,46,53,99,8,11,13,1,77,45,9,0,191,0/0,-
Rylan Hartley,Rochester Knighthawks,G,7,0,0,0,0,0,0,0,4,1,0,0,1,0/0,-
Ryland Rees,Rochester Knighthawks,T,18,1,6,7,8,0,1,1,102,14,18,15,8,0/0,-
Stephen Keogh,Rochester Knighthawks,F,15,20,18,38,6,2,3,2,59,27,3,1,100,0/0,-
Taylor Jensen,Rochester Knighthawks,T,13,1,4,5,6,0,0,0,65,6,15,10,7,0/3,-
Thomas McConvey,Rochester Knighthawks,F,17,28,24,52,4,6,6,0,91,29,2,0,125,0/0,-
Thomas Whitty,Rochester Knighthawks,T,16,0,5,5,16,0,0,0,81,7,9,14,2,0/0,-
Turner Evans,Rochester Knighthawks,F,10,4,16,20,4,1,4,0,22,16,0,0,29,0/0,-
Tyler Biles,Rochester Knighthawks,D,14,0,1,1,19,0,0,0,31,1,6,2,0,0/0,-
Tyler Halls,Rochester Knighthawks,D,10,0,2,2,6,0,0,0,34,5,8,5,2,8/29,28%
