Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bland,Calgary Roughnecks,G,4,0,0,0,0,0,0,0,1,0,0,0,1,0/0,-
Bennett Smith,Calgary Roughnecks,D,9,0,1,1,6,0,0,0,40,6,11,4,4,0/0,-
Christian Del Bianco,Calgary Roughnecks,G,18,0,19,19,0,0,1,0,47,20,3,0,1,0/0,-
Dan Taylor,Calgary Roughnecks,F,16,10,21,31,4,0,1,0,36,32,1,0,58,0/0,-
Eli Salama,Calgary Roughnecks,D,13,2,8,10,22,0,0,1,59,7,18,10,7,30/109,28%
Ethan Ticehurst,Calgary Roughnecks,T,17,1,3,4,8,0,0,0,40,6,11,4,8,0/0,-
Haiden Dickson,Calgary Roughnecks,F,18,27,19,46,7,2,2,0,62,37,5,0,92,0/0,-
Harrison Matsuoka,Calgary Roughnecks,T,18,4,3,7,6,0,0,0,59,2,13,8,14,3/8,38%
Jeff Cornwall,Calgary Roughnecks,D,18,2,4,6,4,0,0,0,71,11,23,18,17,0/0,-
Jesse King,Calgary Roughnecks,F,18,32,73,105,16,8,17,2,85,75,9,0,148,1/1,100%
Josh Currier,Calgary Roughnecks,F,18,19,16,35,4,2,4,0,48,45,1,0,80,0/0,-
Justin Inacio,Calgary Roughnecks,T,8,0,2,2,2,0,0,0,40,5,1,1,2,79/187,42%
Kieran McKay,Calgary Roughnecks,D,3,0,1,1,2,0,0,0,13,0,0,0,0,0/1,-
Liam LeClair,Calgary Roughnecks,D,18,2,4,6,10,0,0,0,57,7,21,14,5,0/0,-
Logan Schuss,Calgary Roughnecks,F,4,2,6,8,0,0,1,0,10,5,0,1,18,0/0,-
Reece Callies,Calgary Roughnecks,D,18,0,3,3,12,0,0,0,47,5,14,11,1,2/15,13%
Robert Hudson,Calgary Roughnecks,T,8,3,1,4,0,0,0,0,9,1,2,4,5,0/0,-
Seth Van Schepen,Calgary Roughnecks,F,14,1,3,4,6,0,0,0,38,4,7,6,5,0/0,-
Shane Simpson,Calgary Roughnecks,T,18,16,8,24,14,2,0,1,53,8,6,1,39,1/2,50%
Steve Fryer,Calgary Roughnecks,G,14,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Tanner Cook,Calgary Roughnecks,F,18,26,39,65,18,5,4,0,60,40,4,1,155,0/1,-
Thomas Hoggarth,Calgary Roughnecks,F,16,14,4,18,8,1,0,2,39,26,3,0,48,0/0,-
Tyler Pace,Calgary Roughnecks,F,18,36,50,86,10,10,13,1,71,55,3,0,156,0/0,-
Zach Currier,Calgary Roughnecks,T,18,1,17,18,18,0,3,0,184,17,30,14,22,50/140,36%
