Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Wiedemann,Georgia Swarm,D,18,2,7,9,8,0,0,0,107,9,20,23,16,0/0,-
Andrew Kew,Georgia Swarm,F,17,36,51,87,0,8,12,2,92,37,0,0,152,0/0,-
Angus Goodleaf,Georgia Swarm,G,16,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Brady Kearnan,Georgia Swarm,F,6,3,5,8,0,0,0,0,18,8,1,1,23,0/0,-
Brendan Bomberry,Georgia Swarm,F,18,17,33,50,19,5,11,0,53,36,2,2,75,0/0,-
Brett Dobson,Georgia Swarm,G,18,0,4,4,4,0,0,0,8,7,2,0,2,0/0,-
Bryan Cole,Georgia Swarm,T,18,14,17,31,22,4,4,1,85,15,15,7,42,0/0,-
Dustin Hill,Georgia Swarm,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Ethan Riggs,Georgia Swarm,D,16,0,0,0,8,0,0,0,10,0,2,2,0,0/0,-
Jeff Henrick,Georgia Swarm,D,17,2,7,9,41,0,0,0,59,5,17,8,13,0/1,-
Jeremy Thompson,Georgia Swarm,T,18,2,4,6,12,0,0,0,128,15,3,4,6,180/419,43%
John Ranagan,Georgia Swarm,D,18,0,2,2,14,0,0,0,34,4,17,23,3,5/16,31%
Jordan MacIntosh,Georgia Swarm,T,18,7,19,26,10,0,0,1,113,21,18,15,24,8/24,33%
Kason Tarbell,Georgia Swarm,T,18,1,1,2,4,0,0,0,63,6,16,4,15,0/0,-
Liam Byrnes,Georgia Swarm,D,18,2,7,9,16,0,0,0,67,12,21,7,11,0/0,-
Lyle Thompson,Georgia Swarm,F,18,42,45,87,8,6,5,1,115,47,5,2,193,1/1,100%
Mike Manley,Georgia Swarm,D,18,1,4,5,38,0,0,0,69,8,17,12,1,1/7,14%
Miles Thompson,Georgia Swarm,F,2,0,2,2,5,0,0,0,1,4,0,0,5,0/0,-
Seth Oakes,Georgia Swarm,F,18,26,31,57,0,1,3,2,45,38,4,1,113,0/0,-
Shayne Jackson,Georgia Swarm,F,18,30,53,83,12,6,12,0,52,41,0,2,123,0/0,-
TJ Comizio,Georgia Swarm,D,17,0,4,4,6,0,0,0,98,11,23,7,7,0/0,-
Zach Miller,Georgia Swarm,F,15,13,15,28,0,0,1,0,28,17,1,0,45,0/0,-
