Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Austin Staats,San Diego Seals,F,18,50,52,102,38,12,20,2,84,51,2,0,229,0/0,-
Ben Stewart,San Diego Seals,F,1,0,0,0,0,0,0,0,0,0,0,1,0,0/0,-
Brodie Merrill,San Diego Seals,D,4,0,2,2,16,0,0,0,18,0,4,2,0,0/0,-
Cam Holding,San Diego Seals,D,17,1,1,2,0,0,0,0,62,3,12,12,6,0/0,-
Chris Wardle,San Diego Seals,F,15,10,21,31,4,0,1,0,33,22,5,0,47,0/0,-
Christopher Origlieri,San Diego Seals,G,18,0,6,6,0,0,0,0,16,8,2,0,0,0/0,-
Curtis Dickson,San Diego Seals,F,13,27,37,64,2,4,11,2,60,41,1,0,128,0/0,-
Dane Dobbie,San Diego Seals,F,18,24,46,70,8,10,9,1,51,58,5,1,151,0/0,-
Danny Logan,San Diego Seals,D,10,3,5,8,2,0,0,0,46,5,8,3,6,6/23,26%
Drew Belgrave,San Diego Seals,D,14,0,5,5,10,0,1,0,38,1,6,8,1,0/0,-
Eli Gobrecht,San Diego Seals,D,10,1,2,3,4,0,0,0,44,2,9,6,1,2/6,33%
Graydon Bradley,San Diego Seals,D,18,3,7,10,10,1,0,0,80,9,10,16,9,0/1,-
Jacob Dunbar,San Diego Seals,F,7,8,12,20,0,4,1,0,17,14,1,1,36,0/0,-
Jake Govett,San Diego Seals,F,16,4,10,14,0,0,0,0,33,18,1,0,23,0/0,-
Jerry Staats,San Diego Seals,D,2,0,0,0,4,0,0,0,4,0,1,0,0,0/0,-
Jesse Gamble,San Diego Seals,T,16,0,6,6,11,0,0,0,55,9,8,5,5,0/0,-
Kellen LeClair,San Diego Seals,D,17,0,0,0,6,0,0,0,29,4,10,3,1,0/0,-
Kyle Jackson,San Diego Seals,F,16,15,20,35,4,2,1,1,63,26,2,1,86,0/0,-
Kyle Rubisch,San Diego Seals,D,18,0,2,2,12,0,0,0,125,6,29,5,2,0/0,-
Mac O'Keefe,San Diego Seals,F,4,4,1,5,2,0,0,0,10,4,0,0,21,0/0,-
Matt Sykes,San Diego Seals,D,8,0,1,1,2,0,0,0,14,2,2,2,0,0/0,-
Mike Poulin,San Diego Seals,G,18,0,0,0,0,0,0,0,1,1,0,0,0,0/0,-
Patrick Shoemay,San Diego Seals,D,18,1,3,4,4,0,0,0,116,7,16,14,5,0/0,-
Payton Rezanka,San Diego Seals,D,4,0,2,2,6,0,0,0,12,1,3,0,1,0/0,-
Tre Leclaire,San Diego Seals,T,18,23,36,59,7,6,7,0,80,24,7,3,83,0/0,-
Trevor Baptiste,San Diego Seals,T,17,3,5,8,28,0,0,0,177,15,7,3,19,308/431,71%
Wesley Berg,San Diego Seals,F,18,41,67,108,18,9,27,1,96,51,4,0,169,0/0,-
Xander Dickson,San Diego Seals,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
