Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Borgatti,New York Riptide,D,18,1,5,6,2,0,1,0,33,4,6,5,2,0/1,-
Austin Madronic,New York Riptide,F,11,3,12,15,0,0,2,0,25,19,1,1,35,0/0,-
Brent Noseworthy,New York Riptide,T,18,1,7,8,30,1,0,0,124,12,11,18,1,4/17,24%
Callum Jones,New York Riptide,D,17,2,5,7,47,0,0,0,90,8,23,15,5,0/0,-
Cameron Dunkerley,New York Riptide,G,18,0,2,2,2,0,0,0,13,3,3,0,0,0/0,-
Colton Lidstone,New York Riptide,F,3,0,3,3,0,0,0,0,5,2,2,0,3,0/0,-
Connor Kearnan,New York Riptide,F,18,27,52,79,8,4,11,1,74,61,3,0,113,0/0,-
Corson Kealey,New York Riptide,F,1,0,0,0,0,0,0,0,2,0,0,0,3,0/0,-
Damon Edwards,New York Riptide,D,15,4,3,7,20,0,0,0,27,5,14,14,9,0/0,-
Jay Thorimbert,New York Riptide,D,17,4,1,5,4,0,0,0,108,5,4,4,11,257/478,54%
Jeff Teat,New York Riptide,F,18,58,73,131,6,8,17,1,111,83,2,2,228,0/0,-
John LaFontaine,New York Riptide,T,18,1,6,7,5,0,0,0,52,6,7,6,7,0/0,-
Kevin Brownell,New York Riptide,T,17,4,4,8,4,0,0,0,83,7,17,18,20,0/0,-
Kiel Matisz,New York Riptide,T,16,20,42,62,4,8,10,0,61,33,6,2,96,0/0,-
Larson Sundown,New York Riptide,F,18,30,32,62,6,8,2,1,30,29,3,1,84,0/1,-
Matt Anderson,New York Riptide,F,1,0,0,0,0,0,0,0,1,1,0,0,0,0/0,-
Matt Marinier,New York Riptide,D,17,1,1,2,18,0,0,0,76,6,17,24,4,0/0,-
Matthew Bennett,New York Riptide,D,1,0,0,0,0,0,0,0,4,0,2,0,0,0/0,-
Mitch Wilde,New York Riptide,T,16,5,4,9,12,0,0,1,47,6,9,4,12,0/0,-
Reilly O'Connor,New York Riptide,F,18,18,54,72,8,5,11,0,67,26,1,1,115,0/0,-
Ron John,New York Riptide,T,15,1,4,5,4,0,0,0,68,2,17,7,6,1/12,8%
Taggart Clark,New York Riptide,F,12,13,10,23,4,0,0,1,14,15,3,1,43,0/0,-
Will Johnston,New York Riptide,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Zack Deaken,New York Riptide,D,13,0,3,3,4,0,0,0,51,1,8,0,0,0/0,-
