Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Woods,Halifax Thunderbirds,F,11,14,18,32,2,0,0,2,38,22,0,0,43,0/0,-
Austin Shanks,Halifax Thunderbirds,F,17,23,62,85,10,5,10,0,58,51,1,1,158,0/0,-
Brett Beetow,Halifax Thunderbirds,D,5,0,0,0,0,0,0,0,4,2,0,0,1,3/5,60%
Briley Maxwell,Halifax Thunderbirds,F,1,0,1,1,0,0,0,0,3,1,0,0,0,0/0,-
Caelan Mander,Halifax Thunderbirds,D,3,0,0,0,0,0,0,0,9,0,2,0,2,0/0,-
Carter McKenzie,Halifax Thunderbirds,T,6,0,2,2,4,0,0,0,6,0,3,1,0,0/0,-
Clarke Petterson,Halifax Thunderbirds,F,18,40,64,104,10,6,22,0,91,55,11,1,147,0/0,-
Cody Jamieson,Halifax Thunderbirds,F,18,22,41,63,16,8,13,0,71,40,3,0,89,0/0,-
Cole Kirst,Halifax Thunderbirds,F,3,1,6,7,0,0,0,0,8,3,0,0,21,0/0,-
Colton Armstrong,Halifax Thunderbirds,T,18,3,4,7,16,0,0,0,51,14,19,7,16,0/0,-
David Brock,Halifax Thunderbirds,D,10,1,2,3,25,0,0,0,35,3,8,5,4,0/0,-
Dawson Theede,Halifax Thunderbirds,F,18,30,28,58,42,6,3,0,80,68,5,0,126,0/0,-
Drew Hutchison,Halifax Thunderbirds,G,18,0,0,0,0,0,0,0,2,1,0,0,0,0/0,-
Graeme Hossack,Halifax Thunderbirds,D,18,5,12,17,16,1,0,1,119,14,27,19,15,5/11,45%
Jake Fox,Halifax Thunderbirds,F,1,0,0,0,0,0,0,0,1,0,0,0,1,0/0,-
Jake Withers,Halifax Thunderbirds,T,18,7,9,16,57,0,1,0,282,18,28,12,19,360/485,74%
Johnny Pearson,Halifax Thunderbirds,T,18,4,4,8,26,0,0,0,37,6,6,12,7,0/0,-
Jordan Trottier,Halifax Thunderbirds,D,5,0,0,0,7,0,0,0,8,1,0,3,4,0/0,-
Luc Magnan,Halifax Thunderbirds,D,11,0,0,0,6,0,0,0,13,2,6,3,0,0/0,-
Max Wilson,Halifax Thunderbirds,D,13,0,1,1,14,0,0,0,17,1,2,4,3,0/0,-
Nonkon Thompson,Halifax Thunderbirds,D,6,0,0,0,27,0,0,0,14,2,3,1,3,0/0,-
Randy Staats,Halifax Thunderbirds,F,9,23,24,47,4,6,9,1,27,27,2,0,101,0/0,-
Ryan Benesch,Halifax Thunderbirds,F,18,42,39,81,10,11,10,0,86,50,3,1,146,0/0,-
Ryan Terefenko,Halifax Thunderbirds,T,18,8,12,20,10,0,0,1,165,22,19,3,29,1/2,50%
Trevor Smyth,Halifax Thunderbirds,D,18,2,1,3,13,0,0,2,53,6,16,11,5,0/0,-
Tyson Bell,Halifax Thunderbirds,D,18,1,8,9,30,0,0,0,112,11,18,9,5,0/0,-
Wake:Riat BowHunter,Halifax Thunderbirds,T,13,2,11,13,4,0,0,0,23,18,2,0,30,0/0,-
Warren Hill,Halifax Thunderbirds,G,18,0,5,5,0,0,0,0,17,8,2,0,0,0/0,-
