Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Billy Hostrawser,Toronto Rock,D,17,0,5,5,15,0,0,0,76,6,25,7,7,16/51,31%
Brad Kri,Toronto Rock,D,18,2,8,10,25,0,0,0,132,10,36,17,8,0/2,-
Brandon Slade,Toronto Rock,D,9,2,3,5,2,0,0,0,22,5,2,3,13,0/0,-
Challen Rogers,Toronto Rock,F,12,7,22,29,6,1,6,0,47,23,14,8,25,0/0,-
Chris Boushy,Toronto Rock,F,16,31,28,59,30,10,6,0,46,58,3,0,140,0/0,-
Chris Corbeil,Toronto Rock,T,11,2,1,3,4,0,0,0,38,6,5,4,4,0/0,-
Chris Weier,Toronto Rock,D,18,1,7,8,0,0,0,0,54,2,14,2,8,0/1,-
Corey Small,Toronto Rock,F,18,38,36,74,4,14,7,0,42,31,0,0,140,0/0,-
Dan Craig,Toronto Rock,F,15,22,32,54,6,1,7,0,54,32,5,0,89,0/0,-
Dan Lintner,Toronto Rock,F,18,16,16,32,10,1,0,0,42,49,1,0,76,0/0,-
Josh Dawick,Toronto Rock,F,14,13,16,29,0,0,1,0,20,24,0,0,49,1/1,100%
Josh Jubenville,Toronto Rock,D,9,1,3,4,9,0,0,0,48,6,4,3,6,0/0,-
Justin J. Martin,Toronto Rock,D,18,10,6,16,4,0,1,3,78,17,20,13,22,0/0,-
Mark Matthews,Toronto Rock,F,18,31,67,98,8,11,18,1,62,55,2,0,128,0/0,-
Marley Angus,Toronto Rock,F,3,2,2,4,0,0,2,0,4,2,0,0,9,0/0,-
Mitch de Snoo,Toronto Rock,D,17,8,13,21,30,0,0,0,164,21,38,16,29,0/0,-
Nick Rose,Toronto Rock,G,18,1,7,8,0,0,0,0,8,6,1,0,1,0/0,-
Phil Mazzuca,Toronto Rock,T,17,4,6,10,9,0,0,1,82,14,12,7,14,2/5,40%
Sheldon Burns,Toronto Rock,D,15,0,2,2,13,0,0,0,29,3,10,5,4,0/0,-
TD Ierlan,Toronto Rock,D,16,1,1,2,2,0,0,0,154,7,9,1,9,278/385,72%
Tom Schreiber,Toronto Rock,F,13,21,55,76,8,1,20,0,73,37,3,2,126,0/0,-
Troy Holowchuk,Toronto Rock,G,18,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tyler Hendrycks,Toronto Rock,T,5,3,2,5,0,0,0,0,4,8,0,1,12,0/0,-
Zack Kearney,Toronto Rock,F,9,2,2,4,2,0,0,0,21,5,3,3,6,6/18,33%
