Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Ja Morant,67,67.0,31.0,17.8,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,2.2,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,5.8,11.3,51.1,1.273,0.51,G,False
Jaren Jackson Jr.,57,57.0,28.5,17.4,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,0.8,6.2,13.2,46.9,2.5,6.5,39.4,2.4,3.3,74.7,3.6,6.8,54.0,1.315,0.57,F,False
Dillon Brooks,73,73.0,28.9,16.2,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,1.2,6.0,14.6,40.7,2.0,5.6,35.8,2.2,2.8,80.8,3.9,9.0,43.8,1.106,0.48,F,False
Jonas Valanciunas,70,70.0,26.4,14.9,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,1.0,6.2,10.6,58.5,0.5,1.3,35.2,2.1,2.9,74.0,5.7,9.3,61.7,1.413,0.61,C,False
Brandon Clarke,58,4.0,22.4,12.1,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,1.5,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,4.7,7.2,65.8,1.461,0.64,F,False
Jae Crowder,45,45.0,29.4,9.9,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,2.3,3.3,8.9,36.8,1.7,5.9,29.3,1.7,2.1,78.9,1.5,3.0,51.9,1.12,0.47,PF,True
Josh Jackson,22,0.0,17.3,9.0,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,1.3,3.2,7.2,44.0,1.0,3.3,31.9,1.6,2.3,70.0,2.1,4.0,54.0,1.245,0.51,SG,False
Grayson Allen,38,0.0,18.9,8.7,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,1.6,3.1,6.6,46.6,1.5,3.7,40.4,1.0,1.2,86.7,1.6,2.9,54.5,1.315,0.58,G,False
De'Anthony Melton,60,8.0,19.5,7.6,0.7,3.0,3.7,2.9,1.3,0.3,1.4,1.8,2.1,2.7,6.7,40.2,0.7,2.3,28.6,1.6,2.0,76.9,2.0,4.4,46.4,1.135,0.45,G,False
Tyus Jones,65,6.0,19.0,7.4,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,5.2,3.0,6.6,45.9,0.7,1.9,37.9,0.7,0.9,74.1,2.3,4.7,49.2,1.128,0.51,G,False
Gorgui Dieng,17,1.0,18.7,7.2,1.1,4.7,5.8,0.9,0.8,1.0,0.9,2.1,0.9,2.5,5.1,48.3,0.5,1.9,25.0,1.8,2.5,73.8,2.0,3.2,61.8,1.414,0.53,C,True
Dusty Hannahs,2,0.0,6.5,6.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,4.5,44.4,1.0,1.5,66.7,1.0,1.0,100.0,1.0,3.0,33.3,1.333,0.56,G,False
Kyle Anderson,67,28.0,19.9,5.8,0.9,3.4,4.3,2.4,0.8,0.6,1.0,1.7,2.5,2.3,4.9,47.4,0.4,1.3,28.2,0.8,1.2,66.7,2.0,3.7,54.1,1.178,0.51,F,False
Solomon Hill,48,3.0,18.8,5.7,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,2.4,2.0,4.9,41.2,1.2,3.1,38.1,0.5,0.8,68.4,0.8,1.8,46.5,1.176,0.53,SF,True
Jordan Bell,2,0.0,10.5,5.0,1.0,0.5,1.5,1.0,0.5,0.0,1.5,1.0,0.7,1.5,3.5,42.9,1.0,1.5,66.7,1.0,1.0,100.0,0.5,2.0,25.0,1.429,0.57,F,True
Anthony Tolliver,13,4.0,18.2,4.8,0.4,2.2,2.5,0.8,0.5,0.1,0.7,1.1,1.1,1.5,3.7,39.6,1.3,3.2,41.5,0.5,0.6,87.5,0.2,0.5,28.6,1.292,0.57,PF,True
Marko Guduric,44,0.0,11.0,3.9,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,1.3,1.4,3.6,39.5,0.6,1.9,30.1,0.5,0.6,92.3,0.8,1.7,50.0,1.102,0.47,G,False
John Konchar,19,0.0,9.5,2.8,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,3.1,1.3,1.9,64.9,0.3,0.5,50.0,0.1,0.1,50.0,1.0,1.4,70.4,1.459,0.72,G,False
Bruno Caboclo,22,0.0,8.7,2.8,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,1.4,1.3,3.1,40.6,0.2,1.1,16.0,0.1,0.1,66.7,1.1,2.0,54.5,0.899,0.43,F,True
Yuta Watanabe,18,0.0,5.8,2.0,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2.5,0.8,1.9,44.1,0.2,0.4,37.5,0.2,0.4,37.5,0.7,1.4,46.2,1.059,0.49,SF,False
Jarrod Uthoff,4,0.0,3.5,1.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.3,1.8,14.3,0.0,1.0,0.0,0.5,0.5,100.0,0.3,0.8,33.3,0.571,0.14,F,True
Total,73,,,112.6,10.3,36.2,46.5,26.9,7.9,5.5,14.6,21.2,1.8,42.5,90.9,46.8,10.9,31.5,34.7,16.6,21.8,76.3,31.6,59.4,53.2,1.239,0.53,Total,False
