Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
14,Ashton Sautner,MTB,31,D,52,2,9,11,44,10.0,0,0,1,0.038,0.173,0.212,49.0,4.1%
27,Benjamin Zloty,MTB,23,D,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.00%
13,Brad Lambert,MTB,22,F,34,6,7,13,18,-10.0,2,0,2,0.176,0.206,0.382,68.0,8.8%
6,Brayden Yager,MTB,20,F,56,9,15,24,8,-11.0,3,0,1,0.161,0.268,0.429,86.0,10.5%
26,Chase Yoder,MTB,23,F,8,0,1,1,8,-2.0,0,0,0,0.0,0.125,0.125,4.0,0.0%
16,Colby Barlow,MTB,20,F,49,3,6,9,16,-3.0,0,0,1,0.061,0.122,0.184,60.0,5.0%
10,Danny Zhilkin,MTB,22,F,50,10,11,21,17,-6.0,1,1,3,0.2,0.22,0.42,101.0,9.9%
2,David Gustafsson,MTB,25,F,46,10,22,32,12,12.0,3,0,2,0.217,0.478,0.696,82.0,12.2%
30,Dawson Barteaux,MTB,25,D,19,0,0,0,18,-6.0,0,0,0,0.0,0.0,0.0,18.0,0.0%
31,Dom DiVincentiis,MTB,21,G,27,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
17,Dylan Anhorn,MTB,26,D,30,2,7,9,12,5.0,0,0,1,0.067,0.233,0.3,35.0,5.7%
25,Dylan Moulton,MTB,24,D,3,1,0,1,0,0.0,0,0,0,0.333,0.0,0.333,3.0,33.3%
18,Elias Salomonsson,MTB,21,D,29,1,8,9,10,-2.0,0,0,0,0.034,0.276,0.31,44.0,2.3%
24,Ethan Frisch,MTB,25,D,10,0,2,2,0,2.0,0,0,0,0.0,0.2,0.2,14.0,0.0%
23,Fabian Wagner,MTB,21,F,24,1,1,2,4,-9.0,0,0,0,0.042,0.042,0.083,20.0,5.0%
28,Isaac Poulter,MTB,24,G,3,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
8,Isaak Phillips,MTB,24,D,51,8,15,23,37,-1.0,0,2,0,0.157,0.294,0.451,112.0,7.1%
19,Jacob Julien,MTB,21,F,17,0,4,4,4,1.0,0,0,0,0.0,0.235,0.235,15.0,0.0%
7,Jaret Anderson-Dolan,MTB,26,F,56,9,14,23,47,-6.0,0,0,3,0.161,0.25,0.411,75.0,12.0%
9,Kale Clague,MTB,27,D,51,8,14,22,32,-18.0,1,0,0,0.157,0.275,0.431,112.0,7.1%
22,Kevin Conley,MTB,28,F,5,2,0,2,2,1.0,0,0,1,0.4,0.0,0.4,7.0,28.6%
1,Mason Shaw,MTB,27,F,55,15,21,36,51,10.0,1,0,2,0.273,0.382,0.655,123.0,12.2%
15,Nikita Chibrikov,MTB,22,F,41,4,5,9,12,-14.0,2,0,0,0.098,0.122,0.22,73.0,5.5%
12,Parker Ford,MTB,25,F,41,6,14,20,18,1.0,0,0,2,0.146,0.341,0.488,76.0,7.9%
5,Phil Di Giuseppe,MTB,32,F,56,10,16,26,66,-16.0,3,3,2,0.179,0.286,0.464,153.0,6.5%
29,Reece Vitelli,MTB,24,F,8,0,0,0,5,2.0,0,0,0,0.0,0.0,0.0,6.0,0.0%
3,Samuel Fagemo,MTB,25,F,56,15,13,28,16,-14.0,5,0,2,0.268,0.232,0.5,122.0,12.3%
32,Thomas Milic,MTB,22,G,29,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
21,Tyrel Bauer,MTB,23,D,46,1,2,3,103,10.0,0,0,0,0.022,0.043,0.065,58.0,1.7%
20,Tyson Empey,MTB,30,F,23,1,2,3,64,1.0,0,0,0,0.043,0.087,0.13,10.0,10.0%
11,Ville Heinola,MTB,24,D,44,3,18,21,24,-2.0,0,0,1,0.068,0.409,0.477,89.0,3.4%
4,Walker Duehr,MTB,28,F,46,13,15,28,18,9.0,0,3,1,0.283,0.326,0.609,97.0,13.4%
