Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Carlos Boozer,51,51.0,34.7,17.8,2.8,6.2,9.0,2.8,0.8,0.5,2.7,3.5,1.1,7.1,13.6,52.1,0.0,0.0,0.0,3.7,5.3,69.8,7.1,13.6,52.2,1.312,0.52,PF,False
Andrei Kirilenko,41,37.0,32.9,15.6,2.2,4.0,6.2,3.2,1.6,3.3,2.2,2.5,1.5,5.0,10.2,49.3,0.6,1.9,29.9,5.0,6.3,78.4,4.5,8.4,53.6,1.524,0.52,SF,False
Matt Harpring,78,55.0,33.1,14.0,2.5,3.6,6.2,1.8,0.9,0.2,1.7,3.2,1.1,5.4,11.0,48.9,0.1,0.6,20.9,3.1,4.0,77.8,5.2,10.4,50.4,1.275,0.49,SF,False
Mehmet Okur,82,25.0,28.1,12.9,2.4,5.1,7.5,2.0,0.4,0.8,1.7,2.8,1.2,4.3,9.2,46.8,0.2,0.8,27.0,4.0,4.7,85.0,4.1,8.5,48.6,1.394,0.48,C,False
Raja Bell,63,32.0,28.4,12.3,0.8,2.4,3.2,1.4,0.7,0.1,1.3,3.3,1.2,4.8,10.6,45.4,0.9,2.1,40.3,1.8,2.4,74.7,4.0,8.5,46.7,1.157,0.49,SG,False
Gordan Giricek,81,44.0,20.5,8.8,0.3,1.9,2.2,1.7,0.6,0.1,1.1,1.9,1.5,3.5,7.8,44.8,0.5,1.3,36.2,1.4,1.7,81.0,3.0,6.5,46.5,1.131,0.48,SG,False
Carlos Arroyo,30,16.0,24.7,8.2,0.4,1.2,1.5,5.1,0.7,0.1,1.8,2.2,2.8,3.1,7.7,40.1,0.2,0.6,38.9,1.8,2.1,84.1,2.9,7.1,40.2,1.06,0.42,PG,True
Keith McLeod,53,47.0,26.1,7.8,0.4,1.8,2.1,4.5,1.2,0.2,1.9,2.6,2.4,2.7,7.7,35.0,0.3,1.4,25.0,2.1,2.8,76.7,2.4,6.3,37.2,1.02,0.37,PG,False
Howard Eisley,74,1.0,19.3,5.6,0.2,1.0,1.2,3.4,0.6,0.1,1.5,2.1,2.3,2.2,5.5,39.8,0.4,1.4,26.2,0.9,1.1,79.5,1.8,4.1,44.4,1.025,0.43,PG,False
Raul Lopez,31,15.0,16.7,5.2,0.2,1.0,1.3,4.0,0.7,0.1,1.5,2.5,2.6,1.8,4.4,42.2,0.6,1.5,44.4,0.9,1.1,81.8,1.2,2.9,41.1,1.193,0.5,PG,False
Kirk Snyder,68,7.0,13.3,5.0,0.7,1.0,1.8,0.5,0.4,0.3,0.9,1.7,0.6,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,1.4,3.6,37.9,1.03,0.42,SG,False
Ben Handlogten,21,5.0,14.1,4.5,1.1,2.0,3.1,0.6,0.3,0.2,0.9,2.6,0.7,2.0,4.0,51.8,0.0,0.0,0.0,0.4,0.8,52.9,2.0,3.9,52.4,1.145,0.52,C,False
Jarron Collins,50,38.0,19.2,4.3,1.1,2.1,3.3,1.2,0.2,0.1,0.7,2.9,1.8,1.3,3.1,41.4,0.0,0.0,0.0,1.7,2.4,69.7,1.3,3.1,41.7,1.357,0.41,C,False
Kris Humphries,67,4.0,13.0,4.1,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1.4,0.8,1.7,4.3,40.4,0.0,0.1,33.3,0.7,1.5,43.6,1.7,4.2,40.6,0.969,0.41,PF,False
Randy Livingston,17,4.0,13.4,3.8,0.2,0.5,0.7,2.6,0.7,0.1,0.8,1.6,3.2,1.3,3.1,42.3,0.3,0.5,62.5,0.9,1.0,88.2,1.0,2.6,38.6,1.231,0.47,PG,False
Curtis Borchardt,67,23.0,12.8,3.0,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,0.9,1.1,2.6,43.0,0.0,0.0,0.0,0.8,1.1,73.2,1.1,2.6,43.0,1.163,0.43,C,False
Aleksandar Radojevic,12,6.0,10.7,1.6,0.8,1.6,2.3,0.5,0.0,0.2,1.3,2.7,0.4,0.5,1.6,31.6,0.0,0.0,0.0,0.6,0.8,70.0,0.5,1.6,31.6,1.0,0.32,C,False
Total,82,,,93.0,12.8,27.4,40.1,22.3,6.6,4.6,15.8,26.7,1.4,34.5,76.8,44.9,3.0,9.3,32.8,21.0,27.7,75.7,31.4,67.5,46.5,1.21,0.47,Total,False
