Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Eddy Curry,63,60.0,28.7,16.1,1.8,3.5,5.4,0.6,0.3,0.9,2.6,3.2,0.2,6.2,11.6,53.8,0.0,0.0,0.0,3.6,5.0,72.0,6.2,11.6,53.8,1.386,0.54,NA,False
Kirk Hinrich,77,77.0,36.4,15.7,0.4,3.5,3.9,6.4,1.6,0.3,2.3,3.2,2.8,5.8,14.6,39.7,1.9,5.3,35.5,2.2,2.8,79.2,3.9,9.3,42.0,1.075,0.46,SG,False
Ben Gordon,82,3.0,24.4,15.1,0.7,2.0,2.6,2.0,0.6,0.1,2.3,2.7,0.9,5.3,12.9,41.1,1.6,4.0,40.5,2.8,3.3,86.3,3.7,8.8,41.4,1.17,0.47,SG,False
Luol Deng,61,45.0,27.3,11.7,1.5,3.8,5.3,2.2,0.8,0.4,1.9,1.6,1.1,4.6,10.6,43.4,0.5,1.9,26.5,2.0,2.7,74.1,4.1,8.7,47.2,1.102,0.46,F,False
Andres Nocioni,81,38.0,23.4,8.4,0.9,3.9,4.8,1.5,0.5,0.4,1.7,2.6,0.9,3.0,7.4,40.1,0.3,1.2,25.8,2.1,2.7,76.6,2.7,6.2,42.9,1.126,0.42,SF,False
Othella Harrington,70,28.0,18.2,8.0,1.5,2.7,4.2,0.8,0.3,0.3,1.2,2.7,0.7,3.1,6.1,51.2,0.0,0.0,0.0,1.8,2.5,71.8,3.1,6.1,51.2,1.323,0.51,PF,False
Tyson Chandler,80,10.0,27.4,8.0,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,0.6,2.6,5.2,49.4,0.0,0.0,0.0,2.8,4.2,67.3,2.6,5.2,49.6,1.527,0.49,C,False
Antonio Davis,72,62.0,25.6,7.0,2.1,3.8,5.9,1.1,0.4,0.6,1.3,2.0,0.8,2.7,5.8,46.1,0.0,0.0,0.0,1.6,2.1,75.7,2.7,5.8,46.1,1.196,0.46,PF,False
Jannero Pargo,32,0.0,14.2,6.4,0.4,1.1,1.5,2.4,0.5,0.0,1.4,1.7,1.7,2.6,6.7,38.5,0.7,2.1,34.8,0.5,0.7,73.9,1.8,4.6,40.1,0.958,0.44,PG,False
Chris Duhon,82,73.0,26.5,5.9,0.3,2.3,2.6,4.9,1.0,0.0,1.5,2.5,3.3,2.1,6.0,35.2,1.1,3.2,35.5,0.6,0.8,73.1,1.0,2.7,35.0,0.998,0.45,PG,False
Eric Piatkowski,68,11.0,12.4,4.8,0.2,0.9,1.2,0.8,0.4,0.0,0.5,1.0,1.4,1.6,3.8,43.0,0.8,2.0,42.5,0.7,0.8,80.4,0.8,1.8,43.5,1.256,0.54,SG,False
Lawrence Funderburke,2,0.0,10.5,4.5,0.5,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,3.0,50.0,0.0,0.0,0.0,1.5,2.5,60.0,1.5,3.0,50.0,1.5,0.5,PF,False
Adrian Griffin,69,1.0,9.7,2.2,0.8,1.4,2.1,0.8,0.6,0.1,0.4,1.1,1.8,0.8,2.3,36.0,0.0,0.1,22.2,0.5,0.6,75.0,0.8,2.2,36.8,0.938,0.37,G,False
Jared Reiner,19,2.0,6.9,1.1,0.7,1.3,2.0,0.1,0.2,0.4,0.5,1.8,0.1,0.5,1.6,33.3,0.0,0.0,0.0,0.1,0.2,25.0,0.5,1.6,33.3,0.7,0.33,C,False
Frank Williams,9,0.0,7.9,0.7,0.2,0.4,0.7,1.2,0.2,0.3,0.3,1.0,3.7,0.3,2.2,15.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,1.8,18.8,0.3,0.15,PG,False
Total,82,,,94.5,12.2,31.6,43.8,21.3,7.0,4.5,16.7,24.7,1.3,34.7,80.4,43.2,6.2,17.5,35.7,18.7,25.0,75.0,28.5,62.9,45.3,1.175,0.47,Total,False
