Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,Saskatchewan Rush,G,17,0,2,2,5,0,0,0,9,0,0,0,0,0/0,-
Adam Bomberry,Rochester Knighthawks,D,6,2,1,3,7,0,0,0,22,5,4,0,0,6/18,33%
Adam Jones,Saskatchewan Rush,F,16,26,31,57,8,0,0,0,75,31,7,0,0,0/0,-
Adam Shute,Georgia Swarm,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Adam Will,Buffalo Bandits,D,13,1,5,6,2,0,0,0,38,5,7,0,0,0/0,-
Adrian Sorichetti,Saskatchewan Rush,T,18,10,4,14,19,0,0,0,65,11,22,0,0,0/0,-
Alex Buque,Colorado Mammoth,G,18,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Alex Crepinsek,Georgia Swarm,D,18,2,10,12,13,0,0,0,76,13,13,0,0,0/0,-
Alex Kedoh Hill,Buffalo Bandits,T,14,12,20,32,22,0,0,0,85,24,9,0,0,0/1,-
Andrew Suitor,Rochester Knighthawks,D,12,1,2,3,29,0,0,0,43,3,8,0,0,0/2,-
Andrew Watt,Buffalo Bandits,T,14,3,6,9,14,0,0,0,39,7,16,0,0,0/0,-
Angus Goodleaf,Rochester Knighthawks,G,18,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Anthony Cosmo,Buffalo Bandits,G,18,0,3,3,4,0,0,0,5,0,0,0,0,0/0,-
Ben McIntosh,Saskatchewan Rush,F,17,32,22,54,6,0,0,0,60,17,6,0,0,0/0,-
Bill O'Brien,New England Black Wolves,D,15,0,4,4,59,0,0,0,40,8,10,0,0,0/0,-
Billy Dee Smith,Buffalo Bandits,D,14,0,0,0,37,0,0,0,25,2,12,0,0,0/0,-
Billy Hostrawser,Toronto Rock,D,18,2,4,6,14,0,0,0,73,6,14,0,0,0/0,-
Blaze Riorden,Buffalo Bandits,F,9,6,13,19,0,0,0,0,20,10,1,0,0,0/0,-
Bob Snider,Calgary Roughnecks,D,8,2,0,2,2,0,0,0,39,17,5,0,0,99/176,56%
Brad Gillies,Rochester Knighthawks,D,18,8,7,15,6,0,0,0,90,6,14,0,0,0/0,-
Brad Kri,Toronto Rock,D,12,1,5,6,10,0,0,0,81,9,12,0,0,119/201,59%
Brad Self,Colorado Mammoth,T,16,16,27,43,4,0,0,0,95,19,12,0,0,0/0,-
Brandon Clelland,Vancouver Stealth,F,2,1,1,2,0,0,0,0,5,2,2,0,0,19/50,38%
Brandon Miller,Toronto Rock,G,11,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
