Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Alana Beard,33,33,27.7,8.5,0.6,2.0,2.6,2.5,1.1,0.5,1.8,2.6,1.4,3.6,7.8,46.3,0.2,0.8,28.6,1.1,1.4,74.5,3.4,6.9,48.5,1.093,0.48,G,False
Armintie Herrington,34,17,23.2,3.9,1.2,1.6,2.8,1.9,1.5,0.2,1.0,1.9,2.0,1.7,3.6,48.0,0.0,0.0,0.0,0.5,1.0,45.7,1.7,3.6,48.4,1.089,0.48,G,False
Candace Parker,30,29,33.2,19.4,1.0,6.2,7.1,4.3,1.8,1.4,2.6,1.7,1.6,7.2,15.4,46.9,0.6,2.1,30.6,4.4,5.2,84.6,6.6,13.3,49.4,1.265,0.49,F,False
Candice Wiggins,17,0,13.9,1.6,0.5,0.7,1.2,0.9,0.7,0.2,0.6,1.8,1.6,0.5,2.8,18.8,0.4,1.4,25.0,0.2,0.3,80.0,0.2,1.4,12.5,0.583,0.25,G,False
Darxia Morris,4,0,7.8,1.5,0.5,0.3,0.8,0.8,0.5,0.0,0.5,1.3,1.5,0.8,3.3,23.1,0.0,1.3,0.0,0.0,0.0,0.0,0.8,2.0,37.5,0.462,0.23,G,False
Farhiya Abdi,17,0,8.4,2.5,0.2,0.4,0.5,0.3,0.1,0.0,0.4,0.9,0.8,1.1,2.6,43.2,0.1,0.4,14.3,0.2,0.2,100.0,1.1,2.2,48.6,0.955,0.44,F,False
Jantel Lavender,34,27,28.3,11.9,1.9,4.3,6.3,1.5,0.5,0.8,1.9,1.9,0.8,5.1,9.7,52.7,0.0,0.1,20.0,1.6,2.0,79.4,5.1,9.6,53.2,1.221,0.53,F,False
Kristi Toliver,27,21,28.5,11.8,0.3,1.9,2.1,4.1,1.1,0.0,1.7,2.4,2.4,4.3,9.6,44.2,1.7,4.3,39.3,1.6,1.9,84.3,2.6,5.3,48.3,1.227,0.53,G,False
Lindsey Harding,31,10,22.7,5.7,0.5,1.3,1.8,3.2,1.0,0.0,1.5,1.6,2.2,2.3,6.8,33.3,0.2,0.7,22.7,1.1,1.4,78.6,2.1,6.1,34.6,0.848,0.35,G,False
Nikki Greene,11,0,3.5,0.5,0.3,0.7,1.0,0.0,0.1,0.1,0.5,0.9,0.0,0.2,0.9,20.0,0.0,0.0,0.0,0.1,0.1,100.0,0.2,0.9,20.0,0.500,0.20,C,False
Nneka Ogwumike,33,33,27.6,15.8,2.0,5.1,7.1,1.5,1.8,0.5,2.1,2.8,0.7,6.2,11.9,52.0,0.1,0.3,30.0,3.3,3.8,87.3,6.1,11.6,52.6,1.329,0.52,F,False
Samantha Prahalis,2,0,10.5,2.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,2.0,0.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.5,66.7,1.000,0.50,G,False
Sandrine Gruda,34,0,12.0,3.8,1.2,1.8,3.0,0.6,0.4,0.1,1.3,1.3,0.4,1.5,3.8,39.2,0.0,0.0,0.0,0.8,1.1,66.7,1.5,3.8,39.2,0.985,0.39,F,False
Total,34,,,77.4,8.8,23.6,32.4,18.6,9.1,3.4,13.6,17.2,1.4,30.7,67.1,45.7,2.6,8.3,31.6,13.4,16.9,79.8,28.1,58.8,47.7,1.153,0.48,,False
