Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Burt,CAR,D,18,3,11,14,-10.0,7,0:00,3,8,56,5.4,,,,,,0,0,0.0
Alexander Godynyuk,CAR,D,41,2,5,7,0.0,87,0:00,0,3,40,5.0,,,,,,0,0,0.0
Andrei Nikolishin C *,CAR,,55,1,6,7,-10.0,41,0:00,0,0,34,2.9,,,,,,0,0,0.0
Andrew Cassels,CAR,C,82,36,31,67,-9.0,29,0:00,12,11,297,12.1,,,,,,0,0,0.0
Brendan Shanahan LW *,CAR,,1,1,0,1,2.0,2,0:00,0,0,2,50.0,,,,,,0,0,0.0
Brian Glynn,CAR,D,2,0,1,1,0.0,0,0:00,0,0,2,0.0,,,,,,0,0,0.0
Chris Murray D *,CAR,,13,2,1,3,-4.0,7,0:00,1,0,14,14.3,,,,,,0,0,0.0
Curtis Leschyshyn D *,CAR,,67,10,11,21,-13.0,18,0:00,0,1,96,10.4,,,,,,0,0,0.0
Derek King LW *,CAR,,47,1,5,6,5.0,50,0:00,0,0,33,3.0,,,,,,0,0,0.0
Gerald Diduck D *,CAR,,71,2,11,13,-13.0,79,0:00,0,3,85,2.4,,,,,,0,0,0.0
Glen Featherstone D *,CAR,,20,3,5,8,0.0,18,0:00,1,2,39,7.7,,,,,,0,0,0.0
Glen Wesley,CAR,D,78,21,14,35,-11.0,59,0:00,5,3,159,13.2,,,,,,0,0,0.0
Hnat Domenichelli RW *,CAR,,28,1,2,3,2.0,122,0:00,0,0,5,20.0,,,,,,0,0,0.0
Jason McBain,CAR,D,2,1,0,1,1.0,0,0:00,0,0,13,7.7,,,,,,0,0,0.0
Jeff Daniels,CAR,LW,9,0,2,2,0.0,6,0:00,0,0,4,0.0,,,,,,0,0,0.0
Jeff O'Neill,CAR,RW,68,6,26,32,0.0,40,0:00,3,11,126,4.8,,,,,,0,0,0.0
Jeff Randall Brown,CAR,D,6,0,0,0,-4.0,0,0:00,0,0,1,0.0,,,,,,0,0,0.0
Keith Primeau,CAR,C,81,22,44,66,-16.0,46,0:00,8,14,142,15.5,,,,,,0,0,0.0
Kelly Chase RW *,CAR,,75,2,2,4,-7.0,218,0:00,0,0,17,11.8,,,,,,0,0,0.0
Kent Manderville,CAR,C,56,1,10,11,-9.0,40,0:00,0,2,59,1.7,,,,,,0,0,0.0
Kevin Brown,CAR,RW,54,2,4,6,-10.0,90,0:00,0,1,30,6.7,,,,,,0,0,0.0
Kevin Dineen,CAR,RW,75,26,25,51,-3.0,161,0:00,6,4,169,15.4,,,,,,0,0,0.0
Kevin Haller D *,CAR,,44,6,5,11,3.0,18,0:00,0,0,51,11.8,,,,,,0,0,0.0
Marek Malik,CAR,D,12,2,5,7,-2.0,2,0:00,0,2,25,8.0,,,,,,0,0,0.0
Mark Janssens C *,CAR,,12,3,3,6,0.0,2,0:00,1,0,28,10.7,,,,,,0,0,0.0
Nelson Emerson,CAR,RW,78,19,29,48,-6.0,141,0:00,8,7,185,10.3,,,,,,0,0,0.0
Nolan Pratt,CAR,D,8,1,1,2,1.0,10,0:00,0,0,9,11.1,,,,,,0,0,0.0
Paul Coffey D *,CAR,,35,2,6,8,-11.0,48,0:00,0,2,43,4.7,,,,,,0,0,0.0
Paul Ranheim,CAR,RW,68,10,12,22,-18.0,10,0:00,2,4,182,5.5,,,,,,0,0,0.0
Robert Kron,CAR,C,45,13,12,25,6.0,2,0:00,3,1,82,15.9,,,,,,0,0,0.0
Sami Kapanen,CAR,RW,72,14,16,30,-24.0,40,0:00,2,4,101,13.9,,,,,,0,0,0.0
Steve Chiasson D *,CAR,,64,4,13,17,-19.0,30,0:00,1,5,94,4.3,,,,,,0,0,0.0
Steve Martins,CAR,C,10,0,2,2,2.0,0,0:00,0,0,6,0.0,,,,,,0,0,0.0
Steven Rice,CAR,RW,66,9,29,38,-21.0,34,0:00,2,15,194,4.6,,,,,,0,0,0.0
Stu Grimson LW *,CAR,,11,0,4,4,-6.0,6,0:00,0,1,12,0.0,,,,,,0,0,0.0
Total,CAR,,1,0,0,0,0.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
