Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Bill Guerin,NJ,RW,80,29,25,54,11.0,49,0:00,5,3,254,11.4,,,,,,0,0,0.0
Bob Carpenter,NJ,C,73,4,17,21,17.0,19,0:00,1,5,114,3.5,,,,,,0,0,0.0
Brian Rolston,NJ,RW,82,29,18,47,-2.0,95,0:00,7,4,177,16.4,,,,,,0,0,0.0
Dave Andreychuk,NJ,LW,82,23,39,62,24.0,54,0:00,5,8,192,12.0,,,,,,0,0,0.0
Dave Ellett D *,NJ,,77,2,7,9,24.0,70,0:00,0,0,63,3.2,,,,,,0,0,0.0
Denis Pederson,NJ,RW,57,15,19,34,9.0,46,0:00,1,2,124,12.1,,,,,,0,0,0.0
Doug Gilmour C *,NJ,,33,8,14,22,9.0,14,0:00,2,3,63,12.7,,,,,,0,0,0.0
Jason Smith D *,NJ,,29,2,2,4,-13.0,20,0:00,0,0,34,5.9,,,,,,0,0,0.0
Jay Pandolfo,NJ,LW,79,3,13,16,16.0,110,0:00,1,4,93,3.2,,,,,,0,0,0.0
John MacLean,NJ,RW,82,27,34,61,38.0,48,0:00,4,5,233,11.6,,,,,,0,0,0.0
Ken Daneyko,NJ,D,46,6,8,14,-1.0,6,0:00,0,0,61,9.8,,,,,,0,0,0.0
Kevin Dean,NJ,D,20,2,5,7,2.0,6,0:00,1,5,22,9.1,,,,,,0,0,0.0
Krzysztof Oliwa,NJ,LW,1,0,0,0,0.0,0,0:00,0,0,2,0.0,,,,,,0,0,0.0
Lyle Odelein,NJ,D,62,4,15,19,6.0,14,0:00,0,0,76,5.3,,,,,,0,0,0.0
Mike Peluso LW *,NJ,,18,0,3,3,4.0,4,0:00,0,0,13,0.0,,,,,,0,0,0.0
Neal Broten C *,NJ,,2,1,0,1,1.0,0,0:00,0,0,5,20.0,,,,,,0,0,0.0
Pascal Rheaume,NJ,C,20,0,2,2,0.0,68,0:00,0,0,14,0.0,,,,,,0,0,0.0
Patrik Elias,NJ,C,28,2,4,6,2.0,6,0:00,0,1,21,9.5,,,,,,0,0,0.0
Peter Zezel C *,NJ,,19,1,2,3,-8.0,4,0:00,0,1,26,3.8,,,,,,0,0,0.0
Petr Sykora,NJ,RW,57,1,2,3,-8.0,38,0:00,0,0,48,2.1,,,,,,0,0,0.0
Randy McKay,NJ,RW,70,12,20,32,7.0,62,0:00,3,1,106,11.3,,,,,,0,0,0.0
Reid Simpson,NJ,LW,17,2,3,5,-4.0,2,0:00,0,0,23,8.7,,,,,,0,0,0.0
Ricard Persson D *,NJ,,2,0,0,0,0.0,0,0:00,0,0,4,0.0,,,,,,0,0,0.0
Scott Niedermayer,NJ,D,71,14,24,38,-10.0,36,0:00,3,3,111,12.6,,,,,,0,0,0.0
Scott Stevens,NJ,D,77,9,18,27,15.0,109,0:00,0,2,92,9.8,,,,,,0,0,0.0
Sergei Brylin,NJ,LW,27,0,4,4,0.0,60,0:00,0,0,17,0.0,,,,,,0,0,0.0
Shawn Chambers,NJ,D,20,7,15,22,7.0,22,0:00,2,3,40,17.5,,,,,,0,0,0.0
Steve Sullivan LW *,NJ,,79,5,19,24,26.0,70,0:00,0,6,166,3.0,,,,,,0,0,0.0
Steve Thomas,NJ,RW,81,5,30,35,-4.0,64,0:00,3,15,159,3.1,,,,,,0,0,0.0
Total,NJ,,1,0,0,0,-1.0,5,0:00,0,0,0,0.0,,,,,,0,0,0.0
Vadim Sharifijanov,NJ,RW,3,0,1,1,-1.0,0,0:00,0,0,3,0.0,,,,,,0,0,0.0
Valeri Zelepukin,NJ,LW,81,18,27,45,6.0,20,0:00,2,7,237,7.6,,,,,,0,0,0.0
