Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Al Iafrate,SJ,D,57,4,12,16,-6.0,186,0:00,0,1,74,5.4,,,,,,0,0,0.0
Alexei Yegorov,SJ,C,51,0,2,2,-5.0,162,0:00,0,0,22,0.0,,,,,,0,0,0.0
Andrei Nazarov,SJ,RW,65,16,21,37,-8.0,16,0:00,3,8,126,12.7,,,,,,0,0,0.0
Bernie Nicholls,SJ,C,82,28,34,62,-8.0,75,0:00,6,7,200,14.0,,,,,,0,0,0.0
Bob Errey LW *,SJ,,78,5,7,12,-8.0,65,0:00,1,0,78,6.4,,,,,,0,0,0.0
Chris LiPuma,SJ,D,2,0,0,0,-2.0,0,0:00,0,0,3,0.0,,,,,,0,0,0.0
Chris Tancill,SJ,LW,44,3,2,5,-3.0,193,0:00,0,0,43,7.0,,,,,,0,0,0.0
Darren Turcotte,SJ,C,76,25,15,40,-7.0,159,0:00,5,4,231,10.8,,,,,,0,0,0.0
Dody Wood,SJ,C,28,2,3,5,-8.0,0,0:00,1,0,35,5.7,,,,,,0,0,0.0
Doug Bodger,SJ,D,69,3,14,17,-18.0,63,0:00,2,4,57,5.3,,,,,,0,0,0.0
Greg Hawgood,SJ,D,43,8,11,19,-11.0,8,0:00,3,3,78,10.3,,,,,,0,0,0.0
Iain Fraser,SJ,C,8,0,0,0,-2.0,22,0:00,0,0,4,0.0,,,,,,0,0,0.0
Jan Caloun,SJ,RW,2,0,1,1,1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Jason Widmer,SJ,D,2,0,1,1,1.0,0,0:00,0,0,0,0.0,,,,,,0,0,0.0
Jeff Friesen,SJ,LW,72,31,32,63,-19.0,155,0:00,10,10,225,13.8,,,,,,0,0,0.0
Marcus Ragnarsson,SJ,D,63,6,12,18,-22.0,69,0:00,3,9,83,7.2,,,,,,0,0,0.0
Marty McSorley,SJ,D,81,1,15,16,-14.0,64,0:00,0,7,96,1.0,,,,,,0,0,0.0
Michal Sykora D *,SJ,,35,2,6,8,-17.0,12,0:00,2,2,24,8.3,,,,,,0,0,0.0
Mike Rathje,SJ,D,30,3,6,9,-2.0,20,0:00,0,0,38,7.9,,,,,,0,0,0.0
Ray Whitney,SJ,LW,46,0,4,4,0.0,135,0:00,0,0,13,0.0,,,,,,0,0,0.0
Ron Sutter,SJ,C,73,9,6,15,-18.0,42,0:00,0,0,115,7.8,,,,,,0,0,0.0
Shean Donovan,SJ,RW,38,6,9,15,-10.0,91,0:00,3,4,91,6.6,,,,,,0,0,0.0
Stephen Guolla,SJ,LW,79,0,21,21,-20.0,101,0:00,0,5,101,0.0,,,,,,0,0,0.0
Tim Hunter,SJ,RW,25,4,0,4,-5.0,8,0:00,1,0,20,20.0,,,,,,0,0,0.0
Todd Ewen,SJ,RW,12,0,2,2,-6.0,4,0:00,0,0,24,0.0,,,,,,0,0,0.0
Todd Gill,SJ,D,60,12,15,27,-4.0,222,0:00,1,2,116,10.3,,,,,,0,0,0.0
Tony Granato,SJ,LW,78,16,25,41,-16.0,40,0:00,4,8,184,8.7,,,,,,0,0,0.0
Total,SJ,,2,0,0,0,-1.0,2,0:00,0,0,0,0.0,,,,,,0,0,0.0
Ulf Dahlen LW *,SJ,,43,13,8,21,-10.0,14,0:00,2,1,81,16.0,,,,,,0,0,0.0
Viktor Kozlov,SJ,RW,65,12,33,45,-21.0,63,0:00,2,12,137,8.8,,,,,,0,0,0.0
Ville Peltonen,SJ,LW,35,2,5,7,0.0,59,0:00,1,1,39,5.1,,,,,,0,0,0.0
Vlastimil Kroupa,SJ,D,31,0,8,8,-1.0,21,0:00,0,1,22,0.0,,,,,,0,0,0.0
