Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andreas Johansson,NYI,L,42,4,9,13,-12,20,,1,1,0,0,0,59,0.06779,3,11,,1996-1997
Andrei Vasilyev,NYI,L,3,0,0,0,-3,2,,0,0,0,0,0,1,0.0,0,0,,1996-1997
Brent Hughes,NYI,L,51,7,3,10,-4,57,,0,0,0,0,0,47,0.14893,7,10,,1996-1997
Bryan Berard,NYI,D,82,8,40,48,1,86,,3,17,0,1,1,172,0.04651,5,28,,1996-1997
Bryan Berard,NYI,D,82,8,40,48,1,86,,3,17,0,1,1,172,0.04651,5,28,,1996-1997
Bryan McCabe,NYI,D,82,8,20,28,-2,165,,2,4,1,1,2,117,0.06837,5,21,,1996-1997
Bryan Smolinski,NYI,C,64,28,28,56,9,25,,9,9,0,0,1,183,0.153,19,38,,1996-1997
Chris Taylor,NYI,C,1,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1996-1997
Chris Taylor,NYI,C,1,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1996-1997
Claude Lapointe,NYI,C,73,13,5,18,-12,49,,0,0,3,1,3,80,0.1625,10,15,,1996-1997
Corey Foster,NYI,D,7,0,0,0,-2,2,,0,0,0,0,0,1,0.0,0,0,,1996-1997
Dan Plante,NYI,R,67,4,9,13,-6,75,,0,0,2,0,0,61,0.06557,2,11,,1996-1997
Darius Kasparaitis,NYI,D,75,2,21,23,17,100,,0,1,0,0,0,58,0.03448,2,20,,1996-1997
Dave Archibald,NYI,C,7,0,0,0,-4,4,,0,0,0,0,0,4,0.0,0,0,,1996-1997
Dave McLlwain,NYI,C,4,1,1,2,-2,0,,1,0,0,0,0,3,0.33333,0,1,,1996-1997
Dennis Vaske,NYI,D,17,0,4,4,3,12,,0,0,0,0,0,19,0.0,0,4,,1996-1997
Derek Armstrong,NYI,C,50,6,7,13,-8,33,,0,1,0,0,2,36,0.16666,6,12,,1996-1997
Derek King,NYI,L,82,26,33,59,-6,22,,6,6,0,0,3,181,0.14364,20,47,,1996-1997
Doug Houda,NYI,D,70,2,8,10,1,99,,0,2,0,0,0,29,0.06896,2,8,,1996-1997
Jarrett Deuling,NYI,L,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1996-1997
Jason Holland,NYI,D,4,1,0,1,1,0,,0,0,0,0,0,3,0.33333,1,1,,1996-1997
Jim Dowd,NYI,C,3,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1996-1997
Jim Dowd,NYI,C,3,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1996-1997
Ken Belanger,NYI,L,18,0,2,2,-1,102,,0,0,0,0,0,5,0.0,0,2,,1996-1997
Kenny Jonsson,NYI,D,81,3,18,21,10,24,,1,4,0,0,0,92,0.0326,2,16,,1996-1997
Marty McInnis,NYI,L,80,23,26,49,-8,22,,5,7,1,0,4,182,0.12637,17,34,,1996-1997
Mick Vukota,NYI,R,17,1,0,1,-2,71,,0,0,0,0,0,7,0.14285,1,1,,1996-1997
Mike Donnelly,NYI,L,3,0,0,0,0,2,,0,0,0,0,0,5,0.0,0,0,,1996-1997
Mike Donnelly,NYI,L,3,0,0,0,0,2,,0,0,0,0,0,5,0.0,0,0,,1996-1997
Nick Vachon,NYI,C,1,0,0,0,-1,0,,0,0,0,0,0,0,,0,0,,1996-1997
Niklas Andersson,NYI,L,74,12,31,43,4,57,,1,5,1,0,1,122,0.09836,10,34,,1996-1997
Paul Kruse,NYI,L,62,6,2,8,-9,141,,0,0,0,0,1,49,0.12244,6,8,,1996-1997
Randy Wood,NYI,R,65,6,5,11,-7,61,,0,0,1,0,2,96,0.0625,5,8,,1996-1997
Rich Pilon,NYI,D,52,1,4,5,4,179,,0,0,0,0,0,17,0.05882,1,5,,1996-1997
Robert Reichel,NYI,C,82,21,41,62,5,26,,6,14,1,1,3,214,0.09813,14,41,,1996-1997
Scott Lachance,NYI,D,81,3,11,14,-7,47,,1,2,0,0,0,97,0.03092,2,11,,1996-1997
Steve Webb,NYI,R,41,1,4,5,-10,144,,1,1,0,0,0,21,0.04761,0,3,,1996-1997
Todd Bertuzzi,NYI,R,64,10,13,23,-3,68,,3,2,0,0,1,79,0.12658,7,18,,1996-1997
Travis Green,NYI,C,79,23,41,64,-5,38,,10,9,0,0,3,177,0.12994,13,45,,1996-1997
Ziggy Palffy,NYI,R,80,48,42,90,21,43,,6,15,4,0,6,292,0.16438,38,63,,1996-1997
