Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Benoit Brunet,MTL,L,43,11,16,27,10,18,,2,1,1,0,2,71,0.15492,8,22,,1996-1997
Brad Brown,MTL,D,8,0,0,0,-1,22,,0,0,0,0,0,0,,0,0,,1996-1997
Brian Savage,MTL,L,86,24,38,62,-13,39,,5,7,0,1,2,225,0.10666,19,50,,1996-1997
Chris Murray,MTL,R,64,5,3,8,-7,124,,0,0,0,0,0,41,0.12195,5,8,,1996-1997
Craig Rivet,MTL,D,40,0,5,5,5,68,,0,0,0,0,0,30,0.0,0,5,,1996-1997
Darcy Tucker,MTL,R,77,7,13,20,-5,110,,1,1,0,0,3,66,0.10606,6,18,,1996-1997
Dave Manson,MTL,D,75,4,18,22,-26,187,,2,8,0,0,0,175,0.02285,2,11,,1996-1997
David Ling,MTL,R,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1996-1997
David Ling,MTL,R,2,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1996-1997
David Wilkie,MTL,D,63,6,9,15,-9,65,,3,2,0,0,0,66,0.0909,3,10,,1996-1997
Donald Brashear,MTL,L,69,8,5,13,-8,245,,0,0,0,0,2,61,0.13114,8,13,,1996-1997
Eric Houde,MTL,C,13,0,2,2,1,2,,0,0,0,0,0,1,0.0,0,2,,1996-1997
Francois Groleau,MTL,D,5,0,0,0,0,4,,0,0,0,0,0,3,0.0,0,0,,1996-1997
Jassen Cullimore,MTL,D,2,0,0,0,-1,2,,0,0,0,0,0,0,,0,0,,1996-1997
Jassen Cullimore,MTL,D,52,2,6,8,2,44,,0,3,1,0,1,54,0.03703,1,4,,1996-1997
Marc Bureau,MTL,C,43,6,9,15,4,16,,1,0,1,0,2,56,0.10714,4,12,,1996-1997
Mark Recchi,MTL,R,87,38,48,86,1,60,,7,13,2,0,3,220,0.17272,29,62,,1996-1997
Martin Rucinsky,MTL,L,75,28,27,55,-4,66,,6,9,3,0,3,182,0.15384,19,37,,1996-1997
Murray Baron,MTL,D,79,1,7,8,-20,122,,0,1,0,0,0,64,0.01562,1,6,,1996-1997
Patrice Brisebois,MTL,D,52,3,14,17,-4,48,,0,5,0,1,2,75,0.04,3,12,,1996-1997
Peter Popovic,MTL,D,81,1,13,14,6,34,,0,0,0,0,0,83,0.01204,1,13,,1996-1997
Pierre Sevigny,MTL,L,13,0,0,0,0,5,,0,0,0,0,0,1,0.0,0,0,,1996-1997
Pierre Turgeon,MTL,C,78,26,59,85,8,14,,5,22,0,0,7,216,0.12037,21,58,,1996-1997
Rory Fitzpatrick,MTL,D,8,0,1,1,-4,8,,0,0,0,0,0,6,0.0,0,1,,1996-1997
Saku Koivu,MTL,C,55,18,42,60,8,48,,5,12,0,1,3,145,0.12413,13,42,,1996-1997
Scott Thornton,MTL,L,78,11,10,21,-18,130,,1,1,1,0,1,121,0.0909,9,18,,1996-1997
Sebastien Bordeleau,MTL,C,28,2,9,11,-3,2,,0,0,0,0,0,27,0.07407,2,9,,1996-1997
Shayne Corson,MTL,L,5,1,0,1,-5,4,,0,0,1,0,0,8,0.125,0,0,,1996-1997
Shayne Corson,MTL,L,58,8,16,24,-9,104,,3,1,0,0,2,115,0.06956,5,19,,1996-1997
Stephane Quintal,MTL,D,76,7,16,23,0,106,,1,5,0,0,0,145,0.04827,6,15,,1996-1997
Stephane Richer,MTL,R,68,22,24,46,-3,32,,2,4,0,0,2,135,0.16296,20,40,,1996-1997
Terry Ryan,MTL,L,3,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1996-1997
Turner Stevenson,MTL,R,70,9,14,23,-13,99,,1,1,0,0,0,81,0.11111,8,21,,1996-1997
Valeri Bure,MTL,R,69,14,22,36,0,8,,4,8,0,0,2,138,0.10144,10,24,,1996-1997
Vincent Damphousse,MTL,C,87,27,54,81,-11,84,,7,14,2,0,3,251,0.10756,18,55,,1996-1997
Vladimir Malakhov,MTL,D,70,10,20,30,0,49,,5,9,0,0,1,189,0.05291,5,15,,1996-1997
