Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Alexis Gómez*,26.0,DET,AL,-0.4,9.0,18.0,16.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.188,0.278,0.188,0.465,30.0,0.23,27.0,3.0,0.0,0.0,0.0,0.0,0.0,/78H,
Bobby Higginson*,34.0,DET,AL,-0.4,10.0,27.0,26.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.077,0.111,0.077,0.188,-48.0,0.093,-70.0,2.0,0.0,0.0,0.0,0.0,0.0,/9H7D,
Brandon Inge,28.0,DET,AL,3.4,160.0,694.0,616.0,75.0,161.0,31.0,9.0,16.0,72.0,7.0,6.0,63.0,140.0,0.261,0.33,0.419,0.749,101.0,0.329,99.0,258.0,14.0,3.0,6.0,6.0,1.0,*5/78,
Carlos Guillén#,29.0,DET,AL,2.5,87.0,361.0,334.0,48.0,107.0,15.0,4.0,5.0,23.0,2.0,3.0,24.0,45.0,0.32,0.368,0.434,0.803,116.0,0.363,124.0,145.0,9.0,2.0,0.0,1.0,3.0,6D/H,
Carlos Peña*,27.0,DET,AL,0.1,79.0,295.0,260.0,37.0,61.0,9.0,0.0,18.0,44.0,0.0,1.0,31.0,95.0,0.235,0.325,0.477,0.802,113.0,0.343,109.0,124.0,3.0,4.0,0.0,0.0,2.0,3D/H,
Chris Shelton,25.0,DET,AL,2.6,107.0,431.0,388.0,61.0,116.0,22.0,3.0,18.0,59.0,0.0,0.0,34.0,87.0,0.299,0.36,0.51,0.87,132.0,0.38,134.0,198.0,11.0,5.0,0.0,4.0,0.0,3DH/7,
Chris Spurling,28.0,DET,AL,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Craig Monroe,28.0,DET,AL,1.6,157.0,623.0,567.0,69.0,157.0,30.0,3.0,20.0,89.0,8.0,3.0,40.0,95.0,0.277,0.322,0.446,0.768,105.0,0.34,105.0,253.0,16.0,3.0,1.0,12.0,4.0,*978/HD,
Curtis Granderson*,24.0,DET,AL,2.2,47.0,174.0,162.0,18.0,44.0,6.0,3.0,8.0,20.0,1.0,1.0,10.0,43.0,0.272,0.314,0.494,0.808,114.0,0.347,112.0,80.0,2.0,0.0,2.0,0.0,0.0,87/H,
Dmitri Young#,31.0,DET,AL,1.4,126.0,509.0,469.0,61.0,127.0,25.0,3.0,21.0,72.0,1.0,0.0,29.0,100.0,0.271,0.325,0.471,0.796,112.0,0.343,107.0,221.0,16.0,9.0,0.0,1.0,7.0,D37/H9,
Doug Creek*,36.0,DET,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Fernando Rodney,28.0,DET,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Franklyn Germán,25.0,DET,AL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Iván Rodríguez,33.0,DET,AL,2.8,129.0,525.0,504.0,71.0,139.0,33.0,5.0,14.0,50.0,7.0,3.0,11.0,93.0,0.276,0.29,0.444,0.735,95.0,0.323,93.0,224.0,19.0,2.0,1.0,7.0,2.0,*2/HD,AS
Jamie Walker*,33.0,DET,AL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jason Johnson,31.0,DET,AL,0.1,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.5,530.0,0.993,567.0,4.0,0.0,0.0,0.0,0.0,0.0,1,
Jason Smith*,27.0,DET,AL,-0.3,27.0,63.0,58.0,4.0,11.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,16.0,0.19,0.203,0.276,0.479,28.0,0.206,4.0,16.0,0.0,1.0,4.0,0.0,0.0,6/H453D,
Jeremy Bonderman,22.0,DET,AL,-0.1,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-135.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
