Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Fultz*,31.0,PHI,NL,0.1,58.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.333,0.333,0.333,0.667,73.0,0.303,68.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Amaury Telemaco,31.0,PHI,NL,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Aquilino López,30.0,PHI,NL,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Billy Wagner*,33.0,PHI,NL,0.0,74.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.333,0.333,0.333,0.667,73.0,0.303,68.0,1.0,0.0,0.0,0.0,0.0,0.0,1,AS
Bobby Abreu*,31.0,PHI,NL,3.6,162.0,719.0,588.0,104.0,168.0,37.0,1.0,24.0,102.0,31.0,9.0,117.0,134.0,0.286,0.405,0.474,0.879,126.0,0.399,133.0,279.0,7.0,6.0,0.0,8.0,15.0,*9/DH,"AS,MVP-14,GG"
Brett Myers,24.0,PHI,NL,0.0,33.0,80.0,65.0,1.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,19.0,0.154,0.203,0.169,0.372,-3.0,0.177,-45.0,11.0,1.0,0.0,11.0,0.0,0.0,1,
Chase Utley*,26.0,PHI,NL,7.3,147.0,628.0,543.0,93.0,158.0,39.0,6.0,28.0,105.0,16.0,3.0,69.0,109.0,0.291,0.376,0.54,0.915,132.0,0.401,135.0,293.0,10.0,9.0,0.0,7.0,5.0,*4/3H,MVP-13
Cory Lidle,33.0,PHI,NL,-0.3,29.0,67.0,58.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,30.0,0.138,0.153,0.138,0.29,-24.0,0.134,-77.0,8.0,0.0,0.0,8.0,0.0,0.0,1,
Danny Sandoval#,26.0,PHI,NL,-0.1,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-152.0,0.0,0.0,0.0,0.0,0.0,0.0,/H6,
David Bell,32.0,PHI,NL,0.9,150.0,617.0,557.0,53.0,138.0,31.0,1.0,10.0,61.0,0.0,1.0,47.0,69.0,0.248,0.31,0.361,0.671,72.0,0.303,67.0,201.0,24.0,5.0,4.0,4.0,6.0,*5/H,
Endy Chávez*,27.0,PHI,NL,-0.4,91.0,118.0,107.0,17.0,23.0,3.0,3.0,0.0,10.0,2.0,1.0,4.0,13.0,0.215,0.243,0.299,0.542,39.0,0.264,34.0,32.0,2.0,0.0,7.0,0.0,0.0,H87/9,
Eude Brito*,26.0,PHI,NL,0.0,6.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.143,0.143,0.143,0.286,-26.0,0.13,-59.0,1.0,0.0,0.0,0.0,0.0,0.0,/1,
Gavin Floyd,22.0,PHI,NL,-0.1,7.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.111,0.111,0.111,0.222,-42.0,0.101,-80.0,1.0,0.0,0.0,0.0,0.0,0.0,/1,
Geoff Geary,28.0,PHI,NL,0.0,37.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.167,0.167,0.167,0.333,-14.0,0.152,-42.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Jason Michaels,29.0,PHI,NL,2.7,105.0,343.0,289.0,54.0,88.0,16.0,2.0,4.0,31.0,3.0,3.0,44.0,45.0,0.304,0.399,0.415,0.814,111.0,0.366,114.0,120.0,3.0,4.0,2.0,4.0,1.0,8H79,
Jim Thome*,34.0,PHI,NL,0.2,59.0,242.0,193.0,26.0,40.0,7.0,0.0,7.0,30.0,0.0,0.0,45.0,59.0,0.207,0.36,0.352,0.712,85.0,0.33,86.0,68.0,5.0,2.0,0.0,2.0,4.0,3/DH,
Jimmy Rollins#,26.0,PHI,NL,4.9,158.0,732.0,677.0,115.0,196.0,38.0,11.0,12.0,54.0,41.0,6.0,47.0,71.0,0.29,0.338,0.431,0.77,97.0,0.347,91.0,292.0,9.0,4.0,2.0,2.0,8.0,*6/H,"AS,MVP-10"
Jon Lieber*,35.0,PHI,NL,-0.6,34.0,78.0,73.0,7.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,29.0,0.096,0.107,0.123,0.23,-41.0,0.104,-85.0,9.0,3.0,0.0,3.0,1.0,0.0,1/H,
José Offerman#,36.0,PHI,NL,0.0,33.0,38.0,33.0,6.0,6.0,1.0,1.0,1.0,3.0,0.0,0.0,5.0,6.0,0.182,0.289,0.364,0.653,67.0,0.293,59.0,12.0,1.0,0.0,0.0,0.0,0.0,H/3,
Kenny Lofton*,38.0,PHI,NL,3.6,110.0,406.0,367.0,67.0,123.0,15.0,5.0,2.0,36.0,22.0,3.0,32.0,41.0,0.335,0.392,0.42,0.811,109.0,0.385,120.0,154.0,3.0,2.0,5.0,0.0,2.0,8H/D,
Marlon Byrd,27.0,PHI,NL,0.0,5.0,15.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.308,0.4,0.308,0.708,86.0,0.339,92.0,4.0,0.0,1.0,0.0,0.0,0.0,/8,
Matt Kata#,27.0,PHI,NL,-0.1,10.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.167,0.167,0.167,0.333,-14.0,0.152,-42.0,1.0,0.0,0.0,0.0,0.0,0.0,/H469,
Michael Tucker*,34.0,PHI,NL,-0.1,22.0,21.0,18.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.222,0.333,0.222,0.556,47.0,0.275,46.0,4.0,1.0,0.0,0.0,0.0,0.0,H/8,
Mike Lieberthal,33.0,PHI,NL,0.0,118.0,443.0,392.0,48.0,103.0,25.0,0.0,12.0,47.0,0.0,0.0,35.0,35.0,0.263,0.336,0.418,0.755,93.0,0.337,91.0,164.0,6.0,11.0,0.0,5.0,14.0,*2/H,
Pat Burrell,28.0,PHI,NL,3.6,154.0,669.0,562.0,78.0,158.0,27.0,1.0,32.0,117.0,0.0,0.0,99.0,160.0,0.281,0.389,0.504,0.892,128.0,0.389,129.0,283.0,12.0,3.0,0.0,5.0,6.0,*7/H,MVP-7
Pedro Liriano,24.0,PHI,NL,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,/1,
Plácido Polanco,29.0,PHI,NL,1.8,43.0,173.0,158.0,26.0,50.0,7.0,0.0,3.0,20.0,0.0,0.0,12.0,9.0,0.316,0.376,0.418,0.793,104.0,0.361,108.0,66.0,3.0,3.0,0.0,0.0,0.0,4/57H6,
Ramón Martínez,32.0,PHI,NL,-0.2,33.0,65.0,56.0,7.0,16.0,2.0,0.0,1.0,9.0,0.0,0.0,3.0,7.0,0.286,0.317,0.375,0.692,78.0,0.318,77.0,21.0,1.0,1.0,2.0,3.0,0.0,H3/564,
Randy Wolf*,28.0,PHI,NL,-0.1,14.0,28.0,26.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.154,0.185,0.231,0.416,6.0,0.187,-22.0,6.0,0.0,0.0,1.0,0.0,0.0,1/H,
Rhéal Cormier*,38.0,PHI,NL,-0.1,52.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-691.0,0.0,0.0,0.0,2.0,0.0,0.0,1,
Rob Tejeda,23.0,PHI,NL,0.1,25.0,25.0,20.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.1,0.2,0.3,-25.0,0.216,-20.0,4.0,0.0,0.0,5.0,0.0,0.0,1,
