Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Adam Shabala*,27.0,SFG,NL,-0.1,6.0,18.0,15.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,0.2,0.235,0.2,0.435,16.0,0.202,-9.0,3.0,1.0,0.0,1.0,1.0,0.0,/7H9,
Al Levine*,37.0,SFG,NL,0.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-148.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Armando Benítez,32.0,SFG,NL,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Barry Bonds*,40.0,SFG,NL,0.6,14.0,52.0,42.0,8.0,12.0,1.0,0.0,5.0,10.0,0.0,0.0,9.0,6.0,0.286,0.404,0.667,1.071,174.0,0.43,166.0,28.0,0.0,0.0,0.0,1.0,3.0,7/H,
Brad Hennessey,25.0,SFG,NL,0.3,21.0,41.0,39.0,3.0,9.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,12.0,0.231,0.231,0.41,0.641,63.0,0.274,46.0,16.0,0.0,0.0,2.0,0.0,0.0,1,
Brandon Puffer,29.0,SFG,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Brett Tomko,32.0,SFG,NL,0.0,31.0,67.0,55.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,22.0,0.164,0.193,0.182,0.375,-1.0,0.175,-44.0,10.0,0.0,0.0,10.0,0.0,0.0,1,
Brian Cooper,30.0,SFG,NL,0.1,8.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,163.0,0.455,178.0,1.0,0.0,0.0,0.0,0.0,0.0,/1,
Brian Dallimore,31.0,SFG,NL,-0.1,7.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.286,0.429,9.0,0.179,-20.0,2.0,1.0,0.0,0.0,0.0,0.0,/H46,
Daniel Ortmeier#,24.0,SFG,NL,-0.3,15.0,26.0,22.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.136,0.269,0.136,0.406,11.0,0.217,1.0,3.0,2.0,1.0,0.0,0.0,0.0,/H9,
