Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Aaron Broten,"QUE,TOR",C,47,11,8,19,9,38,,1,1,0,0,1,85,0.12941,10,17,,1990-1991
Adam Burt,HFD,D,42,2,7,9,-4,63,,1,3,0,0,1,43,0.04651,1,5,,1990-1991
Adam Creighton,CHI,C,78,22,30,52,0,145,,10,9,2,1,6,137,0.16058,10,29,,1990-1991
Adam Graves,EDM,L,94,9,22,31,-14,149,,2,5,0,0,1,174,0.05172,7,24,,1990-1991
Adam Oates,STL,C,74,32,103,135,22,39,,5,42,1,0,4,178,0.17977,26,87,,1990-1991
Adrian Plavsic,VAN,D,48,2,10,12,-23,62,,0,6,0,0,0,69,0.02898,2,6,,1990-1991
Al Iafrate,WSH,D,10,1,3,4,3,22,,0,1,0,0,1,26,0.03846,1,2,,1990-1991
Al Iafrate,"TOR,WSH",D,72,9,23,32,-16,237,,2,11,1,0,1,106,0.0849,6,17,,1990-1991
Al MacInnis,CGY,D,85,30,78,108,37,98,,19,48,0,0,1,330,0.0909,11,38,,1990-1991
Alain Cote,MTL,D,39,0,8,8,12,52,,0,0,0,0,0,38,0.0,0,8,,1990-1991
Alan Kerr,NYI,R,2,0,0,0,0,5,,0,0,0,0,0,2,0.0,0,0,,1990-1991
Alan May,WSH,L,78,5,7,12,-12,301,,0,0,0,0,1,77,0.06493,5,12,,1990-1991
Alexander Godynyuk,TOR,D,18,0,3,3,-3,16,,0,0,0,0,0,15,0.0,0,3,,1990-1991
Alexander Mogilny,BUF,R,68,30,40,70,13,18,,3,6,3,0,5,221,0.13574,24,56,,1990-1991
Alexei Gusarov,QUE,D,36,3,9,12,-4,12,,1,3,0,0,0,36,0.08333,2,8,,1990-1991
Alexei Kasatonov,NJD,D,85,11,34,45,22,84,,1,10,0,0,3,134,0.08208,10,33,,1990-1991
Alfie Turcotte,WSH,C,6,1,1,2,-1,0,,0,0,0,0,1,8,0.125,1,2,,1990-1991
Allan Stewart,NJD,L,41,5,2,7,-6,159,,0,0,0,0,0,33,0.15151,5,7,,1990-1991
Allen Pedersen,BOS,D,65,2,6,8,15,117,,0,0,0,0,0,36,0.05555,2,8,,1990-1991
Anatoli Semenov,EDM,C,69,20,21,41,24,32,,3,5,1,0,1,129,0.15503,16,29,,1990-1991
Andrew Cassels,MTL,C,62,6,21,27,-1,22,,1,6,0,0,3,60,0.1,5,20,,1990-1991
Andrew McBain,VAN,R,13,0,5,5,-3,32,,0,2,0,0,0,8,0.0,0,3,,1990-1991
Andy Brickley,BOS,L,40,2,9,11,-4,8,,0,1,0,0,0,28,0.07142,2,10,,1990-1991
Barry Pederson,PIT,C,46,6,8,14,2,21,,1,0,0,0,1,26,0.23076,5,13,,1990-1991
Basil McRae,MNS,L,62,2,4,6,-11,318,,0,0,0,0,0,59,0.03389,2,6,,1990-1991
Benoit Brunet,MTL,L,17,1,3,4,-1,0,,0,0,0,0,0,12,0.08333,1,4,,1990-1991
Benoit Hogue,BUF,L,81,22,29,51,-9,86,,1,10,0,1,2,147,0.14965,21,40,,1990-1991
Bernie Nicholls,NYR,C,76,29,51,80,5,104,,8,24,0,1,3,187,0.15508,21,48,,1990-1991
Bill Armstrong,PHI,L,1,0,1,1,1,0,,0,0,0,0,0,1,0.0,0,1,,1990-1991
Bill Berg,NYI,L,78,9,14,23,-3,67,,0,0,0,0,0,95,0.09473,9,21,,1990-1991
Bill Houlder,BUF,D,7,0,2,2,-2,4,,0,1,0,0,0,7,0.0,0,1,,1990-1991
Bob Babcock,WSH,D,1,0,0,0,0,0,,0,0,0,0,0,0,nan,0,0,,1990-1991
Bob Bassen,STL,L,92,17,21,38,18,207,,0,0,2,0,1,133,0.12781,15,36,,1990-1991
Bob Beers,BOS,D,22,0,1,1,-9,14,,0,0,0,0,0,13,0.0,0,1,,1990-1991
Bob Errey,PIT,L,103,25,24,49,16,144,,0,0,2,0,2,171,0.14619,23,47,,1990-1991
Bob Halkidis,LAK,D,37,1,3,4,6,133,,0,0,0,0,0,27,0.03703,1,4,,1990-1991
Bob Joyce,WSH,L,17,3,3,6,3,8,,0,0,0,0,1,30,0.1,3,6,,1990-1991
Bob Kudelski,LAK,R,80,26,15,41,13,48,,2,0,3,0,3,150,0.17333,21,35,,1990-1991
Bob McGill,CHI,D,82,4,5,9,9,153,,0,0,0,0,0,74,0.05405,4,8,,1990-1991
Bob Probert,DET,L,61,17,25,42,-5,365,,4,6,0,1,3,92,0.18478,13,32,,1990-1991
Bob Rouse,"WSH,TOR",D,60,7,19,26,-18,75,,2,4,0,0,0,65,0.10769,5,20,,1990-1991
Bob Sweeney,BOS,C,97,19,35,54,7,160,,0,2,1,1,3,141,0.13475,18,50,,1990-1991
Bob Wilkie,DET,D,8,1,2,3,-2,2,,0,1,0,0,0,9,0.11111,1,2,,1990-1991
Bobby Carpenter,BOS,C,30,8,9,17,3,24,,2,1,0,0,0,55,0.14545,6,14,,1990-1991
Bobby Dollas,DET,D,63,4,5,9,4,33,,0,0,0,0,1,62,0.06451,4,9,,1990-1991
Bobby Holik,HFD,C,84,21,22,43,-6,120,,8,3,0,0,3,188,0.1117,13,32,,1990-1991
Bobby Smith,MNS,C,96,23,39,62,-14,106,,9,16,0,0,7,181,0.12707,14,37,,1990-1991
Brad Aitken,"PIT,EDM",L,9,0,2,2,-3,25,,0,0,0,0,0,3,0.0,0,2,,1990-1991
Brad Dalgarno,NYI,R,41,3,12,15,-10,24,,0,1,0,0,1,34,0.08823,3,14,,1990-1991
Brad Jones,LAK,L,61,10,12,22,13,59,,0,0,1,0,2,53,0.18867,9,20,,1990-1991
Brad Lauer,NYI,R,44,4,8,12,-6,45,,0,0,1,0,0,70,0.05714,3,11,,1990-1991
Brad Marsh,DET,D,1,0,0,0,0,0,,0,0,0,0,0,1,0.0,0,0,,1990-1991
Brad Marsh,"TOR,DET",D,42,1,3,4,-9,31,,0,0,0,0,0,34,0.02941,1,2,,1990-1991
Brad McCrimmon,DET,D,71,1,14,15,10,102,,0,0,0,0,0,50,0.02,1,13,,1990-1991
Brad Miller,BUF,D,13,0,0,0,-1,67,,0,0,0,0,0,4,0.0,0,0,,1990-1991
