Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Aerial Powers,9,0,12.7,6.1,0.6,2.7,3.2,0.9,0.7,0.4,0.8,1.0,1.1,2.0,4.4,45.0,0.8,1.8,43.8,1.3,1.3,100.0,1.2,2.7,45.8,1.375,0.54,G,False
Ariel Atkins,29,24,22.5,11.3,1.0,1.4,2.4,2.1,1.3,0.3,1.3,2.5,1.6,4.1,9.6,43.2,1.6,4.3,35.7,1.4,1.8,82.4,2.6,5.2,49.3,1.176,0.51,G,False
Elena Delle Donne,29,29,32.2,20.7,1.5,5.8,7.2,2.3,0.9,1.4,0.9,1.7,2.6,7.6,15.6,48.8,1.7,4.2,40.5,3.8,4.3,88.7,5.9,11.4,51.8,1.328,0.54,F,False
Kristi Toliver,33,33,32.9,13.9,0.2,2.2,2.3,4.4,1.2,0.0,2.2,1.6,2.0,4.5,10.4,43.3,2.2,6.1,36.0,2.7,2.9,91.8,2.3,4.4,53.5,1.334,0.54,G,False
Krystal Thomas,24,7,9.9,1.8,0.9,1.5,2.5,0.2,0.2,0.1,0.8,1.9,0.2,0.8,1.8,42.9,0.0,0.0,0.0,0.3,0.5,63.6,0.8,1.8,42.9,1.024,0.43,C,False
LaToya Sanders,28,25,24.5,10.2,2.3,4.1,6.4,1.6,1.3,1.1,1.1,2.4,1.5,4.1,6.8,60.7,0.0,0.0,0.0,1.9,2.2,86.9,4.1,6.8,61.1,1.492,0.61,F,False
Monique Currie,32,9,15.9,6.6,0.6,2.4,3.0,0.8,0.4,0.2,1.2,2.3,0.7,2.1,5.4,39.5,0.5,1.8,29.3,1.8,2.2,83.1,1.6,3.6,44.7,1.233,0.44,F,False
Myisha Hines-Allen,24,1,10.5,3.8,1.2,1.7,2.9,0.4,0.4,0.2,0.4,1.5,1.1,1.5,3.3,45.0,0.0,0.1,33.3,0.7,1.1,65.4,1.5,3.2,45.5,1.125,0.46,F,False
Natasha Cloud,27,22,26.5,8.6,0.2,3.0,3.2,4.6,0.8,0.1,1.7,2.0,2.8,3.3,7.6,43.6,1.2,3.1,38.6,0.8,1.0,77.8,2.1,4.5,47.1,1.132,0.51,G,False
Shatori Walker-Kimbrough,19,1,8.8,3.5,0.2,0.6,0.8,0.4,0.4,0.3,0.8,0.4,0.5,1.3,2.9,42.9,0.4,1.2,30.4,0.6,0.6,100.0,0.9,1.7,51.5,1.196,0.49,G,False
Tayler Hill,13,0,9.0,3.0,0.1,0.5,0.6,1.0,0.2,0.1,0.8,0.5,1.2,0.8,3.0,28.2,0.5,1.6,28.6,0.8,0.9,91.7,0.4,1.4,27.8,1.000,0.36,G,False
Tianna Hawkins,32,4,16.6,6.3,1.1,2.4,3.5,0.8,0.5,0.4,1.1,2.5,0.7,2.5,5.7,44.3,0.8,2.2,35.7,0.4,0.5,82.4,1.8,3.5,49.6,1.098,0.51,F,False
Tierra Ruffin-Pratt,33,10,18.1,5.5,0.7,1.3,2.0,1.5,0.6,0.2,0.8,1.6,2.0,1.7,5.0,34.1,0.5,1.5,31.4,1.6,1.9,85.5,1.2,3.4,35.4,1.104,0.39,G,False
Total,33,,,84.5,8.6,24.0,32.6,17.8,7.2,3.8,11.2,18.4,1.6,30.5,68.0,44.8,8.4,23.4,35.8,15.2,17.7,85.8,22.1,44.6,49.6,1.243,0.51,,False
