Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Alysha Clark,31,30,26.2,7.4,1.0,2.5,3.5,1.9,1.0,0.1,1.2,2.3,1.6,2.7,5.6,48.0,0.9,2.4,39.2,1.1,1.3,84.6,1.7,3.2,54.5,1.318,0.56,F,False
Breanna Stewart,34,34,31.6,21.8,1.1,7.2,8.4,2.5,1.4,1.4,1.8,2.0,1.4,7.9,15.0,52.9,1.8,4.3,41.5,4.1,5.1,82.0,6.1,10.7,57.6,1.455,0.59,F,False
Courtney Paris,34,0,10.6,2.1,1.1,2.8,3.9,0.6,0.2,0.3,0.4,1.6,1.6,0.9,1.8,53.3,0.0,0.0,0.0,0.3,0.5,52.9,0.9,1.7,54.2,1.217,0.53,C,False
Crystal Langhorne,26,1,13.9,4.6,0.7,2.3,3.0,0.3,0.3,0.2,0.9,0.8,0.4,2.0,4.0,50.0,0.0,0.2,0.0,0.6,0.7,88.9,2.0,3.8,52.0,1.154,0.50,F,False
Jewell Loyd,34,34,29.7,15.5,1.2,3.3,4.6,3.7,1.3,0.1,1.9,1.8,1.9,5.4,12.6,42.3,2.0,5.3,37.0,2.9,3.4,85.1,3.4,7.3,46.2,1.228,0.50,G,False
Jordin Canada,33,2,16.5,5.7,0.3,1.2,1.5,3.3,0.9,0.0,1.7,1.2,1.9,2.0,5.5,35.7,0.3,1.7,18.2,1.5,2.0,73.8,1.7,3.8,43.3,1.033,0.38,G,False
Kaleena Mosqueda-Lewis,33,4,13.4,5.1,0.2,1.2,1.5,0.8,0.1,0.0,0.7,1.2,1.1,1.8,4.5,41.2,1.0,2.5,42.0,0.3,0.4,91.7,0.8,2.0,40.3,1.128,0.53,F,False
Mercedes Russell,22,0,4.6,1.6,0.4,1.0,1.4,0.1,0.0,0.1,0.3,0.6,0.3,0.7,1.4,48.4,0.0,0.0,0.0,0.2,0.5,50.0,0.7,1.4,48.4,1.129,0.48,C,False
Natasha Howard,34,33,25.6,13.2,2.4,4.1,6.4,1.0,1.3,2.0,1.9,3.7,0.5,5.1,9.4,54.7,0.5,1.5,32.7,2.4,3.1,79.8,4.6,7.9,59.0,1.406,0.57,F,False
Noelle Quinn,20,1,9.1,1.5,0.1,0.8,0.9,0.7,0.1,0.1,0.5,0.4,1.3,0.7,2.2,30.2,0.2,0.9,23.5,0.0,0.0,0.0,0.5,1.3,34.6,0.698,0.35,G,False
Sami Whitcomb,31,0,8.5,2.9,0.2,0.8,0.9,0.5,0.5,0.1,0.5,0.6,1.1,1.0,2.8,34.9,0.8,2.2,36.2,0.2,0.2,100.0,0.2,0.5,29.4,1.058,0.49,G,False
Sue Bird,31,31,26.6,10.1,0.2,1.6,1.7,7.1,1.1,0.1,1.9,1.2,3.7,3.7,8.0,46.6,1.9,4.3,44.8,0.8,0.9,82.8,1.8,3.6,48.7,1.271,0.59,G,False
Teana Muldrow,3,0,2.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.00,F,False
Total,34,,,87.2,8.4,27.1,35.4,21.2,7.8,4.4,12.7,16.4,1.7,32.1,68.7,46.8,9.0,24.0,37.6,13.9,17.2,80.7,23.1,44.7,51.7,1.270,0.53,,False
