Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Turner,Rochester Knighthawks,,12,1,10,11,14,0,0,0,63,0,0,0,0,0/0,-
Brock Robertson,Rochester Knighthawks,,5,0,0,0,19,0,0,0,3,0,0,0,0,0/0,-
Buck Stobart,Rochester Knighthawks,,2,0,0,0,19,0,0,0,2,0,0,0,0,1/1,100%
Casey Zaph,Rochester Knighthawks,,10,3,5,8,37,0,0,0,52,0,0,0,0,0/0,-
Chris Schiller,Rochester Knighthawks,,14,11,12,23,17,0,0,0,70,0,0,0,0,0/0,-
Dennis Juleff,Rochester Knighthawks,,1,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Derek Malawsky,Rochester Knighthawks,,16,24,54,78,8,0,0,0,125,0,0,0,0,1/1,100%
Jamie Taylor,Rochester Knighthawks,,1,1,0,1,2,0,0,0,0,0,0,0,0,0/0,-
Jeremy Hollenbeck,Rochester Knighthawks,,10,4,6,10,2,0,0,0,37,0,0,0,0,9/24,38%
John Grant Jr.,Rochester Knighthawks,,5,16,19,35,6,0,0,0,34,0,0,0,0,0/0,-
Jon Harasym,Rochester Knighthawks,,13,4,5,9,17,0,0,0,54,0,0,0,0,0/0,-
Kim Squire,Rochester Knighthawks,,10,5,13,18,10,0,0,0,43,0,0,0,0,0/0,-
Marshall Abrams,Rochester Knighthawks,,5,0,1,1,2,0,0,0,25,0,0,0,0,0/0,-
Mat Giles,Rochester Knighthawks,,16,21,11,32,19,0,0,0,58,0,0,0,0,0/0,-
Mike Hasen,Rochester Knighthawks,,16,0,3,3,23,0,0,0,94,0,0,0,0,0/0,-
Pat Campbell,Rochester Knighthawks,G,16,0,0,0,0,0,0,0,6,0,0,0,0,0/0,-
Pat Cougevan,Rochester Knighthawks,,14,0,0,0,4,0,0,0,27,0,0,0,0,0/0,-
Pat O'Toole,Rochester Knighthawks,G,16,0,10,10,0,0,0,0,66,0,0,0,0,0/0,-
Regy Thorpe,Rochester Knighthawks,,16,0,5,5,22,0,0,0,78,0,0,0,0,60/134,45%
Ryan O'Connor,Rochester Knighthawks,,14,14,13,27,6,0,0,0,28,0,0,0,0,0/0,-
Scott Evans,Rochester Knighthawks,,16,16,19,35,44,0,0,0,71,0,0,0,0,0/0,-
Shawn Williams,Rochester Knighthawks,,16,45,36,81,24,0,0,0,91,0,0,0,0,0/0,-
Stephen Hoar,Rochester Knighthawks,,14,2,11,13,12,0,0,0,76,0,0,0,0,110/235,47%
Steve Jennings,Rochester Knighthawks,,2,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Steve Penny,Rochester Knighthawks,,15,1,5,6,16,0,0,0,60,0,0,0,0,0/0,-
Tim Soudan,Rochester Knighthawks,,10,5,17,22,4,0,0,0,41,0,0,0,0,17/32,53%
