Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bill Greer,Arizona Sting,,12,1,4,5,10,0,0,0,26,0,0,0,0,0/0,-
Bruce Codd,Arizona Sting,,6,1,4,5,6,0,0,0,32,0,0,0,0,1/1,100%
Chad Culp,Arizona Sting,,7,3,3,6,8,0,0,0,13,0,0,0,0,0/0,-
Cory Bomberry,Arizona Sting,,16,23,43,66,10,0,0,0,46,0,0,0,0,15/38,39%
Dan Dawson,Arizona Sting,,16,26,48,74,19,0,0,0,43,0,0,0,0,0/0,-
Gewas Schindler,Arizona Sting,,16,32,35,67,0,0,0,0,46,0,0,0,0,0/0,-
JJ Dickie,Arizona Sting,,1,0,0,0,5,0,0,0,2,0,0,0,0,0/0,-
Kasey Beirnes,Arizona Sting,,16,33,29,62,4,0,0,0,61,0,0,0,0,0/0,-
Kyle Jamieson,Arizona Sting,,8,1,4,5,6,0,0,0,42,0,0,0,0,0/0,-
Lindsay Plunkett,Arizona Sting,,8,11,15,26,2,0,0,0,20,0,0,0,0,0/0,-
Mark Cochrane,Arizona Sting,,16,3,9,12,11,0,0,0,66,0,0,0,0,0/0,-
Mike Miron,Arizona Sting,G,16,0,10,10,2,0,0,0,51,0,0,0,0,0/0,-
Pat Maddalena,Arizona Sting,,16,42,41,83,6,0,0,0,44,0,0,0,0,0/0,-
Peter Lough,Arizona Sting,,16,9,6,15,10,0,0,0,92,0,0,0,0,146/285,51%
Peter Veltman,Arizona Sting,,9,3,3,6,17,0,0,0,14,0,0,0,0,6/11,55%
Phil Wetherup,Arizona Sting,G,16,0,2,2,0,0,0,0,1,0,0,0,0,0/0,-
Rodney Tapp,Arizona Sting,,4,0,3,3,2,0,0,0,12,0,0,0,0,42/99,42%
Ryan Cousins,Arizona Sting,,13,2,3,5,17,0,0,0,29,0,0,0,0,0/0,-
Scott Self,Arizona Sting,,16,3,12,15,19,0,0,0,71,0,0,0,0,7/32,22%
Sean Pollock,Arizona Sting,,5,3,0,3,7,0,0,0,3,0,0,0,0,0/0,-
Travis Gillespie,Arizona Sting,,13,2,6,8,12,0,0,0,67,0,0,0,0,0/0,-
Troy Bonterre,Arizona Sting,,14,0,2,2,73,0,0,0,26,0,0,0,0,1/1,100%
Tyler Francey,Arizona Sting,,14,2,5,7,24,0,0,0,60,0,0,0,0,0/2,-
Wes Suddons,Arizona Sting,,11,0,2,2,8,0,0,0,7,0,0,0,0,0/0,-
