Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Ben Prepchuk,Colorado Mammoth,,16,19,18,37,4,0,0,0,31,0,0,0,0,0/0,-
BJ Potter,Colorado Mammoth,,8,4,3,7,16,0,0,0,8,0,0,0,0,0/1,-
Brad Self,Colorado Mammoth,,9,5,24,29,2,0,0,0,60,0,0,0,0,0/0,-
Brian Langtry,Colorado Mammoth,,16,24,26,50,4,0,0,0,59,0,0,0,0,0/0,-
Brian Reese,Colorado Mammoth,,16,0,11,11,16,0,0,0,58,0,0,0,0,0/1,-
Curtis Smith,Colorado Mammoth,,12,6,13,19,2,0,0,0,28,0,0,0,0,0/0,-
Dave Stilley,Colorado Mammoth,,14,1,8,9,18,0,0,0,62,0,0,0,0,5/8,62%
Del Halladay,Colorado Mammoth,,16,24,21,45,14,0,0,0,51,0,0,0,0,0/0,-
Erik Miller,Colorado Mammoth,G,16,0,1,1,0,0,0,0,20,0,0,0,0,0/0,-
Gary Gait,Colorado Mammoth,,16,55,38,93,8,0,0,0,80,0,0,0,0,0/0,-
Gavin Prout,Colorado Mammoth,,16,34,57,91,33,0,0,0,107,0,0,0,0,36/79,46%
Gee Nash,Colorado Mammoth,G,16,0,13,13,2,0,0,0,52,0,0,0,0,0/0,-
Jamie Hanford,Colorado Mammoth,,13,3,3,6,14,0,0,0,87,0,0,0,0,208/330,63%
Jay Jalbert,Colorado Mammoth,,12,18,17,35,52,0,0,0,87,0,0,0,0,2/2,100%
Jeff Sonke,Colorado Mammoth,,3,2,1,3,0,0,0,0,3,0,0,0,0,0/0,-
John Gallant,Colorado Mammoth,,16,2,7,9,22,0,0,0,56,0,0,0,0,0/0,-
John Wilson,Colorado Mammoth,,13,14,19,33,4,0,0,0,38,0,0,0,0,0/0,-
Josh Sims,Colorado Mammoth,,13,5,12,17,15,0,0,0,85,0,0,0,0,1/1,100%
Nick Carlson,Colorado Mammoth,,11,2,9,11,12,0,0,0,50,0,0,0,0,0/0,-
Rory Graham,Colorado Mammoth,,8,0,2,2,22,0,0,0,19,0,0,0,0,10/32,31%
Scott Stapleford,Colorado Mammoth,,16,3,9,12,14,0,0,0,26,0,0,0,0,2/2,100%
Shawn Cable,Colorado Mammoth,,5,1,5,6,0,0,0,0,7,0,0,0,0,0/0,-
Tom Still,Colorado Mammoth,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
