Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Andrew Cogliano,ANA,C,98,18,20,38,14,18,892.3673,0,0,3,0,2,181,0.09944,15,35,0.34285,2014-2015
Ben Lovejoy,ANA,D,60,2,12,14,-4,25,1166.4333,0,0,0,0,0,86,0.02325,2,12,,2014-2015
Bryan Allen,ANA,D,11,0,2,2,-2,6,943.3636,0,0,0,0,0,6,0.0,0,2,,2014-2015
Cam Fowler,ANA,D,96,9,35,44,9,16,1288.4479,1,13,1,1,2,115,0.07826,7,28,,2014-2015
Chris Wagner,ANA,R,11,0,0,0,-2,2,491.909,0,0,0,0,0,7,0.0,0,0,0.58064,2014-2015
Clayton Stoner,ANA,D,85,2,7,9,2,78,1065.2,0,0,0,0,1,85,0.02352,2,9,,2014-2015
Colby Robak,ANA,D,12,0,1,1,2,2,835.0833,0,0,0,0,0,8,0.0,0,1,,2014-2015
Corey Perry,ANA,R,83,43,30,73,19,81,1106.9277,6,5,0,2,5,257,0.16731,37,62,0.21428,2014-2015
Dany Heatley,ANA,L,6,0,0,0,-3,0,727.5,0,0,0,0,0,8,0.0,0,0,,2014-2015
Devante Smith-Pelly,ANA,R,74,6,14,20,-1,24,856.7027,0,1,1,0,1,104,0.05769,5,17,0.2771,2014-2015
Emerson Etem,ANA,R,57,8,5,13,-5,4,727.807,0,0,0,0,0,100,0.08,8,13,0.5,2014-2015
Eric Brewer,ANA,D,44,3,8,11,-5,36,1121.0909,0,0,0,1,1,33,0.0909,3,10,,2014-2015
Francois Beauchemin,ANA,D,80,11,21,32,21,50,1396.675,2,4,0,0,1,135,0.08148,9,25,1.0,2014-2015
Hampus Lindholm,ANA,D,94,9,35,44,27,42,1320.8297,0,8,0,0,1,128,0.07031,9,36,0.0,2014-2015
Jakob Silfverberg,ANA,R,97,17,40,57,21,40,973.0515,3,5,1,0,3,230,0.07391,13,46,0.42857,2014-2015
Jesse Blacker,ANA,D,1,0,0,0,-2,0,363.0,0,0,0,0,0,0,,0,0,,2014-2015
Jiri Sekac,ANA,L,7,0,0,0,0,2,683.0,0,0,0,0,0,6,0.0,0,0,,2014-2015
Jiri Sekac,ANA,L,69,9,14,23,0,22,814.3043,2,1,0,0,0,85,0.10588,7,20,0.0,2014-2015
Josh Manson,ANA,D,28,0,3,3,1,31,1106.0357,0,0,0,0,0,26,0.0,0,3,,2014-2015
Kyle Palmieri,ANA,C,73,15,18,33,-1,41,833.9863,5,6,0,1,5,147,0.10204,10,22,0.46153,2014-2015
Mark Fistric,ANA,D,9,0,0,0,-3,4,887.0,0,0,0,0,0,1,0.0,0,0,,2014-2015
Mat Clark,ANA,D,7,0,1,1,2,6,766.2857,0,0,0,0,0,2,0.0,0,1,,2014-2015
Matt Beleskey,ANA,L,81,30,11,41,9,41,886.6049,7,0,0,1,11,190,0.15789,23,34,0.42857,2014-2015
Max Friberg,ANA,R,1,0,0,0,0,0,527.0,0,0,0,0,0,0,,0,0,,2014-2015
Nate Thompson,ANA,C,92,7,17,24,5,45,816.2717,0,0,1,1,3,100,0.07,6,23,0.53551,2014-2015
Patrick Maroon,ANA,L,87,16,29,45,-1,88,897.1724,4,7,0,0,2,162,0.09876,12,34,0.34482,2014-2015
Rene Bourque,ANA,R,51,6,8,14,-15,22,758.0588,2,1,0,1,1,85,0.07058,4,11,0.4,2014-2015
Rickard Rakell,ANA,R,87,10,22,32,4,12,742.8965,2,7,0,1,2,125,0.08,8,23,0.46265,2014-2015
Ryan Getzlaf,ANA,C,93,27,63,90,21,68,1229.8602,5,13,0,2,6,239,0.11297,22,70,0.50721,2014-2015
Ryan Kesler,ANA,C,97,27,33,60,-3,99,1180.2989,6,7,1,2,5,238,0.11344,20,44,0.56542,2014-2015
Sami Vatanen,ANA,D,83,15,33,48,10,44,1285.0602,7,14,1,0,1,157,0.09554,7,26,0.5,2014-2015
Simon Despres,ANA,D,16,1,6,7,4,6,1246.0625,0,0,0,0,1,17,0.05882,1,7,,2014-2015
Simon Despres,ANA,D,75,3,20,23,11,86,1011.96,0,1,0,1,1,103,0.02912,3,22,0.0,2014-2015
Stefan Noesen,ANA,R,1,0,0,0,0,0,414.0,0,0,0,0,0,0,,0,0,,2014-2015
Tim Jackman,ANA,R,64,5,2,7,-5,98,487.3281,0,0,0,0,1,58,0.0862,5,7,0.71428,2014-2015
Tomas Fleischmann,ANA,L,6,0,1,1,0,0,638.5,0,0,0,0,0,6,0.0,0,1,0.4375,2014-2015
Tomas Fleischmann,ANA,L,66,8,19,27,12,12,882.1666,0,1,0,0,1,131,0.06106,8,26,0.28571,2014-2015
William Karlsson,ANA,C,21,3,2,5,3,2,733.9047,0,1,0,0,1,29,0.10344,3,4,0.47208,2014-2015
