Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Larsson,NJ,D,74,11,14,25,-3.0,29,19:03,4,3,112,9.8,,,,,,2,0,0.0
Andy Greene,NJ,D,63,4,19,23,-7.0,42,21:55,3,9,103,3.9,,,,,,1,0,0.0
Bryce Salvador,NJ,D,22,0,2,2,4.0,18,13:27,0,0,11,0.0,,,,,,0,0,0.0
Dainius Zubrus,NJ,C,62,6,5,11,0.0,24,12:25,0,2,61,9.8,,,,,,8,5,62.5
Damien Brunner,NJ,RW,74,4,6,10,-9.0,42,14:39,0,1,72,5.6,,,,,,0,0,0.0
Damon Severson,NJ,D,61,6,13,19,-2.0,42,16:27,3,6,112,5.4,,,,,,0,0,0.0
Eric Gelinas,NJ,D,47,6,13,19,-1.0,30,14:28,0,2,89,6.7,,,,,,1,0,0.0
Jacob Josefson,NJ,C,77,7,6,13,-3.0,28,10:51,0,0,74,9.5,,,,,,1,0,0.0
Jaromir Jagr RW *,NJ,,67,16,16,32,2.0,28,12:56,4,4,107,15.0,,,,,,0,0,0.0
Jon Merrill,NJ,D,40,5,9,14,-11.0,10,14:48,3,3,49,10.2,,,,,,1,0,0.0
Jordin Tootoo,NJ,RW,51,5,12,17,-13.0,22,21:57,0,7,93,5.4,,,,,,1,0,0.0
Joseph Whitney,NJ,RW,11,1,0,1,-4.0,0,11:08,0,0,20,5.0,,,,,,1,0,0.0
Marek Zidlicky D *,NJ,,64,3,21,24,2.0,34,20:57,0,0,91,3.3,,,,,,0,0,0.0
Mark Fraser,NJ,D,13,1,3,4,-1.0,4,15:40,0,0,15,6.7,,,,,,0,0,0.0
Martin Havlat,NJ,F,68,10,5,15,1.0,72,10:27,1,0,75,13.3,,,,,,0,0,0.0
Michael Cammalleri,NJ,LW,75,16,27,43,-6.0,34,17:44,5,11,127,12.6,,,,,,2,0,0.0
Michael Ryder,NJ,RW,82,3,19,22,1.0,20,23:32,0,1,83,3.6,,,,,,0,0,0.0
Mike Sislo,NJ,RW,15,0,2,2,-5.0,20,18:30,0,0,13,0.0,,,,,,0,0,0.0
Patrik Elias,NJ,C,58,7,27,34,-10.0,23,16:30,0,14,70,10.0,,,,,,6,2,33.3
Peter Harrold,NJ,D,17,2,5,7,-1.0,8,15:08,0,4,29,6.9,,,,,,1,0,0.0
Raman Hrabarenka,NJ,D,7,1,0,1,0.0,4,11:52,0,0,8,12.5,,,,,,0,0,0.0
Reid Boucher,NJ,C,10,0,1,1,-2.0,2,12:12,0,0,13,0.0,,,,,,0,0,0.0
Ryane Clowe,NJ,LW,43,3,2,5,-10.0,4,15:14,0,0,31,9.7,,,,,,0,0,0.0
Scott Gomez,NJ,C,68,27,15,42,2.0,28,18:19,9,2,156,17.3,,,,,,4,1,25.0
Seth Helgeson,NJ,D,15,0,2,2,-1.0,33,9:53,0,0,10,0.0,,,,,,0,0,0.0
Stefan Matteau,NJ,C,4,1,0,1,-1.0,0,6:52,0,0,1,100.0,,,,,,0,0,0.0
Stephen Gionta,NJ,RW,66,2,12,14,-14.0,24,20:33,2,2,47,4.3,,,,,,0,0,0.0
Steve Bernier,NJ,RW,69,13,21,34,-20.0,12,17:38,5,4,114,11.4,,,,,,5,3,60.0
Tim Sestito,NJ,C,34,0,4,4,2.0,55,16:16,0,0,19,0.0,,,,,,0,0,0.0
Total,NJ,,1,0,0,0,1.0,0,11:55,0,0,0,0.0,,,,,,0,0,0.0
Travis Zajac,NJ,C,57,11,18,29,-10.0,42,17:40,2,5,119,9.2,,,,,,2,0,0.0
Tuomo Ruutu,NJ,RW,61,5,8,13,4.0,12,13:11,0,0,84,6.0,,,,,,0,0,0.0
