Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Burish,SJ,RW,20,0,3,3,-6.0,8,18:11,0,0,20,0.0,,,,,,0,0,0.0
Andrew Desjardins C *,SJ,,27,2,6,8,0.0,16,17:34,1,1,37,5.4,,,,,,1,0,0.0
Barclay Goodrow,SJ,C,57,5,11,16,-3.0,28,13:43,0,1,68,7.4,,,,,,1,0,0.0
Ben Smith RW *,SJ,,58,2,5,7,0.0,26,16:18,0,0,53,3.8,,,,,,0,0,0.0
Brenden Dillon D *,SJ,,25,4,5,9,1.0,8,11:03,0,0,48,8.3,,,,,,1,0,0.0
Brent Burns,SJ,D,78,16,49,65,-4.0,30,18:25,4,18,131,12.2,,,,,,3,0,0.0
Bryan Lerg,SJ,LW,5,0,1,1,2.0,0,7:34,0,0,5,0.0,,,,,,0,0,0.0
Chris Tierney,SJ,C,70,1,22,23,8.0,48,21:01,0,2,94,1.1,,,,,,0,0,0.0
Daniil Tarasov,SJ,RW,20,1,2,3,-6.0,33,11:08,0,0,22,4.5,,,,,,0,0,0.0
Eriah Hayes,SJ,RW,4,0,0,0,-1.0,11,7:30,0,0,1,0.0,,,,,,0,0,0.0
Freddie Hamilton C *,SJ,,2,1,0,1,-1.0,0,12:36,0,0,8,12.5,,,,,,0,0,0.0
James Sheppard C *,SJ,,53,8,11,19,3.0,18,17:01,1,2,93,8.6,,,,,,1,0,0.0
Jason Demers D *,SJ,,7,0,4,4,0.0,4,16:59,0,2,12,0.0,,,,,,0,0,0.0
Joe Thornton,SJ,C,82,27,40,67,-6.0,12,19:04,6,18,263,10.3,,,,,,8,3,37.5
John Scott,SJ,LW,33,1,4,5,1.0,11,10:20,0,0,35,2.9,,,,,,0,0,0.0
Justin Braun,SJ,D,70,9,14,23,12.0,23,22:06,0,3,98,9.2,,,,,,0,0,0.0
Karl Stollery D *,SJ,,4,0,0,0,-2.0,2,9:58,0,0,10,0.0,,,,,,0,0,0.0
Logan Couture,SJ,C,82,37,33,70,12.0,29,20:07,19,12,261,14.2,,,,,,9,2,22.2
Marc-Edouard Vlasic,SJ,D,53,13,11,24,-3.0,20,15:26,1,0,100,13.0,,,,,,4,2,50.0
Matt Irwin,SJ,D,43,6,15,21,3.0,6,12:14,1,3,48,12.5,,,,,,0,0,0.0
Matt Nieto,SJ,LW,82,13,18,31,-5.0,16,14:33,3,3,145,9.0,,,,,,3,0,0.0
Matt Tennyson,SJ,D,60,2,7,9,-11.0,54,19:13,0,0,75,2.7,,,,,,0,0,0.0
Melker Karlsson,SJ,C,72,10,17,27,-12.0,20,15:15,1,3,135,7.4,,,,,,1,0,0.0
Micheal Haley,SJ,C,1,0,0,0,-1.0,0,8:27,0,0,0,0.0,,,,,,0,0,0.0
Mike Brown,SJ,RW,5,0,0,0,-4.0,4,18:02,0,0,6,0.0,,,,,,0,0,0.0
Mirco Mueller,SJ,D,38,3,1,4,0.0,87,7:27,0,0,19,15.8,,,,,,0,0,0.0
Patrick Marleau,SJ,C,82,17,43,60,-9.0,65,23:57,7,17,245,6.9,,,,,,5,2,40.0
Scott Hannan,SJ,D,56,5,3,8,-2.0,50,10:26,0,0,43,11.6,,,,,,0,0,0.0
Taylor Fedun,SJ,D,39,1,3,4,-8.0,10,16:57,0,0,31,3.2,,,,,,0,0,0.0
Tomas Hertl,SJ,C,75,15,21,36,-7.0,40,16:28,4,6,158,9.5,,,,,,1,1,100.0
Tommy Wingels,SJ,C,82,19,38,57,-17.0,12,19:35,7,17,233,8.2,,,,,,6,1,16.7
Total,SJ,,12,0,0,0,0.0,22,8:12,0,0,11,0.0,,,,,,0,0,0.0
Tye McGinn LW *,SJ,,19,2,3,5,3.0,0,11:20,0,0,15,13.3,,,,,,0,0,0.0
Tyler Kennedy C *,SJ,,60,4,8,12,-1.0,35,11:04,0,0,68,5.9,,,,,,2,0,0.0
