Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Anthony Bitetto,NSH,D,7,0,0,0,-1,7,706.7142,0,0,0,0,0,2,0.0,0,0,1.0,2014-2015
Anton Volchenkov,NSH,D,47,0,7,7,4,16,791.5531,0,0,0,0,0,35,0.0,0,7,,2014-2015
Calle Jarnkrok,NSH,C,80,7,13,20,0,18,787.3,0,0,0,0,1,103,0.06796,7,19,0.46675,2014-2015
Cody Franson,NSH,D,5,0,2,2,1,0,876.0,0,1,0,0,0,6,0.0,0,1,,2014-2015
Cody Franson,NSH,D,78,7,29,36,-7,28,1177.6923,5,12,0,0,0,127,0.05511,2,19,,2014-2015
Colin Wilson,NSH,C,83,25,22,47,18,22,987.9759,7,4,0,0,6,191,0.13089,18,36,0.40106,2014-2015
Craig Smith,NSH,C,88,25,24,49,13,44,964.1363,6,4,0,1,5,285,0.08771,19,39,0.38636,2014-2015
Derek Roy,NSH,C,72,12,20,32,-13,24,940.3055,4,3,0,0,2,113,0.10619,8,25,0.44774,2014-2015
Eric Nystrom,NSH,L,60,7,5,12,0,15,791.6833,0,0,1,0,1,60,0.11666,6,11,0.33333,2014-2015
Filip Forsberg,NSH,L,88,30,39,69,16,28,1053.1931,7,14,0,2,6,259,0.11583,23,48,0.375,2014-2015
Gabriel Bourque,NSH,L,74,3,10,13,-16,12,734.7027,0,0,0,0,0,80,0.0375,3,13,0.5,2014-2015
James Neal,NSH,L,73,27,15,42,12,65,1097.7534,4,1,0,2,6,246,0.10975,23,37,0.38095,2014-2015
Joe Piskula,NSH,D,1,0,0,0,-1,2,987.0,0,0,0,0,0,0,,0,0,,2014-2015
Joe Piskula,NSH,D,1,0,0,0,-1,2,987.0,0,0,0,0,0,0,,0,0,,2014-2015
Kevin Fiala,NSH,L,2,0,0,0,-2,0,675.0,0,0,0,0,0,5,0.0,0,0,,2014-2015
Mark Arcobello,NSH,R,77,17,14,31,-10,20,888.4025,1,3,0,1,2,129,0.13178,16,26,0.50159,2014-2015
Matt Cullen,NSH,C,68,8,19,27,7,20,803.6029,0,4,0,0,1,101,0.0792,8,23,0.54089,2014-2015
Mattias Ekholm,NSH,D,86,8,11,19,16,54,1171.5,1,1,0,1,1,92,0.08695,7,17,,2014-2015
Miikka Salomaki,NSH,R,1,1,0,1,1,0,649.0,0,0,0,0,0,4,0.25,1,1,,2014-2015
Mike Fisher,NSH,C,62,19,21,40,5,39,1086.0161,7,3,1,0,1,113,0.16814,11,29,0.52111,2014-2015
Mike Ribeiro,NSH,C,88,16,51,67,13,66,1143.659,1,13,0,0,3,107,0.14953,15,53,0.43351,2014-2015
Mike Santorelli,NSH,C,4,1,0,1,2,0,800.0,0,0,0,0,0,7,0.14285,1,1,1.0,2014-2015
Mike Santorelli,NSH,C,79,12,21,33,0,14,863.2658,0,2,1,0,2,145,0.08275,11,29,0.46236,2014-2015
Olli Jokinen,NSH,C,62,4,6,10,6,28,795.8387,0,0,0,0,1,110,0.03636,4,10,0.40606,2014-2015
Paul Gaustad,NSH,C,79,4,10,14,6,82,761.9746,0,0,0,0,1,59,0.06779,4,14,0.56389,2014-2015
Rich Clune,NSH,L,1,0,0,0,0,0,330.0,0,0,0,0,0,0,,0,0,,2014-2015
Roman Josi,NSH,D,87,16,40,56,10,26,1609.7126,3,12,0,1,4,222,0.07207,13,38,0.0,2014-2015
Ryan Ellis,NSH,D,64,9,21,30,12,29,1180.6406,2,6,0,0,0,131,0.0687,7,22,,2014-2015
Seth Jones,NSH,D,88,8,23,31,-3,26,1226.3295,2,12,1,0,0,131,0.06106,5,16,,2014-2015
Shea Weber,NSH,D,80,15,31,46,15,74,1581.325,5,10,1,1,2,239,0.06276,9,30,,2014-2015
Taylor Beck,NSH,L,67,8,8,16,-6,20,720.2388,2,0,0,0,3,84,0.09523,6,14,0.5,2014-2015
Victor Bartley,NSH,D,41,0,10,10,1,28,793.878,0,0,0,0,0,31,0.0,0,10,,2014-2015
Viktor Stalberg,NSH,L,31,3,10,13,1,18,739.258,0,0,0,0,1,45,0.06666,3,13,1.0,2014-2015
