Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Harang,30.0,CIN,NL,-0.2,29.0,59.0,54.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.13,0.13,0.148,0.278,-28.0,0.14,-60.0,8.0,1.0,0.0,5.0,0.0,0.0,1,
Adam Dunn*,28.0,CIN,NL,1.1,114.0,464.0,373.0,58.0,87.0,14.0,0.0,32.0,74.0,1.0,1.0,80.0,120.0,0.233,0.373,0.528,0.901,132.0,0.386,130.0,197.0,4.0,6.0,0.0,5.0,6.0,*7/DH,
Adam Pettyjohn,31.0,CIN,NL,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Adam Rosales,25.0,CIN,NL,-0.2,18.0,30.0,29.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.207,0.233,0.241,0.475,24.0,0.287,53.0,7.0,0.0,0.0,0.0,0.0,0.0,H/54,
Andy Phillips,31.0,CIN,NL,0.1,52.0,80.0,73.0,11.0,17.0,3.0,0.0,3.0,10.0,0.0,0.0,6.0,14.0,0.233,0.3,0.397,0.697,80.0,0.333,92.0,29.0,3.0,1.0,0.0,0.0,0.0,H/543,
Bill Bray*,25.0,CIN,NL,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Brandon Phillips,27.0,CIN,NL,3.0,141.0,609.0,559.0,80.0,146.0,24.0,7.0,21.0,78.0,23.0,10.0,39.0,93.0,0.261,0.312,0.442,0.754,94.0,0.339,95.0,247.0,13.0,5.0,0.0,6.0,6.0,*4/H,GG
Bronson Arroyo,31.0,CIN,NL,0.4,38.0,74.0,61.0,4.0,12.0,3.0,0.0,1.0,6.0,1.0,0.0,4.0,21.0,0.197,0.246,0.295,0.541,41.0,0.258,27.0,18.0,1.0,0.0,9.0,0.0,0.0,1/H,
Chris Dickerson*,26.0,CIN,NL,1.4,31.0,122.0,102.0,20.0,31.0,9.0,2.0,6.0,15.0,5.0,3.0,17.0,35.0,0.304,0.413,0.608,1.021,162.0,0.433,165.0,62.0,0.0,2.0,1.0,0.0,0.0,7/8H,
Corey Patterson*,28.0,CIN,NL,-0.1,135.0,392.0,366.0,46.0,75.0,17.0,2.0,10.0,34.0,14.0,9.0,16.0,57.0,0.205,0.238,0.344,0.582,50.0,0.265,44.0,126.0,3.0,1.0,5.0,4.0,0.0,*8H,
