Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Allen Levrault,23.0,MIL,NL,-0.4,30.0,41.0,33.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.061,0.086,0.061,0.146,-60.0,0.071,-124.0,2.0,0.0,0.0,6.0,1.0,0.0,1,
Angel Echevarria,30.0,MIL,NL,-0.5,75.0,145.0,133.0,12.0,34.0,11.0,0.0,5.0,13.0,0.0,1.0,8.0,29.0,0.256,0.31,0.451,0.761,96.0,0.33,95.0,60.0,2.0,3.0,0.0,1.0,0.0,H73/9D,
Ben Sheets,22.0,MIL,NL,-0.2,23.0,48.0,42.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,29.0,0.071,0.152,0.071,0.224,-38.0,0.12,-64.0,3.0,0.0,0.0,2.0,0.0,0.0,1,AS
Brandon Kolb,27.0,MIL,NL,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Chad Fox,30.0,MIL,NL,0.0,61.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Curt Leskanic,33.0,MIL,NL,0.0,66.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
David Weathers,31.0,MIL,NL,0.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,49.0,0.354,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Devon White#,38.0,MIL,NL,0.8,126.0,432.0,390.0,52.0,108.0,25.0,2.0,14.0,47.0,18.0,3.0,28.0,95.0,0.277,0.343,0.459,0.802,108.0,0.362,111.0,179.0,6.0,12.0,1.0,1.0,1.0,8H7/9,
Elvis Peña#,24.0,MIL,NL,0.1,15.0,48.0,40.0,5.0,9.0,2.0,0.0,0.0,6.0,2.0,0.0,6.0,6.0,0.225,0.333,0.275,0.608,63.0,0.314,74.0,11.0,3.0,1.0,0.0,1.0,0.0,4/H,
Geoff Jenkins*,26.0,MIL,NL,1.3,105.0,446.0,397.0,60.0,105.0,21.0,1.0,20.0,63.0,4.0,2.0,36.0,120.0,0.264,0.334,0.474,0.808,109.0,0.351,108.0,188.0,11.0,8.0,0.0,5.0,7.0,7/H,
Gus Gandarillas,29.0,MIL,NL,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Henry Blanco,29.0,MIL,NL,0.0,104.0,357.0,314.0,33.0,66.0,18.0,3.0,6.0,31.0,3.0,1.0,34.0,72.0,0.21,0.29,0.344,0.634,66.0,0.28,55.0,108.0,10.0,2.0,5.0,2.0,6.0,2/H,
James Mouton,32.0,MIL,NL,-0.1,75.0,158.0,138.0,20.0,34.0,8.0,0.0,2.0,10.0,7.0,3.0,11.0,40.0,0.246,0.329,0.348,0.677,78.0,0.313,79.0,48.0,1.0,6.0,3.0,0.0,0.0,H87/9D,
Jamey Wright,26.0,MIL,NL,0.2,33.0,74.0,67.0,7.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,20.0,0.194,0.229,0.209,0.438,16.0,0.213,5.0,14.0,0.0,0.0,4.0,0.0,0.0,1/H,
Jeff D'Amico,25.0,MIL,NL,0.0,10.0,17.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.067,0.176,0.2,0.376,-1.0,0.175,-17.0,3.0,0.0,0.0,0.0,0.0,0.0,1,
Jeffrey Hammonds,30.0,MIL,NL,0.7,49.0,194.0,174.0,20.0,43.0,11.0,1.0,6.0,21.0,5.0,3.0,14.0,42.0,0.247,0.314,0.425,0.74,92.0,0.326,91.0,74.0,2.0,4.0,0.0,2.0,1.0,8/H,
Jeromy Burnitz*,32.0,MIL,NL,2.7,154.0,651.0,562.0,104.0,141.0,32.0,4.0,34.0,100.0,0.0,4.0,80.0,150.0,0.251,0.347,0.504,0.851,119.0,0.36,116.0,283.0,8.0,5.0,0.0,4.0,9.0,*9/H,
Jesse Levis*,33.0,MIL,NL,-0.1,12.0,36.0,33.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,0.242,0.306,0.303,0.609,61.0,0.301,72.0,10.0,1.0,0.0,0.0,0.0,0.0,2/H,
Jimmy Haynes,28.0,MIL,NL,0.2,31.0,59.0,52.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.154,0.185,0.192,0.377,-1.0,0.205,-5.0,10.0,0.0,0.0,5.0,0.0,0.0,1/H,
José Hernández,31.0,MIL,NL,1.9,152.0,592.0,542.0,67.0,135.0,26.0,2.0,25.0,78.0,5.0,4.0,39.0,185.0,0.249,0.3,0.443,0.743,91.0,0.319,86.0,240.0,9.0,2.0,5.0,4.0,8.0,*6/78H,
Kevin Brown,28.0,MIL,NL,0.0,17.0,46.0,43.0,7.0,9.0,0.0,1.0,4.0,12.0,0.0,0.0,2.0,18.0,0.209,0.261,0.535,0.796,101.0,0.33,93.0,23.0,1.0,1.0,0.0,0.0,0.0,2/H,
Kyle Peterson*,25.0,MIL,NL,0.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2,0.4,0.6,52.0,0.248,35.0,2.0,0.0,0.0,0.0,0.0,0.0,/1,
Lance Painter*,33.0,MIL,NL,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Lou Collier,27.0,MIL,NL,0.4,50.0,148.0,127.0,19.0,32.0,8.0,1.0,2.0,14.0,5.0,1.0,17.0,30.0,0.252,0.34,0.378,0.718,88.0,0.33,89.0,48.0,0.0,1.0,1.0,2.0,0.0,5H78/D,
Luis López#,30.0,MIL,NL,0.0,92.0,247.0,222.0,22.0,60.0,8.0,3.0,4.0,18.0,0.0,1.0,14.0,44.0,0.27,0.326,0.387,0.714,87.0,0.313,82.0,86.0,6.0,5.0,5.0,1.0,2.0,5H64,
Mac Suzuki,26.0,MIL,NL,-0.3,15.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.056,0.0,0.056,-83.0,0.039,-137.0,0.0,1.0,0.0,2.0,0.0,0.0,1,
Mark Leiter,38.0,MIL,NL,0.0,20.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.143,0.143,0.143,0.286,-25.0,0.127,-51.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Mark Loretta,29.0,MIL,NL,0.4,102.0,429.0,384.0,40.0,111.0,14.0,2.0,2.0,29.0,1.0,2.0,28.0,46.0,0.289,0.346,0.352,0.698,84.0,0.322,88.0,135.0,6.0,7.0,7.0,3.0,0.0,45/6DH1,
Mark Sweeney*,31.0,MIL,NL,-0.1,48.0,103.0,89.0,9.0,23.0,3.0,1.0,3.0,11.0,2.0,1.0,12.0,23.0,0.258,0.347,0.416,0.762,99.0,0.336,97.0,37.0,0.0,0.0,2.0,0.0,0.0,H7/93,
Mike Buddie,30.0,MIL,NL,0.0,31.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.25,0.25,0.5,32.0,0.222,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1,
Mike Coolbaugh,29.0,MIL,NL,-0.2,39.0,77.0,70.0,10.0,14.0,6.0,0.0,2.0,7.0,0.0,0.0,5.0,16.0,0.2,0.273,0.371,0.644,67.0,0.283,59.0,26.0,3.0,2.0,0.0,0.0,0.0,5H/6,
Mike DeJean,30.0,MIL,NL,0.0,72.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Nick Neugebauer,20.0,MIL,NL,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,
Paul Rigdon,25.0,MIL,NL,0.0,14.0,25.0,20.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.2,0.2,0.2,0.4,6.0,0.178,-44.0,4.0,0.0,0.0,5.0,0.0,0.0,1,
Ray King*,27.0,MIL,NL,0.0,79.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
Raúl Casanova#,28.0,MIL,NL,0.2,71.0,208.0,192.0,21.0,50.0,10.0,0.0,11.0,33.0,0.0,0.0,12.0,29.0,0.26,0.303,0.484,0.787,102.0,0.334,95.0,93.0,3.0,1.0,0.0,3.0,2.0,2H/D,
Richie Sexson,26.0,MIL,NL,2.8,158.0,667.0,598.0,94.0,162.0,24.0,3.0,45.0,125.0,2.0,4.0,60.0,178.0,0.271,0.342,0.547,0.889,128.0,0.379,129.0,327.0,20.0,6.0,0.0,3.0,5.0,*3,
Robert Pérez,32.0,MIL,NL,-0.1,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,/9H,
Rocky Coppinger,27.0,MIL,NL,-0.1,8.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,-190.0,0.0,0.0,0.0,1.0,0.0,0.0,/1,
