Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
7,Adirondack Flames,Regular Season,,3641,24.699,24.291,76,232,377,609,1378,3.053,4.961,1.625,8.013,18:08,2438,32.079,9.5%,2164,28.474,0.906,298,58,19.5%,335,57,83.0%
24,Albany Devils,Regular Season,,3323,25.603,25.667,76,197,326,523,1332,2.592,4.289,1.655,6.882,17:32,2197,28.908,9.0%,1946,25.605,0.912,339,65,19.2%,327,58,82.3%
2,Binghamton Senators,Regular Season,,3772,25.855,25.105,76,241,409,650,1604,3.171,5.382,1.697,8.553,21:06,2456,32.316,9.8%,2386,31.395,0.904,262,54,20.6%,318,60,81.1%
13,Bridgeport Sound Tigers,Regular Season,,4743,24.538,24.298,76,210,361,571,1708,2.763,4.75,1.719,7.513,22:28,2206,29.026,9.5%,2140,28.158,0.901,340,65,19.1%,384,76,80.2%
29,Charlotte Checkers,Regular Season,,5822,24.155,24.345,76,167,285,452,1306,2.197,3.75,1.707,5.947,17:11,2211,29.092,7.6%,2294,30.184,0.915,285,39,13.7%,314,45,85.7%
17,Chicago Wolves,Regular Season,Playoffs,7957,25.67,25.658,76,209,348,557,1054,2.75,4.579,1.665,7.329,13:52,2299,30.25,9.1%,1925,25.329,0.913,290,50,17.2%,270,47,82.6%
3,Grand Rapids Griffins,Regular Season,Playoffs,8081,25.159,25.243,76,247,398,645,851,3.25,5.237,1.611,8.487,11:12,2420,31.842,10.2%,2058,27.079,0.923,283,48,17.0%,265,36,86.4%
23,Hamilton Bulldogs,Regular Season,,4452,24.532,24.854,76,199,326,525,1161,2.618,4.289,1.638,6.908,15:17,2256,29.684,8.8%,2167,28.513,0.917,269,31,11.5%,269,34,87.4%
9,Hartford Wolf Pack,Regular Season,Playoffs,4467,26.146,25.858,76,219,378,597,1137,2.882,4.974,1.726,7.855,14:58,2160,28.421,10.1%,2058,27.079,0.911,325,55,16.9%,343,63,81.6%
8,Hershey Bears,Regular Season,Playoffs,9791,24.874,25.852,76,216,391,607,1485,2.842,5.145,1.81,7.987,19:32,2206,29.026,9.8%,2072,27.263,0.924,323,58,18.0%,337,42,87.5%
28,Iowa Wild,Regular Season,,5658,25.066,24.938,76,171,303,474,1008,2.25,3.987,1.772,6.237,13:16,2155,28.355,7.9%,2206,29.026,0.905,264,38,14.4%,267,62,76.8%
20,Lake Erie Monsters,Regular Season,,8331,23.524,23.572,76,209,334,543,1090,2.75,4.395,1.598,7.145,14:21,2294,30.184,9.1%,2160,28.421,0.908,292,52,17.8%,294,47,84.0%
25,Lehigh Valley Phantoms,Regular Season,,8163,24.251,24.613,76,187,317,504,1800,2.461,4.171,1.695,6.632,23:41,2267,29.829,8.3%,2300,30.263,0.911,339,53,15.6%,354,65,81.6%
1,Manchester Monarchs,Regular Season,Playoffs,5621,24.258,24.51,76,239,416,655,1300,3.145,5.474,1.741,8.618,17:06,2443,32.145,9.8%,1808,23.789,0.915,305,63,20.7%,317,52,83.6%
22,Milwaukee Admirals,Regular Season,,5809,24.735,24.353,76,204,329,533,1168,2.684,4.329,1.613,7.013,15:22,2197,28.908,9.3%,1915,25.197,0.906,293,43,14.7%,287,44,84.7%
30,Norfolk Admirals,Regular Season,,4752,25.827,25.546,76,168,283,451,1432,2.211,3.724,1.685,5.934,18:51,2403,31.618,7.0%,2066,27.184,0.91,312,47,15.1%,323,49,84.8%
10,Oklahoma City Barons,Regular Season,Playoffs,3261,24.881,24.335,76,223,372,595,1082,2.934,4.895,1.668,7.829,14:14,2365,31.118,9.4%,2199,28.934,0.916,318,57,17.9%,267,36,86.5%
18,Portland Pirates,Regular Season,Playoffs,2963,25.153,25.219,76,201,350,551,1171,2.645,4.605,1.741,7.25,15:24,2269,29.855,8.9%,2067,27.197,0.919,345,48,13.9%,322,41,87.3%
19,Providence Bruins,Regular Season,Playoffs,8389,24.203,24.205,76,201,349,550,930,2.645,4.592,1.736,7.237,12:14,2236,29.421,9.0%,2171,28.566,0.925,283,53,18.7%,289,42,85.5%
16,Rochester Americans,Regular Season,,6165,24.092,23.932,76,207,353,560,1171,2.724,4.645,1.705,7.368,15:24,2236,29.421,9.3%,2077,27.329,0.898,309,45,14.6%,313,64,79.6%
11,Rockford IceHogs,Regular Season,Playoffs,4834,24.127,24.56,76,219,367,586,1159,2.882,4.829,1.676,7.711,15:15,2534,33.342,8.6%,2021,26.592,0.922,288,49,17.0%,292,41,86.0%
5,San Antonio Rampage,Regular Season,Playoffs,6579,24.805,25.302,76,242,397,639,1207,3.184,5.224,1.64,8.408,15:53,2517,33.118,9.6%,2002,26.342,0.906,290,54,18.6%,313,51,83.7%
26,Springfield Falcons,Regular Season,,3273,24.902,25.249,76,187,315,502,1255,2.461,4.145,1.684,6.605,16:31,2240,29.474,8.4%,1966,25.868,0.908,312,44,14.1%,346,62,82.1%
27,St. John's IceCaps,Regular Season,,5777,24.681,24.777,76,178,315,493,1209,2.342,4.145,1.77,6.487,15:54,2133,28.066,8.4%,2253,29.645,0.912,298,48,16.1%,286,60,79.0%
14,Syracuse Crunch,Regular Season,Playoffs,5986,24.122,24.281,76,215,352,567,1528,2.829,4.632,1.637,7.461,20:06,2267,29.829,9.5%,1999,26.303,0.905,332,47,14.2%,323,66,79.6%
4,Texas Stars,Regular Season,Playoffs,5002,23.915,24.826,76,240,403,643,890,3.158,5.303,1.679,8.461,11:43,2412,31.737,10.0%,2260,29.737,0.917,310,62,20.0%,297,39,86.9%
21,Toronto Marlies,Regular Season,Playoffs,5347,23.926,23.565,76,206,334,540,1113,2.711,4.395,1.621,7.105,14:39,2108,27.737,9.8%,2180,28.684,0.919,289,37,12.8%,316,66,79.1%
