Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
11,Abbotsford Canucks,Regular Season,Playoffs,4816,24.22,24.7,72,230,379,609,769,3.194,5.264,1.648,8.458,10:41,2176,30.222,10.6%,1929,26.792,0.907,262,46,17.6%,260,39,85.0%
16,Bakersfield Condors,Regular Season,Playoffs,4822,25.431,25.403,72,219,377,596,900,3.042,5.236,1.721,8.278,12:30,2086,28.972,10.5%,2140,29.722,0.918,247,51,20.6%,264,52,80.3%
26,Belleville Senators,Regular Season,Playoffs,2737,24.61,24.999,72,206,333,539,1019,2.861,4.625,1.617,7.486,14:09,2080,28.889,9.9%,1983,27.542,0.909,269,49,18.2%,251,52,79.3%
32,Bridgeport Islanders,Regular Season,,3167,25.586,26.159,72,159,280,439,762,2.208,3.889,1.761,6.097,10:35,2198,30.528,7.2%,1889,26.236,0.902,236,34,14.4%,220,36,83.6%
27,Calgary Wranglers,Regular Season,Playoffs,4101,25.048,25.216,72,200,326,526,1007,2.778,4.528,1.63,7.306,13:59,2265,31.458,8.8%,2077,28.847,0.913,295,49,16.6%,285,54,81.1%
20,Charlotte Checkers,Regular Season,Playoffs,6979,25.162,25.457,72,216,356,572,806,3.0,4.944,1.648,7.944,11:12,2343,32.542,9.2%,1669,23.181,0.897,282,46,16.3%,280,47,83.2%
28,Chicago Wolves,Regular Season,,8984,27.091,27.849,72,190,325,515,972,2.639,4.514,1.711,7.153,13:30,1969,27.347,9.7%,1936,26.889,0.896,262,56,21.4%,270,45,83.3%
10,Cleveland Monsters,Regular Season,Playoffs,10263,24.403,24.073,72,229,381,610,906,3.181,5.292,1.664,8.472,12:35,2155,29.931,10.6%,2132,29.611,0.904,268,48,17.9%,270,52,80.7%
1,Coachella Valley Firebirds,Regular Season,Playoffs,8844,25.139,25.518,72,248,440,688,788,3.444,6.111,1.774,9.556,10:57,2487,34.542,10.0%,1890,26.25,0.916,256,47,18.4%,223,37,83.4%
23,Colorado Eagles,Regular Season,Playoffs,5089,25.8,26.458,72,214,353,567,1017,2.972,4.903,1.65,7.875,14:08,2350,32.639,9.1%,1898,26.361,0.912,222,38,17.1%,257,40,84.4%
24,Grand Rapids Griffins,Regular Season,Playoffs,7641,25.294,25.202,72,205,360,565,741,2.847,5.0,1.756,7.847,10:18,2117,29.403,9.7%,1793,24.903,0.906,244,42,17.2%,248,48,80.6%
25,Hartford Wolf Pack,Regular Season,Playoffs,5456,25.255,25.522,72,202,345,547,1050,2.806,4.792,1.708,7.597,14:35,2182,30.306,9.2%,1902,26.417,0.902,274,53,19.3%,289,49,83.0%
30,Henderson Silver Knights,Regular Season,,4144,25.076,25.385,72,188,312,500,738,2.611,4.333,1.66,6.944,10:15,2082,28.917,9.0%,1989,27.625,0.896,273,53,19.4%,233,43,81.5%
9,Hershey Bears,Regular Season,Playoffs,9439,26.18,26.525,72,225,394,619,705,3.125,5.472,1.751,8.597,9:48,1922,26.694,11.7%,1719,23.875,0.925,254,51,20.1%,268,33,87.7%
31,Iowa Wild,Regular Season,,6401,25.182,24.833,72,182,300,482,962,2.528,4.167,1.648,6.694,13:22,2014,27.972,9.0%,1940,26.944,0.899,285,49,17.2%,238,61,74.4%
8,Laval Rocket,Regular Season,,9256,24.186,24.317,72,232,391,623,1121,3.222,5.431,1.685,8.653,15:34,2196,30.5,10.5%,2014,27.972,0.902,278,50,18.0%,286,60,79.0%
29,Lehigh Valley Phantoms,Regular Season,Playoffs,6709,24.82,24.701,72,187,325,512,1069,2.597,4.514,1.738,7.111,14:51,2171,30.153,8.6%,1822,25.306,0.9,256,47,18.4%,297,60,79.8%
17,Manitoba Moose,Regular Season,Playoffs,3897,23.961,24.602,72,220,375,595,908,3.056,5.208,1.705,8.264,12:37,2207,30.653,10.0%,1761,24.458,0.883,247,52,21.1%,269,60,77.7%
4,Milwaukee Admirals,Regular Season,Playoffs,6138,24.994,25.282,72,233,404,637,940,3.236,5.611,1.734,8.847,13:03,2173,30.181,10.7%,1788,24.833,0.909,219,39,17.8%,251,48,80.9%
6,Ontario Reign,Regular Season,Playoffs,7469,25.432,25.564,72,229,403,632,926,3.181,5.597,1.76,8.778,12:52,2135,29.653,10.7%,1959,27.208,0.914,271,59,21.8%,237,47,80.2%
3,Providence Bruins,Regular Season,Playoffs,7712,24.687,25.149,72,235,405,640,854,3.264,5.625,1.723,8.889,11:52,2093,29.069,11.2%,2012,27.944,0.913,288,52,18.1%,252,50,80.2%
7,Rochester Americans,Regular Season,Playoffs,5994,24.745,25.076,72,230,394,624,725,3.194,5.472,1.713,8.667,10:04,2010,27.917,11.4%,2109,29.292,0.906,240,43,17.9%,235,50,78.7%
