Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
19,Rockford IceHogs,Regular Season,Playoffs,4516,24.156,24.394,72,212,364,576,858,2.944,5.056,1.717,8.0,11:55,1948,27.056,10.8%,1857,25.792,0.904,273,51,18.7%,244,39,84.0%
21,San Diego Gulls,Regular Season,,7248,24.001,24.385,72,211,357,568,907,2.931,4.958,1.692,7.889,12:36,1930,26.806,10.9%,2091,29.042,0.901,260,52,20.0%,281,62,77.9%
15,San Jose Barracuda,Regular Season,,2116,24.848,24.884,72,219,379,598,1001,3.042,5.264,1.731,8.306,13:54,2271,31.542,9.6%,2080,28.889,0.898,262,52,19.8%,280,67,76.1%
13,Springfield Thunderbirds,Regular Season,,6321,24.729,25.198,72,225,379,604,929,3.125,5.264,1.684,8.389,12:54,2094,29.083,10.7%,2259,31.375,0.91,276,49,17.8%,253,46,81.8%
12,Syracuse Crunch,Regular Season,Playoffs,5476,24.576,24.651,72,217,391,608,881,3.014,5.431,1.802,8.444,12:14,2081,28.903,10.4%,1693,23.514,0.902,258,50,19.4%,279,45,83.9%
5,Texas Stars,Regular Season,Playoffs,5961,24.073,24.314,72,232,401,633,661,3.222,5.569,1.728,8.792,9:11,2216,30.778,10.5%,2007,27.875,0.9,237,52,21.9%,244,53,78.3%
2,Toronto Marlies,Regular Season,Playoffs,5888,24.867,25.462,72,243,426,669,1041,3.375,5.917,1.753,9.292,14:28,2205,30.625,11.0%,1761,24.458,0.896,274,53,19.3%,278,44,84.2%
14,Tucson Roadrunners,Regular Season,Playoffs,4122,24.553,24.812,72,220,384,604,1256,3.056,5.333,1.745,8.389,17:27,2246,31.194,9.8%,1914,26.583,0.905,248,43,17.3%,292,47,83.9%
18,Utica Comets,Regular Season,,2954,25.195,25.93,72,219,374,593,783,3.042,5.194,1.708,8.236,10:53,2063,28.653,10.6%,1832,25.444,0.896,256,41,16.0%,251,40,84.1%
22,Wilkes-Barre/Scranton Penguins,Regular Season,Playoffs,4767,25.425,25.763,72,211,357,568,808,2.931,4.958,1.692,7.889,11:13,2096,29.111,10.0%,1842,25.583,0.913,274,47,17.2%,261,38,85.4%
