Rk,Team,Season Leaders_Regular Season,Season Leaders_Playoffs,Unnamed: 4_level_0_ATT.,Age_AA,Age_WAA,Player Stats_GP,Player Stats_G,Player Stats_A,Player Stats_P,Player Stats_PIM,per Game_G/GP,per Game_A/GP,per Game_A/G,per Game_P/GP,per Game_PIM/GP,Shots_SOG,Shots_S/GP,Shots_SH%,Saves_SV,Saves_SV/GP,Saves_SV%,Power-Play_PPO,Power-Play_PPG,Power-Play_PP%,Penalty-Kill_PKO,Penalty-Kill_PPG-A,Penalty-Kill_PK%
1,Portland Pirates,Regular Season,Playoffs,4654,24.35,24.351,80,271,475,746,1256,3.388,5.938,1.753,9.325,15:42,2358,29.475,11.5%,2346,29.325,0.911,352,66,18.8%,328,58,82.3%
28,Providence Bruins,Regular Season,,7324,23.991,24.559,80,202,348,550,1429,2.525,4.35,1.723,6.875,17:52,2480,31.0,8.2%,2250,28.125,0.903,348,45,12.9%,378,80,78.8%
21,Rochester Americans,Regular Season,,3872,25.575,25.16,80,213,367,580,1346,2.663,4.588,1.723,7.25,16:50,2418,30.225,8.8%,2416,30.2,0.905,315,60,19.0%,350,77,78.0%
22,Rockford IceHogs,Regular Season,,4360,24.312,24.553,80,212,362,574,1496,2.65,4.525,1.708,7.175,18:42,2474,30.925,8.6%,2176,27.2,0.903,354,55,15.5%,358,69,80.7%
14,San Antonio Rampage,Regular Season,,6410,25.278,25.599,80,221,380,601,1276,2.763,4.75,1.719,7.513,15:57,2444,30.55,9.0%,2166,27.075,0.905,339,72,21.2%,353,66,81.3%
10,Springfield Falcons,Regular Season,,3717,24.58,24.343,80,227,395,622,1297,2.838,4.938,1.74,7.775,16:13,2109,26.363,10.8%,2137,26.713,0.899,294,48,16.3%,325,48,85.2%
23,Syracuse Crunch,Regular Season,,5153,24.094,23.96,80,215,357,572,1460,2.688,4.463,1.66,7.15,18:15,2308,28.85,9.3%,2479,30.988,0.912,327,63,19.3%,368,65,82.3%
25,Texas Stars,Regular Season,Playoffs,5339,24.716,25.023,80,207,356,563,1022,2.588,4.45,1.72,7.038,12:47,2466,30.825,8.4%,2271,28.388,0.921,375,64,17.1%,299,57,80.9%
12,Toronto Marlies,Regular Season,,4693,24.097,24.726,80,222,389,611,1389,2.775,4.863,1.752,7.638,17:22,2390,29.875,9.3%,2272,28.4,0.92,361,54,15.0%,337,47,86.1%
7,Wilkes-Barre / Scranton Penguins,Regular Season,Playoffs,6360,24.489,25.291,80,254,437,691,1421,3.175,5.463,1.72,8.638,17:46,2721,34.013,9.3%,1858,23.225,0.914,370,64,17.3%,347,57,83.6%
27,Worcester Sharks,Regular Season,,4068,24.542,24.725,80,205,351,556,1204,2.563,4.388,1.712,6.95,15:03,2571,32.138,8.0%,2147,26.838,0.904,336,57,17.0%,303,60,80.2%
